Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-05,19.477548,[46 66] ; [30  6],[57.51351351 54.48648649] ; [18.48648649 17.51351351],1
v4,1,0.234769,1.411735,[92 22] ; [33  4],[94.37086093 19.62913907] ; [30.62913907  6.37086093],0
s3,1,0.238603,1.388829,[52 62] ; [21 16],[55.11258278 58.88741722] ; [17.88741722 19.11258278],0
b5,1,0.238642,1.388596,[63 54] ; [24 13],[66.0974026 50.9025974] ; [20.9025974 16.0974026],0
b2,1,0.25358,1.303471,[23 47] ; [11 13],[25.31914894 44.68085106] ; [ 8.68085106 15.31914894],0
b3,1,0.25358,1.303471,[23 47] ; [11 13],[25.31914894 44.68085106] ; [ 8.68085106 15.31914894],0
s8,1,0.254029,1.30101,[27 90] ; [12 25],[29.62987013 87.37012987] ; [ 9.37012987 27.62987013],0
s1,1,0.283274,1.151316,[  9 105] ; [ 1 35],[  7.6 106.4] ; [ 2.4 33.6],0
a3,1,0.29473,1.097889,[57 58] ; [22 15],[59.76973684 55.23026316] ; [19.23026316 17.76973684],0
n5,1,0.317877,0.997661,[73 41] ; [27 10],[75.49668874 38.50331126] ; [24.50331126 12.49668874],0
r1,1,0.331759,0.94202,[68 48] ; [25 12],[70.50980392 45.49019608] ; [22.49019608 14.50980392],0
u4,1,0.386816,0.748927,[  1 116] ; [ 1 36],[  1.51948052 115.48051948] ; [ 0.48051948 36.51948052],0
n4,1,0.409807,0.67936,[69 46] ; [25 12],[71.11842105 43.88157895] ; [22.88157895 14.11842105],0
d1,1,0.433233,0.614139,[  7 110] ; [ 1 36],[  6.07792208 110.92207792] ; [ 1.92207792 35.07792208],0
s6,1,0.440304,0.595491,[45 71] ; [17 20],[47.00653595 68.99346405] ; [14.99346405 22.00653595],0
d3,1,0.474658,0.511111,[46 71] ; [17 20],[47.86363636 69.13636364] ; [15.13636364 21.86363636],0
n1,1,0.476265,0.507403,[15 26] ; [4 4],[15.89795918 25.10204082] ; [3.10204082 4.89795918],0
a8,1,0.527331,0.399532,[11 95] ; [ 5 30],[12.02836879 93.97163121] ; [ 3.97163121 31.02836879],0
a1,1,0.536988,0.38115,[  6 111] ; [ 1 36],[  5.31818182 111.68181818] ; [ 1.68181818 35.31818182],0
u2,1,0.556092,0.346516,[26 32] ; [8 7],[27.01369863 30.98630137] ; [6.98630137 8.01369863],0
v3,1,0.55948,0.340605,[31 82] ; [12 25],[32.39333333 80.60666667] ; [10.60666667 26.39333333],0
a5,1,0.58964,0.290906,[51 66] ; [18 19],[52.42207792 64.57792208] ; [16.57792208 20.42207792],0
a4,1,0.596252,0.280686,[24 92] ; [ 6 30],[22.89473684 93.10526316] ; [ 7.10526316 28.89473684],0
p10,1,0.658814,0.194967,[72 43] ; [24 12],[73.11258278 41.88741722] ; [22.88741722 13.11258278],0
p9,1,0.688091,0.16116,[78 36] ; [24 13],[77.00662252 36.99337748] ; [24.99337748 12.00662252],0
b4,1,0.711384,0.136898,[61 56] ; [18 19],[60.01948052 56.98051948] ; [18.98051948 18.01948052],0
d2,1,0.748986,0.102385,[25 92] ; [ 7 30],[24.31168831 92.68831169] ; [ 7.68831169 29.31168831],0
d4,1,0.753327,0.098757,[53 63] ; [18 19],[53.83006536 62.16993464] ; [17.16993464 19.83006536],0
a2,1,0.75796,0.094963,[  8 109] ; [ 2 35],[  7.5974026 109.4025974] ; [ 2.4025974 34.5974026],0
b1,1,0.801372,0.063289,[51 66] ; [17 20],[51.66233766 65.33766234] ; [16.33766234 20.66233766],0
s4,1,0.836145,0.042777,[ 14 102] ; [ 4 33],[ 13.64705882 102.35294118] ; [ 4.35294118 32.64705882],0
u3,1,0.867904,0.027663,[25 34] ; [6 9],[24.71621622 34.28378378] ; [6.28378378 8.71621622],0
n2,1,0.914631,0.011492,[30 11] ; [6 2],[30.12244898 10.87755102] ; [5.87755102 2.12244898],0
v1,1,0.977792,0.000775,[49 65] ; [16 21],[49.07284768 64.92715232] ; [15.92715232 21.07284768],0
