Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.915294,[ 1 13] ; [24  4],[8.33333333 5.66666667] ; [16.66666667 11.33333333],1
p11,1,1.1e-05,19.339286,[ 3 11] ; [25  3],[9.33333333 4.66666667] ; [18.66666667  9.33333333],1
r3,1,0.001607,9.951227,[6 8] ; [24  3],[10.24390244  3.75609756] ; [19.75609756  7.24390244],0
a5,1,0.002224,9.354545,[ 2 12] ; [18 10],[6.66666667 7.33333333] ; [13.33333333 14.66666667],0
p2,1,0.009427,6.740053,[6 8] ; [23  5],[9.66666667 4.33333333] ; [19.33333333  8.66666667],0
s8,1,0.018268,5.570292,[ 1 13] ; [12 16],[4.33333333 9.66666667] ; [ 8.66666667 19.33333333],0
v1,1,0.018268,5.570292,[ 1 13] ; [12 16],[4.33333333 9.66666667] ; [ 8.66666667 19.33333333],0
d4,1,0.020638,5.357143,[6 8] ; [22  6],[9.33333333 4.66666667] ; [18.66666667  9.33333333],0
a3,1,0.024861,5.033549,[ 3 10] ; [17 11],[6.34146341 6.65853659] ; [13.65853659 14.34146341],0
p4,1,0.028914,4.772727,[ 4 10] ; [18 10],[7.33333333 6.66666667] ; [14.66666667 13.33333333],0
n5,1,0.040424,4.2,[8 6] ; [24  4],[10.66666667  3.33333333] ; [21.33333333  6.66666667],0
a7,1,0.047221,3.9375,[ 3 11] ; [15 13],[6. 8.] ; [12. 16.],0
p8,1,0.064078,3.428571,[ 2 12] ; [12 16],[4.66666667 9.33333333] ; [ 9.33333333 18.66666667],0
n6,1,0.09533,2.781979,[8 6] ; [22  5],[10.24390244  3.75609756] ; [19.75609756  7.24390244],0
s5,1,0.110612,2.545455,[ 1 13] ; [ 8 20],[ 3. 11.] ; [ 6. 22.],0
b4,1,0.115776,2.473558,[11  3] ; [15 13],[8.66666667 5.33333333] ; [17.33333333 10.66666667],0
d3,1,0.115776,2.473558,[ 3 11] ; [13 15],[5.33333333 8.66666667] ; [10.66666667 17.33333333],0
r4,1,0.147299,2.1,[ 2 12] ; [10 18],[ 4. 10.] ; [ 8. 20.],0
p7,1,0.19043,1.714286,[5 9] ; [16 12],[7. 7.] ; [14. 14.],0
s7,1,0.203327,1.618313,[ 2 10] ; [10 17],[3.69230769 8.30769231] ; [ 8.30769231 18.69230769],0
v3,1,0.214679,1.539589,[ 2 12] ; [ 9 19],[ 3.66666667 10.33333333] ; [ 7.33333333 20.66666667],0
d1,1,0.214679,1.539589,[ 2 12] ; [ 9 19],[ 3.66666667 10.33333333] ; [ 7.33333333 20.66666667],0
p5,1,0.241567,1.371429,[ 1 13] ; [ 6 22],[ 2.33333333 11.66666667] ; [ 4.66666667 23.33333333],0
a6,1,0.26638,1.235294,[ 4 10] ; [13 15],[5.66666667 8.33333333] ; [11.33333333 16.66666667],0
s6,1,0.273047,1.201373,[6 8] ; [17 11],[7.66666667 6.33333333] ; [15.33333333 12.66666667],0
b1,1,0.274689,1.193182,[9 5] ; [13 15],[7.33333333 6.66666667] ; [14.66666667 13.33333333],0
a4,1,0.305507,1.05,[ 2 12] ; [ 8 20],[ 3.33333333 10.66666667] ; [ 6.66666667 21.33333333],0
p3,1,0.368803,0.807692,[ 4 10] ; [12 16],[5.33333333 8.66666667] ; [10.66666667 17.33333333],0
a1,1,0.457244,0.552632,[ 2 12] ; [ 2 26],[ 1.33333333 12.66666667] ; [ 2.66666667 25.33333333],0
p6,1,0.48883,0.4791,[ 2 11] ; [ 7 21],[ 2.85365854 10.14634146] ; [ 6.14634146 21.85365854],0
r1,1,0.494525,0.466667,[6 8] ; [ 9 19],[5. 9.] ; [10. 18.],0
d5,1,0.494525,0.466667,[8 6] ; [19  9],[9. 5.] ; [18. 10.],0
n1,1,0.505985,0.442361,[1 3] ; [4 5],[1.53846154 2.46153846] ; [3.46153846 5.53846154],0
n3,1,0.568618,0.325,[2 2] ; [6 3],[2.46153846 1.53846154] ; [5.53846154 3.46153846],0
b2,1,0.592097,0.287081,[3 8] ; [ 7 12],[3.66666667 7.33333333] ; [ 6.33333333 12.66666667],0
b3,1,0.592097,0.287081,[3 8] ; [ 7 12],[3.66666667 7.33333333] ; [ 6.33333333 12.66666667],0
s4,1,0.608408,0.2625,[ 4 10] ; [ 6 22],[ 3.33333333 10.66666667] ; [ 6.66666667 21.33333333],0
d2,1,0.643429,0.214286,[ 4 10] ; [10 18],[4.66666667 9.33333333] ; [ 9.33333333 18.66666667],0
u3,1,0.647141,0.209524,[3 8] ; [4 7],[3.5 7.5] ; [3.5 7.5],0
v4,1,0.661076,0.19222,[7 7] ; [16 12],[7.66666667 6.33333333] ; [15.33333333 12.66666667],0
v2,1,0.662161,0.190909,[6 8] ; [14 14],[6.66666667 7.33333333] ; [13.33333333 14.66666667],0
s3,1,0.691345,0.157633,[5 8] ; [ 9 19],[4.43902439 8.56097561] ; [ 9.56097561 18.43902439],0
p12,1,0.710119,0.138158,[ 1 13] ; [ 3 25],[ 1.33333333 12.66666667] ; [ 2.66666667 25.33333333],0
p1,1,0.710119,0.138158,[ 1 13] ; [ 3 25],[ 1.33333333 12.66666667] ; [ 2.66666667 25.33333333],0
