Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,6e-06,20.466307,[ 9 59] ; [50 58],[22.79545455 45.20454545] ; [36.20454545 71.79545455],1
r4,1,0.21238,1.555128,[56 13] ; [95 13],[58.86440678 10.13559322] ; [92.13559322 15.86440678],0
u3,1,0.233384,1.420118,[17  9] ; [17 17],[14.73333333 11.26666667] ; [19.26666667 14.73333333],0
p1,1,0.261175,1.262521,[ 7 62] ; [  6 101],[ 5.09659091 63.90340909] ; [ 7.90340909 99.09659091],0
s4,1,0.280053,1.166834,[21 48] ; [24 80],[17.94797688 51.05202312] ; [27.05202312 76.94797688],0
s7,1,0.287718,1.13027,[26 40] ; [51 56],[29.37572254 36.62427746] ; [47.62427746 59.37572254],0
a1,1,0.303637,1.058152,[ 3 66] ; [ 9 99],[ 4.6779661 64.3220339] ; [  7.3220339 100.6779661],0
d5,1,0.344475,0.893707,[49 20] ; [82 24],[51.65142857 17.34857143] ; [79.34857143 26.65142857],0
v2,1,0.347558,0.882353,[31 37] ; [54 48],[34. 34.] ; [51. 51.],0
n4,1,0.427654,0.629187,[48 21] ; [81 27],[50.28813559 18.71186441] ; [78.71186441 29.28813559],0
v1,1,0.451186,0.567672,[33 34] ; [46 60],[30.59537572 36.40462428] ; [48.40462428 57.59537572],0
r3,1,0.481131,0.496298,[64  5] ; [101   5],[65.05714286  3.94285714] ; [99.94285714  6.05714286],0
u1,1,0.486285,0.484735,[10 59] ; [20 88],[11.69491525 57.30508475] ; [18.30508475 89.69491525],0
s3,1,0.515865,0.422152,[56 11] ; [86 22],[54.36571429 12.63428571] ; [87.63428571 20.36571429],0
d1,1,0.543413,0.369251,[39 30] ; [56 52],[37.03389831 31.96610169] ; [57.96610169 50.03389831],0
a3,1,0.554281,0.349704,[43 26] ; [72 36],[44.83050847 24.16949153] ; [70.16949153 37.83050847],0
s6,1,0.576508,0.311914,[50 17] ; [83 23],[51.50867052 15.49132948] ; [81.49132948 24.50867052],0
p12,1,0.581817,0.303306,[ 6 63] ; [  7 101],[ 5.06779661 63.93220339] ; [  7.93220339 100.06779661],0
n3,1,0.586467,0.295896,[16  6] ; [15  8],[15.15555556  6.84444444] ; [15.84444444  7.15555556],0
a4,1,0.612427,0.256655,[28 41] ; [48 60],[29.62711864 39.37288136] ; [46.37288136 61.62711864],0
d2,1,0.645878,0.211136,[31 37] ; [45 62],[29.53142857 38.46857143] ; [46.46857143 60.53142857],0
d3,1,0.659767,0.193806,[48 21] ; [77 29],[49.28571429 19.71428571] ; [75.71428571 30.28571429],0
s5,1,0.693322,0.155513,[25 40] ; [44 62],[26.22807018 38.77192982] ; [42.77192982 63.22807018],0
p9,1,0.721257,0.127291,[53 14] ; [87 20],[53.90804598 13.09195402] ; [86.09195402 20.90804598],0
a7,1,0.736213,0.113483,[55 14] ; [83 24],[54.10227273 14.89772727] ; [83.89772727 23.10227273],0
p5,1,0.793844,0.06829,[ 5 64] ; [ 9 99],[ 5.45762712 63.54237288] ; [ 8.54237288 99.45762712],0
b2,1,0.797351,0.065934,[ 7 20] ; [18 45],[ 7.5 19.5] ; [17.5 45.5],0
b3,1,0.797351,0.065934,[ 7 20] ; [18 45],[ 7.5 19.5] ; [17.5 45.5],0
d4,1,0.858958,0.031577,[58 11] ; [91 16],[58.41477273 10.58522727] ; [90.58522727 16.41477273],0
u2,1,0.875164,0.024681,[14 12] ; [19 15],[14.3 11.7] ; [18.7 15.3],0
b5,1,0.927636,0.008248,[42 27] ; [65 43],[41.71186441 27.28813559] ; [65.28813559 42.71186441],0
r2,1,0.95453,0.003251,[64  5] ; [99  8],[63.90340909  5.09659091] ; [99.09659091  7.90340909],0
b1,1,0.974364,0.001033,[27 42] ; [42 66],[26.89830508 42.10169492] ; [42.10169492 65.89830508],0
v3,1,0.981638,0.00053,[23 45] ; [35 69],[22.93023256 45.06976744] ; [35.06976744 68.93023256],0
n2,1,1.0,0.0,[18  4] ; [18  4],[18.  4.] ; [18.  4.],0
