Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1.8e-05,18.350741,[30 16] ; [ 9 35],[19.93333333 26.06666667] ; [19.06666667 24.93333333],1
p9,1,2e-05,18.219462,[33 13] ; [11 31],[23. 23.] ; [21. 21.],1
v4,1,0.000157,14.281203,[34 10] ; [16 27],[25.28735632 18.71264368] ; [24.71264368 18.28735632],1
p10,1,0.001231,10.443273,[28 17] ; [12 31],[20.45454545 24.54545455] ; [19.54545455 23.45454545],0
s6,1,0.001396,10.211054,[20 25] ; [ 6 38],[13.14606742 31.85393258] ; [12.85393258 31.14606742],0
d2,1,0.002458,9.171404,[10 35] ; [23 20],[16.875 28.125] ; [16.125 26.875],0
n6,1,0.003063,8.769634,[32 14] ; [16 26],[25.09090909 20.90909091] ; [22.90909091 19.09090909],0
r3,1,0.005053,7.860465,[28 15] ; [15 28],[21.5 21.5] ; [21.5 21.5],0
p7,1,0.006319,7.457143,[21 24] ; [ 8 34],[15. 30.] ; [14. 28.],0
n3,1,0.007488,7.152113,[15  5] ; [ 7 14],[10.73170732  9.26829268] ; [11.26829268  9.73170732],0
a1,1,0.010347,6.574187,[ 2 44] ; [10 34],[ 6.13333333 39.86666667] ; [ 5.86666667 38.13333333],0
b2,1,0.013608,6.088259,[ 3 19] ; [13 15],[ 7.04 14.96] ; [ 8.96 19.04],0
b3,1,0.013608,6.088259,[ 3 19] ; [13 15],[ 7.04 14.96] ; [ 8.96 19.04],0
v1,1,0.037493,4.327869,[18 26] ; [ 9 35],[13.5 30.5] ; [13.5 30.5],0
p3,1,0.03833,4.290306,[15 31] ; [ 6 37],[10.85393258 35.14606742] ; [10.14606742 32.85393258],0
n5,1,0.049212,3.868122,[21 24] ; [29 14],[25.56818182 19.43181818] ; [24.43181818 18.56818182],0
a3,1,0.05593,3.654155,[17 28] ; [25 18],[21.47727273 23.52272727] ; [20.52272727 22.47727273],0
b5,1,0.059029,3.564459,[29 17] ; [19 25],[24.53333333 21.46666667] ; [23.46666667 20.53333333],0
p6,1,0.062241,3.476647,[ 8 38] ; [ 2 40],[ 5.22727273 40.77272727] ; [ 4.77272727 37.22727273],0
p4,1,0.096625,2.760377,[17 29] ; [ 9 34],[13.43820225 32.56179775] ; [12.56179775 30.43820225],0
s5,1,0.116265,2.466931,[ 8 37] ; [ 3 41],[ 5.56179775 39.43820225] ; [ 5.43820225 38.56179775],0
v3,1,0.129906,2.29363,[ 5 40] ; [10 33],[ 7.67045455 37.32954545] ; [ 7.32954545 35.67045455],0
p8,1,0.131533,2.27432,[15 31] ; [ 8 35],[11.88764045 34.11235955] ; [11.11235955 31.88764045],0
a5,1,0.143819,2.136611,[17 29] ; [23 21],[20.44444444 25.55555556] ; [19.55555556 24.44444444],0
n4,1,0.161853,1.956824,[21 25] ; [26 17],[24.29213483 21.70786517] ; [22.70786517 20.29213483],0
d3,1,0.166836,1.911149,[25 20] ; [18 26],[21.74157303 23.25842697] ; [21.25842697 22.74157303],0
s8,1,0.183606,1.768193,[ 4 42] ; [ 1 43],[ 2.55555556 43.44444444] ; [ 2.44444444 41.55555556],0
p5,1,0.192182,1.700809,[ 4 42] ; [ 1 42],[ 2.58426966 43.41573034] ; [ 2.41573034 40.58426966],0
s2,1,0.194687,1.681787,[11 34] ; [ 6 38],[ 8.59550562 36.40449438] ; [ 8.40449438 35.59550562],0
a2,1,0.214137,1.543237,[ 2 44] ; [ 5 39],[ 3.57777778 42.42222222] ; [ 3.42222222 40.57777778],0
a4,1,0.258825,1.275032,[12 34] ; [16 27],[14.47191011 31.52808989] ; [13.52808989 29.47191011],0
n2,1,0.272345,1.204898,[12  8] ; [ 9 12],[10.24390244  9.75609756] ; [10.75609756 10.24390244],0
p1,1,0.296309,1.090732,[ 4 42] ; [ 7 37],[ 5.62222222 40.37777778] ; [ 5.37777778 38.62222222],0
u2,1,0.308659,1.036403,[13 15] ; [ 6 13],[11.31914894 16.68085106] ; [ 7.68085106 11.31914894],0
a7,1,0.400662,0.706337,[26 19] ; [21 22],[24.03409091 20.96590909] ; [22.96590909 20.03409091],0
s3,1,0.45144,0.567033,[12 31] ; [ 9 34],[10.5 32.5] ; [10.5 32.5],0
