Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1.8e-05,18.350741,[30 16] ; [ 9 35],[19.93333333 26.06666667] ; [19.06666667 24.93333333],1
b4,1,0.539891,0.375741,[27 19] ; [23 21],[25.55555556 20.44444444] ; [24.44444444 19.55555556],0
u3,1,0.620725,0.24485,[ 7 21] ; [ 6 13],[ 7.74468085 20.25531915] ; [ 5.25531915 13.74468085],0
a8,1,0.624735,0.239269,[ 2 40] ; [ 3 38],[ 2.53012048 39.46987952] ; [ 2.46987952 38.53012048],0
a6,1,0.685773,0.1637,[20 26] ; [21 23],[20.95555556 25.04444444] ; [20.04444444 23.95555556],0
d1,1,0.710631,0.137647,[14 32] ; [15 29],[14.82222222 31.17777778] ; [14.17777778 29.82222222],0
d4,1,0.730385,0.118758,[26 19] ; [27 17],[26.79775281 18.20224719] ; [26.20224719 17.79775281],0
u1,1,0.739558,0.110515,[ 4 42] ; [ 3 41],[ 3.57777778 42.42222222] ; [ 3.42222222 40.57777778],0
v2,1,0.757554,0.095292,[15 28] ; [13 28],[14.33333333 28.66666667] ; [13.66666667 27.33333333],0
s4,1,0.777727,0.079683,[ 6 39] ; [ 5 39],[ 5.56179775 39.43820225] ; [ 5.43820225 38.56179775],0
r2,1,0.810206,0.057677,[23 20] ; [23 18],[23.54761905 19.45238095] ; [22.45238095 18.54761905],0
d5,1,0.813619,0.055583,[25 21] ; [25 19],[25.55555556 20.44444444] ; [24.44444444 19.55555556],0
n1,1,0.81866,0.052564,[ 6 14] ; [ 7 14],[ 6.34146341 13.65853659] ; [ 6.65853659 14.34146341],0
b1,1,0.836607,0.042533,[22 24] ; [22 22],[22.48888889 23.51111111] ; [21.51111111 22.48888889],0
r1,1,0.895964,0.017099,[11 34] ; [10 33],[10.73863636 34.26136364] ; [10.26136364 32.73863636],0
p12,1,0.97464,0.001011,[ 1 45] ; [ 1 43],[ 1.02222222 44.97777778] ; [ 0.97777778 43.02222222],0
