Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.301061,[199  67] ; [38 54],[176.09497207  89.90502793] ; [60.90502793 31.09497207],1
r3,1,0.0,32.00982,[244  22] ; [63 30],[227.47075209  38.52924791] ; [79.52924791 13.47075209],1
p11,1,0.0,29.002239,[209  59] ; [45 48],[188.56509695  79.43490305] ; [65.43490305 27.56509695],1
v4,1,0.0,26.933767,[247  20] ; [65 26],[232.69273743  34.30726257] ; [79.30726257 11.69273743],1
p10,1,1e-06,25.145161,[199  66] ; [43 49],[179.63585434  85.36414566] ; [62.36414566 29.63585434],1
r4,1,3e-06,21.661531,[224  44] ; [56 37],[207.86703601  60.13296399] ; [72.13296399 20.86703601],1
p9,1,8.2e-05,15.504281,[201  60] ; [51 41],[186.32294618  74.67705382] ; [65.67705382 26.32294618],1
n4,1,0.00069,11.516676,[192  75] ; [49 44],[178.74166667  88.25833333] ; [62.25833333 30.74166667],1
r2,1,0.001059,10.722328,[238  25] ; [71 21],[228.92112676  34.07887324] ; [80.07887324 11.92112676],0
p2,1,0.00178,9.763797,[200  66] ; [54 39],[188.2005571  77.7994429] ; [65.7994429 27.2005571],0
v2,1,0.005824,7.604058,[133 125] ; [30 57],[121.89565217 136.10434783] ; [41.10434783 45.89565217],0
p4,1,0.010337,6.575834,[112 153] ; [25 67],[101.69467787 163.30532213] ; [35.30532213 56.69467787],0
s6,1,0.010522,6.544307,[117 148] ; [27 66],[106.59217877 158.40782123] ; [37.40782123 55.59217877],0
s1,1,0.012562,6.229702,[  4 262] ; [ 6 87],[  7.40947075 258.59052925] ; [ 2.59052925 90.40947075],0
a1,1,0.012626,6.220735,[  7 261] ; [ 8 85],[ 11.13573407 256.86426593] ; [ 3.86426593 89.13573407],0
d1,1,0.013128,6.151836,[135 133] ; [33 60],[124.72022161 143.27977839] ; [43.27977839 49.72022161],0
b1,1,0.014145,6.019906,[ 94 174] ; [46 47],[103.93351801 164.06648199] ; [36.06648199 56.93351801],0
s5,1,0.021249,5.306272,[ 50 213] ; [ 8 84],[ 42.96901408 220.03098592] ; [15.03098592 76.96901408],0
p3,1,0.022082,5.239329,[101 166] ; [23 70],[ 91.96666667 175.03333333] ; [32.03333333 60.96666667],0
d4,1,0.047965,3.911203,[205  62] ; [61 31],[197.83286908  69.16713092] ; [68.16713092 23.83286908],0
n2,1,0.063767,3.436593,[50 19] ; [19 16],[45.77884615 23.22115385] ; [23.22115385 11.77884615],0
v1,1,0.065092,3.402648,[110 149] ; [29 63],[102.56695157 156.43304843] ; [36.43304843 55.56695157],0
p8,1,0.065412,3.394567,[109 155] ; [28 64],[101.59550562 162.40449438] ; [35.40449438 56.59550562],0
d5,1,0.074475,3.181521,[204  64] ; [62 31],[197.47368421  70.52631579] ; [68.52631579 24.47368421],0
p7,1,0.094801,2.790892,[127 138] ; [34 56],[120.18309859 144.81690141] ; [40.81690141 49.18309859],0
n3,1,0.112042,2.525175,[48 20] ; [18 15],[44.43564356 23.56435644] ; [21.56435644 11.43564356],0
v3,1,0.116512,2.463593,[ 82 178] ; [20 68],[ 76.20689655 183.79310345] ; [25.79310345 62.20689655],0
d3,1,0.125714,2.344643,[171  97] ; [51 42],[164.80886427 103.19113573] ; [57.19113573 35.80886427],0
b2,1,0.131225,2.27795,[55 94] ; [15 43],[50.38647343 98.61352657] ; [19.61352657 38.38647343],0
b3,1,0.131225,2.27795,[55 94] ; [15 43],[50.38647343 98.61352657] ; [19.61352657 38.38647343],0
u1,1,0.137262,2.208389,[ 32 236] ; [ 6 87],[ 28.21052632 239.78947368] ; [ 9.78947368 83.21052632],0
a5,1,0.15638,2.008889,[183  85] ; [56 37],[177.42936288  90.57063712] ; [61.57063712 31.42936288],0
u2,1,0.167502,1.905155,[45 52] ; [21 14],[48.5 48.5] ; [17.5 17.5],0
b5,1,0.190764,1.711704,[162 106] ; [49 44],[156.64265928 111.35734072] ; [54.35734072 38.64265928],0
p12,1,0.200428,1.639256,[ 10 256] ; [ 1 91],[  8.17318436 257.82681564] ; [ 2.82681564 89.17318436],0
