Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.392916,[81  6] ; [14 18],[69.45378151 17.54621849] ; [25.54621849  6.45378151],1
n6,1,0.000251,13.404943,[79  8] ; [20 12],[72.37815126 14.62184874] ; [26.62184874  5.37815126],1
s4,1,0.00057,11.87069,[ 9 78] ; [12 20],[15.35294118 71.64705882] ; [ 5.64705882 26.35294118],1
a4,1,0.003056,8.773529,[45 41] ; [ 7 25],[37.89830508 48.10169492] ; [14.10169492 17.89830508],0
n2,1,0.007526,7.142857,[20  1] ; [5 4],[17.5  3.5] ; [7.5 1.5],0
a2,1,0.015836,5.821047,[27 60] ; [ 3 29],[21.93277311 65.06722689] ; [ 8.06722689 23.93277311],0
p11,1,0.037352,4.334267,[66 21] ; [18 14],[61.41176471 25.58823529] ; [22.58823529  9.41176471],0
b3,1,0.046904,3.948835,[24 31] ; [ 4 17],[20.26315789 34.73684211] ; [ 7.73684211 13.26315789],0
b2,1,0.046904,3.948835,[24 31] ; [ 4 17],[20.26315789 34.73684211] ; [ 7.73684211 13.26315789],0
b1,1,0.079912,3.066693,[34 53] ; [ 7 25],[29.97478992 57.02521008] ; [11.02521008 20.97478992],0
s7,1,0.10726,2.594132,[41 37] ; [11 20],[37.21100917 40.78899083] ; [14.78899083 16.21100917],0
d3,1,0.115422,2.478374,[54 32] ; [25  7],[57.57627119 28.42372881] ; [21.42372881 10.57627119],0
u2,1,0.121573,2.396939,[ 9 12] ; [6 2],[10.86206897 10.13793103] ; [4.13793103 3.86206897],0
p9,1,0.124675,2.357589,[69 16] ; [21 10],[65.94827586 19.05172414] ; [24.05172414  6.94827586],0
b4,1,0.12517,2.351405,[52 35] ; [24  8],[55.56302521 31.43697479] ; [20.43697479 11.56302521],0
s8,1,0.135827,2.224607,[40 46] ; [10 22],[36.44067797 49.55932203] ; [13.55932203 18.44067797],0
r4,1,0.162884,1.94725,[73 14] ; [30  2],[75.30252101 11.69747899] ; [27.69747899  4.30252101],0
d4,1,0.187842,1.734464,[65 20] ; [28  4],[67.56410256 17.43589744] ; [25.43589744  6.56410256],0
u1,1,0.188544,1.728962,[17 70] ; [ 3 29],[14.62184874 72.37815126] ; [ 5.37815126 26.62184874],0
p4,1,0.193073,1.694013,[44 40] ; [12 19],[40.90434783 43.09565217] ; [15.09565217 15.90434783],0
s2,1,0.226238,1.464358,[43 43] ; [12 20],[40.08474576 45.91525424] ; [14.91525424 17.08474576],0
p6,1,0.23359,1.418864,[27 59] ; [ 6 24],[24.46551724 61.53448276] ; [ 8.53448276 21.46551724],0
a1,1,0.341857,0.903454,[ 7 80] ; [ 1 31],[ 5.8487395 81.1512605] ; [ 2.1512605 29.8487395],0
r1,1,0.341924,0.903205,[72 15] ; [24  8],[70.18487395 16.81512605] ; [25.81512605  6.18487395],0
p10,1,0.346034,0.887946,[68 17] ; [23  9],[66.11111111 18.88888889] ; [24.88888889  7.11111111],0
v4,1,0.43103,0.620047,[80  6] ; [31  1],[80.89830508  5.10169492] ; [30.10169492  1.89830508],0
