Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,72.09374,[38 53] ; [414  86],[69.59729272 21.40270728] ; [382.40270728 117.59729272],1
p9,1,0.0,37.862952,[58 32] ; [442  53],[76.92307692 13.07692308] ; [423.07692308  71.92307692],1
n4,1,0.0,37.317523,[54 38] ; [429  72],[74.93423272 17.06576728] ; [408.06576728  92.93423272],1
p10,1,0.0,37.185931,[53 36] ; [430  68],[73.23168654 15.76831346] ; [409.76831346  88.23168654],1
p2,1,3e-06,21.928027,[59 30] ; [431  68],[74.16666667 14.83333333] ; [415.83333333  83.16666667],1
p11,1,3e-06,21.91566,[55 37] ; [410  92],[72.02020202 19.97979798] ; [392.97979798 109.02020202],1
r4,1,4e-06,21.145557,[70 22] ; [462  40],[82.3973064  9.6026936] ; [449.6026936  52.3973064],1
v4,1,1e-05,19.535156,[77 14] ; [480  19],[85.91016949  5.08983051] ; [471.08983051  27.91016949],1
s6,1,2.2e-05,17.988607,[46 46] ; [353 135],[63.28965517 28.71034483] ; [335.71034483 152.28965517],1
s7,1,4.2e-05,16.791604,[26 59] ; [262 217],[43.40425532 41.59574468] ; [244.59574468 234.40425532],1
p6,1,4.3e-05,16.731223,[15 71] ; [201 295],[31.91752577 54.08247423] ; [184.08247423 311.91752577],1
r3,1,0.000254,13.379067,[80 12] ; [481  19],[87.18243243  4.81756757] ; [473.81756757  26.18243243],1
b1,1,0.000398,12.540224,[51 41] ; [180 322],[35.77777778 56.22222222] ; [195.22222222 306.77777778],1
u1,1,0.000703,11.480697,[10 82] ; [138 364],[22.92255892 69.07744108] ; [125.07744108 376.92255892],1
s8,1,0.000715,11.450179,[29 63] ; [252 245],[43.89134126 48.10865874] ; [237.10865874 259.89134126],1
s5,1,0.000977,10.870076,[18 69] ; [188 292],[31.60846561 55.39153439] ; [174.39153439 305.60846561],1
p8,1,0.001009,10.811843,[32 57] ; [270 222],[46.2616179 42.7383821] ; [255.7383821 236.2616179],0
p7,1,0.001028,10.775634,[43 45] ; [328 161],[56.58232236 31.41767764] ; [314.41767764 174.58232236],0
p4,1,0.001274,10.379351,[43 47] ; [328 172],[56.59322034 33.40677966] ; [314.40677966 185.59322034],0
s2,1,0.001617,9.940587,[33 58] ; [269 227],[46.81771721 44.18228279] ; [255.18228279 240.81771721],0
d1,1,0.008966,6.829532,[60 32] ; [391 111],[69.85185185 22.14814815] ; [381.14814815 120.85185185],0
p3,1,0.012483,6.2409,[36 53] ; [274 226],[46.84210526 42.15789474] ; [263.15789474 236.84210526],0
r1,1,0.012695,6.211174,[67 24] ; [421  78],[75.26779661 15.73220339] ; [412.73220339  86.26779661],0
r2,1,0.019138,5.488826,[82  8] ; [476  17],[86.1406518  3.8593482] ; [471.8593482  21.1406518],0
v1,1,0.030886,4.659271,[41 48] ; [285 203],[50.28422877 38.71577123] ; [275.71577123 212.28422877],0
s3,1,0.043331,4.082448,[40 50] ; [276 217],[48.78216123 41.21783877] ; [267.21783877 225.78216123],0
v3,1,0.055421,3.669381,[26 58] ; [204 281],[33.9543058 50.0456942] ; [196.0456942 288.9543058],0
p5,1,0.133709,2.248911,[ 6 83] ; [ 61 438],[10.14115646 78.85884354] ; [ 56.85884354 442.14115646],0
s4,1,0.139108,2.187798,[10 82] ; [ 84 409],[14.78290598 77.21709402] ; [ 79.21709402 413.78290598],0
u3,1,0.155289,2.019516,[12  4] ; [51 40],[9.42056075 6.57943925] ; [53.57943925 37.42056075],0
b2,1,0.159844,1.975697,[17 38] ; [131 189],[21.70666667 33.29333333] ; [126.29333333 193.70666667],0
b3,1,0.159844,1.975697,[17 38] ; [131 189],[21.70666667 33.29333333] ; [126.29333333 193.70666667],0
u2,1,0.174186,1.846542,[12  5] ; [48 43],[9.44444444 7.55555556] ; [50.55555556 40.44444444],0
n3,1,0.197047,1.664127,[19 12] ; [82 30],[21.8951049  9.1048951] ; [79.1048951 32.8951049],0
a2,1,0.205696,1.601462,[26 66] ; [176 326],[31.28619529 60.71380471] ; [170.71380471 331.28619529],0
a8,1,0.212617,1.553517,[ 8 77] ; [ 65 384],[11.61985019 73.38014981] ; [ 61.38014981 387.61985019],0
p12,1,0.212785,1.552379,[ 4 84] ; [ 42 457],[ 6.89608177 81.10391823] ; [ 39.10391823 459.89608177],0
d4,1,0.266809,1.233079,[81 11] ; [460  42],[83.79124579  8.20875421] ; [457.20875421  44.79124579],0
d2,1,0.298055,1.082875,[53 39] ; [316 183],[57.44162437 34.55837563] ; [311.55837563 187.44162437],0
a4,1,0.340663,0.907934,[49 43] ; [293 207],[53.14864865 38.85135135] ; [288.85135135 211.14864865],0
s1,1,0.341126,0.906196,[ 4 86] ; [ 13 484],[ 2.60647359 87.39352641] ; [ 14.39352641 482.60647359],0
n2,1,0.385473,0.753174,[21 11] ; [83 30],[22.95172414  9.04827586] ; [81.04827586 31.95172414],0
v2,1,0.449399,0.572167,[48 37] ; [295 190],[51.14912281 33.85087719] ; [291.85087719 193.14912281],0
d3,1,0.475406,0.509384,[67 25] ; [383 119],[69.6969697 22.3030303] ; [380.3030303 121.6969697],0
a1,1,0.498445,0.458246,[ 7 85] ; [ 29 473],[ 5.57575758 86.42424242] ; [ 30.42424242 471.57575758],0
a6,1,0.560979,0.338013,[69 23] ; [361 140],[66.71163575 25.28836425] ; [363.28836425 137.71163575],0
a7,1,0.577477,0.310332,[70 22] ; [368 134],[67.83838384 24.16161616] ; [370.16161616 131.83838384],0
p1,1,0.689768,0.159337,[ 6 85] ; [ 39 461],[ 6.92893401 84.07106599] ; [ 38.07106599 461.92893401],0
b5,1,0.764609,0.08966,[54 38] ; [303 199],[55.29292929 36.70707071] ; [301.70707071 200.29292929],0
