Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,113.630448,[307  62] ; [ 57 100],[255.35361217 113.64638783] ; [108.64638783  48.35361217],1
n6,1,0.0,39.676633,[327  44] ; [103  56],[301.  70.] ; [129.  30.],1
a5,1,4e-06,21.378869,[277  95] ; [86 73],[254.30508475 117.69491525] ; [108.69491525  50.30508475],1
p11,1,7e-06,20.259683,[302  70] ; [100  59],[281.62711864  90.37288136] ; [120.37288136  38.62711864],1
s7,1,1.2e-05,19.116264,[172 184] ; [ 42 111],[149.67387033 206.32612967] ; [64.32612967 88.67387033],1
r1,1,2.5e-05,17.750654,[298  72] ; [100  58],[278.90151515  91.09848485] ; [119.09848485  38.90151515],1
p10,1,0.000163,14.216604,[299  69] ; [103  53],[282.32061069  85.67938931] ; [119.67938931  36.32061069],1
p4,1,0.000267,13.290388,[223 147] ; [68 90],[203.92045455 166.07954545] ; [87.07954545 70.92045455],1
u1,1,0.000277,13.218578,[ 69 303] ; [ 10 149],[ 55.34463277 316.65536723] ; [ 23.65536723 135.34463277],1
a4,1,0.00029,13.133947,[172 198] ; [ 47 112],[153.1758034 216.8241966] ; [65.8241966 93.1758034],1
r4,1,0.000441,12.351423,[338  34] ; [127  32],[325.76271186  46.23728814] ; [139.23728814  19.76271186],1
p9,1,0.00065,11.627206,[312  55] ; [112  43],[298.09961686  68.90038314] ; [125.90038314  29.09961686],1
p2,1,0.000692,11.510601,[316  54] ; [116  43],[302.15500945  67.84499055] ; [129.84499055  29.15500945],1
r2,1,0.000757,11.342933,[352  15] ; [140  19],[343.27756654  23.72243346] ; [148.72243346  10.27756654],1
s6,1,0.000852,11.125251,[251 114] ; [84 73],[234.24329502 130.75670498] ; [100.75670498  56.24329502],1
a2,1,0.00112,10.618434,[ 91 281] ; [ 19 140],[ 77.06214689 294.93785311] ; [ 32.93785311 126.06214689],0
a3,1,0.001454,10.136186,[262 109] ; [89 69],[246.16446125 124.83553875] ; [104.83553875  53.16446125],0
p3,1,0.002007,9.542759,[178 192] ; [ 53 105],[161.875 208.125] ; [69.125 88.875],0
a8,1,0.002137,9.428368,[ 52 291] ; [  8 142],[ 41.74442191 301.25557809] ; [ 18.25557809 131.74442191],0
d5,1,0.003424,8.566499,[302  70] ; [110  48],[289.17735849  82.82264151] ; [122.82264151  35.17735849],0
d1,1,0.008175,6.994776,[208 164] ; [69 90],[194.05649718 177.94350282] ; [82.94350282 76.05649718],0
d2,1,0.009364,6.751964,[176 195] ; [ 56 103],[162.4 208.6] ; [69.6 89.4],0
p12,1,0.013781,6.065965,[ 23 345] ; [  2 156],[ 17.4904943 350.5095057] ; [  7.5095057 150.4904943],0
s3,1,0.014595,5.964662,[208 162] ; [71 88],[195.14177694 174.85822306] ; [83.85822306 75.14177694],0
d4,1,0.015095,5.905367,[304  68] ; [115  44],[293.53672316  78.46327684] ; [125.46327684  33.53672316],0
p6,1,0.01964,5.44362,[141 226] ; [ 43 112],[129.36398467 237.63601533] ; [ 54.63601533 100.36398467],0
s8,1,0.019995,5.412341,[150 221] ; [ 47 111],[138.16068053 232.83931947] ; [58.83931947 99.16068053],0
p8,1,0.020258,5.389496,[191 175] ; [65 93],[178.80916031 187.19083969] ; [77.19083969 80.80916031],0
p5,1,0.024468,5.061118,[ 35 334] ; [  6 153],[ 28.65340909 340.34659091] ; [ 12.34659091 146.65340909],0
v1,1,0.030836,4.662072,[168 193] ; [ 57 100],[156.80501931 204.19498069] ; [68.19498069 88.80501931],0
p7,1,0.048279,3.900254,[228 136] ; [81 71],[217.97674419 146.02325581] ; [91.02325581 60.97674419],0
b2,1,0.069593,3.292601,[ 86 141] ; [21 58],[ 79.37581699 147.62418301] ; [27.62418301 51.37581699],0
b3,1,0.069593,3.292601,[ 86 141] ; [21 58],[ 79.37581699 147.62418301] ; [27.62418301 51.37581699],0
a6,1,0.080757,3.049606,[256 116] ; [97 62],[247.29943503 124.70056497] ; [105.70056497  53.29943503],0
n1,1,0.092784,2.825403,[36 45] ; [19 43],[31.15384615 49.84615385] ; [23.84615385 38.15384615],0
r3,1,0.109092,2.567328,[350  21] ; [143  15],[345.75236295  25.24763705] ; [147.24763705  10.75236295],0
s4,1,0.123606,2.37102,[ 68 297] ; [ 39 120],[ 74.53244275 290.46755725] ; [ 32.46755725 126.53244275],0
a7,1,0.1417,2.159397,[273  99] ; [106  52],[266.01509434 105.98490566] ; [112.98490566  45.01509434],0
b1,1,0.162772,1.948283,[142 230] ; [71 88],[149.22033898 222.77966102] ; [63.77966102 95.22033898],0
b4,1,0.23411,1.415715,[215 157] ; [83 76],[208.76836158 163.23163842] ; [89.23163842 69.76836158],0
s5,1,0.2585,1.276773,[115 241] ; [ 42 112],[109.59215686 246.40784314] ; [ 47.40784314 106.59215686],0
d3,1,0.281345,1.16058,[248 124] ; [97 60],[242.60869565 129.39130435] ; [102.39130435  54.60869565],0
u3,1,0.302323,1.063919,[61 48] ; [44 25],[64.29775281 44.70224719] ; [40.70224719 28.29775281],0
n3,1,0.307385,1.041877,[60 19] ; [43 20],[57.3028169 21.6971831] ; [45.6971831 17.3028169],0
v2,1,0.342313,0.90175,[147 213] ; [56 98],[142.17898833 217.82101167] ; [60.82101167 93.17898833],0
a1,1,0.399206,0.710717,[ 11 361] ; [  7 152],[ 12.61016949 359.38983051] ; [  5.38983051 153.61016949],0
b5,1,0.426208,0.633134,[225 147] ; [102  57],[229.08474576 142.91525424] ; [97.91525424 61.08474576],0
s2,1,0.456106,0.555434,[177 193] ; [70 88],[173.08712121 196.91287879] ; [73.91287879 84.08712121],0
p1,1,0.488405,0.480038,[ 27 342] ; [  9 150],[ 25.15909091 343.84090909] ; [ 10.84090909 148.15909091],0
u2,1,0.494502,0.466715,[61 48] ; [35 34],[58.78651685 50.21348315] ; [37.21348315 31.78651685],0
s1,1,0.551786,0.354128,[ 13 355] ; [  4 154],[ 11.89353612 356.10646388] ; [  5.10646388 152.89353612],0
n2,1,0.71202,0.136268,[61 20] ; [45 17],[60.04195804 20.95804196] ; [45.95804196 16.04195804],0
