Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.006724,7.345249,[ 3 11] ; [19 10],[7.1627907 6.8372093] ; [14.8372093 14.1627907],0
a7,1,0.009119,6.799334,[6 9] ; [23  6],[9.88636364 5.11363636] ; [19.11363636  9.88636364],0
a5,1,0.037762,4.315709,[8 7] ; [24  5],[10.90909091  4.09090909] ; [21.09090909  7.90909091],0
d3,1,0.042479,4.116004,[12  3] ; [14 15],[8.86363636 6.13636364] ; [17.13636364 11.86363636],0
p7,1,0.049875,3.845668,[7 7] ; [23  6],[9.76744186 4.23255814] ; [20.23255814  8.76744186],0
p12,1,0.059474,3.551999,[ 1 14] ; [ 9 19],[ 3.48837209 11.51162791] ; [ 6.51162791 21.48837209],0
p11,1,0.07008,3.281145,[11  4] ; [27  2],[12.95454545  2.04545455] ; [25.04545455  3.95454545],0
v4,1,0.077119,3.124588,[12  3] ; [27  1],[13.60465116  1.39534884] ; [25.39534884  2.60465116],0
a4,1,0.166993,1.909736,[ 4 11] ; [14 15],[6.13636364 8.86363636] ; [11.86363636 17.13636364],0
p1,1,0.226101,1.465222,[ 3 12] ; [11 18],[ 4.77272727 10.22727273] ; [ 9.22727273 19.77272727],0
n4,1,0.228016,1.453193,[14  1] ; [23  6],[12.61363636  2.38636364] ; [24.38636364  4.61363636],0
n6,1,0.231082,1.434187,[13  2] ; [27  1],[13.95348837  1.04651163] ; [26.04651163  1.95348837],0
d2,1,0.245513,1.348659,[10  5] ; [14 15],[8.18181818 6.81818182] ; [15.81818182 13.18181818],0
u1,1,0.284896,1.143584,[ 2 13] ; [ 8 21],[ 3.40909091 11.59090909] ; [ 6.59090909 22.40909091],0
r2,1,0.320058,0.988707,[11  4] ; [24  4],[12.20930233  2.79069767] ; [22.79069767  5.20930233],0
b1,1,0.328218,0.955915,[8 7] ; [11 18],[6.47727273 8.52272727] ; [12.52272727 16.47727273],0
a1,1,0.332603,0.938738,[ 1 14] ; [ 5 24],[ 2.04545455 12.95454545] ; [ 3.95454545 25.04545455],0
n5,1,0.332603,0.938738,[14  1] ; [24  5],[12.95454545  2.04545455] ; [25.04545455  3.95454545],0
a8,1,0.379041,0.77381,[ 2 10] ; [ 2 25],[ 1.23076923 10.76923077] ; [ 2.76923077 24.23076923],0
a2,1,0.399666,0.70933,[ 2 13] ; [ 7 22],[ 3.06818182 11.93181818] ; [ 5.93181818 23.06818182],0
s2,1,0.407961,0.684734,[ 4 11] ; [11 17],[5.23255814 9.76744186] ; [ 9.76744186 18.23255814],0
n2,1,0.427355,0.63,[1 1] ; [4 1],[1.42857143 0.57142857] ; [3.57142857 1.42857143],0
p10,1,0.434401,0.611027,[12  2] ; [27  2],[12.69767442  1.30232558] ; [26.30232558  2.69767442],0
r3,1,0.457592,0.551779,[14  1] ; [24  4],[13.25581395  1.74418605] ; [24.74418605  3.25581395],0
v3,1,0.46118,0.54303,[6 9] ; [14 13],[7.14285714 7.85714286] ; [12.85714286 14.14285714],0
u2,1,0.480478,0.497778,[2 2] ; [7 3],[2.57142857 1.42857143] ; [6.42857143 3.57142857],0
p9,1,0.481426,0.495632,[13  2] ; [27  2],[13.63636364  1.36363636] ; [26.36363636  2.63636364],0
p2,1,0.525086,0.403892,[11  3] ; [25  4],[11.72093023  2.27906977] ; [24.27906977  4.72093023],0
v1,1,0.536249,0.382536,[9 6] ; [13 13],[8.04878049 6.95121951] ; [13.95121951 12.04878049],0
b4,1,0.552041,0.353674,[9 6] ; [20  9],[9.88636364 5.11363636] ; [19.11363636  9.88636364],0
a3,1,0.597751,0.278402,[11  4] ; [19 10],[10.22727273  4.77272727] ; [19.77272727  9.22727273],0
d1,1,0.601258,0.273103,[9 6] ; [15 14],[8.18181818 6.81818182] ; [15.81818182 13.18181818],0
p4,1,0.61309,0.2557,[12  2] ; [23  6],[11.39534884  2.60465116] ; [23.60465116  5.39534884],0
s7,1,0.643429,0.214286,[ 4 10] ; [10 18],[4.66666667 9.33333333] ; [ 9.33333333 18.66666667],0
s3,1,0.665706,0.186667,[6 9] ; [ 9 18],[5.35714286 9.64285714] ; [ 9.64285714 17.35714286],0
p3,1,0.692055,0.156869,[10  5] ; [21  8],[10.56818182  4.43181818] ; [20.43181818  8.56818182],0
v2,1,0.74743,0.103704,[7 8] ; [14 13],[7.5 7.5] ; [13.5 13.5],0
d4,1,0.756206,0.096389,[12  3] ; [22  7],[11.59090909  3.40909091] ; [22.40909091  6.59090909],0
b5,1,0.759265,0.093909,[9 6] ; [16 13],[8.52272727 6.47727273] ; [16.47727273 12.52272727],0
a6,1,0.763406,0.090608,[11  4] ; [20  9],[10.56818182  4.43181818] ; [20.43181818  8.56818182],0
s5,1,0.800282,0.064,[9 6] ; [16  9],[9.375 5.625] ; [15.625  9.375],0
n3,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
r4,1,0.822066,0.050575,[12  3] ; [24  5],[12.27272727  2.72727273] ; [23.72727273  5.27272727],0
s6,1,0.865961,0.02849,[11  4] ; [17  7],[10.76923077  4.23076923] ; [17.23076923  6.76923077],0
b2,1,0.88644,0.020395,[6 6] ; [ 9 10],[5.80645161 6.19354839] ; [9.19354839 9.80645161],0
b3,1,0.88644,0.020395,[6 6] ; [ 9 10],[5.80645161 6.19354839] ; [9.19354839 9.80645161],0
r1,1,0.936715,0.006304,[10  5] ; [19  9],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
d5,1,0.948238,0.004215,[11  4] ; [21  8],[10.90909091  4.09090909] ; [21.09090909  7.90909091],0
