Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,153.744073,[208  66] ; [ 20 131],[146.99294118 127.00705882] ; [81.00705882 69.99294118],1
d5,1,0.0,111.203079,[271   5] ; [90 61],[233.33957845  42.66042155] ; [127.66042155  23.33957845],1
d4,1,0.0,107.952252,[273   2] ; [95 55],[238.11764706  36.88235294] ; [129.88235294  20.11764706],1
d3,1,0.0,92.590308,[242  34] ; [66 84],[199.54929577  76.45070423] ; [108.45070423  41.54929577],1
a2,1,0.0,54.561641,[109 168] ; [  9 142],[ 76.36915888 200.63084112] ; [ 41.63084112 109.36915888],1
a4,1,0.0,46.234825,[165 111] ; [ 38 112],[131.52112676 144.47887324] ; [71.47887324 78.52112676],1
u1,1,0.0,37.910361,[ 89 188] ; [  9 142],[ 63.42523364 213.57476636] ; [ 34.57476636 116.42523364],1
a5,1,3e-06,21.925734,[242  35] ; [103  47],[223.80562061  53.19437939] ; [121.19437939  28.80562061],1
a3,1,0.000106,15.027891,[228  48] ; [99 51],[211.85915493  64.14084507] ; [115.14084507  34.85915493],1
p4,1,0.000571,11.869544,[187  85] ; [76 71],[170.73031026 101.26968974] ; [92.26968974 54.73031026],1
a6,1,0.000957,10.908439,[212  63] ; [93 57],[197.35294118  77.64705882] ; [107.64705882  42.35294118],1
s2,1,0.01125,6.425336,[157 116] ; [66 82],[144.60570071 128.39429929] ; [78.39429929 69.60570071],0
s8,1,0.014227,6.009779,[144 127] ; [61 89],[131.95961995 139.04038005] ; [73.04038005 76.95961995],0
a7,1,0.015499,5.858852,[223  53] ; [105  44],[213.00705882  62.99294118] ; [114.99294118  34.00705882],0
n4,1,0.019382,5.466674,[228  47] ; [110  40],[218.70588235  56.29411765] ; [119.29411765  30.70588235],0
p12,1,0.041185,4.168395,[ 34 239] ; [  9 138],[ 27.95 245.05] ; [ 15.05 131.95],0
r2,1,0.045621,3.99555,[270   4] ; [142   7],[266.87470449   7.12529551] ; [145.12529551   3.87470449],0
s7,1,0.05169,3.785773,[151 111] ; [68 75],[141.67407407 120.32592593] ; [77.32592593 65.67407407],0
u4,1,0.065536,3.391443,[ 10 267] ; [  1 150],[  7.11915888 269.88084112] ; [  3.88084112 147.11915888],0
b5,1,0.078919,3.087021,[171 106] ; [80 71],[162.44626168 114.55373832] ; [88.55373832 62.44626168],0
n2,1,0.080388,3.057044,[30 13] ; [27  4],[33.12162162  9.87837838] ; [23.87837838  7.12162162],0
v1,1,0.111124,2.53817,[184  88] ; [88 59],[176.57279236  95.42720764] ; [95.42720764 51.57279236],0
v4,1,0.130992,2.280711,[269   7] ; [141   8],[266.25882353   9.74117647] ; [143.74117647   5.25882353],0
p8,1,0.166759,1.911836,[158 111] ; [76 71],[151.3125 117.6875] ; [82.6875 64.3125],0
p2,1,0.167963,1.901028,[237  38] ; [120  28],[232.09219858  42.90780142] ; [124.90780142  23.09219858],0
u3,1,0.241144,1.373892,[32 17] ; [28 24],[29.10891089 19.89108911] ; [30.89108911 21.10891089],0
v3,1,0.242377,1.366716,[157 108] ; [80 70],[151.3373494 113.6626506] ; [85.6626506 64.3373494],0
