Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000107,15.003161,[22 35] ; [32  9],[31.40816327 25.59183673] ; [22.59183673 18.40816327],1
p9,1,0.000201,13.82293,[21 35] ; [31 10],[30.02061856 25.97938144] ; [21.97938144 19.02061856],1
r3,1,0.000227,13.59042,[21 37] ; [29 10],[29.89690722 28.10309278] ; [20.10309278 18.89690722],1
p10,1,0.000418,12.451182,[18 40] ; [28 14],[26.68 31.32] ; [19.32 22.68],1
p2,1,0.000543,11.962176,[22 36] ; [30 11],[30.46464646 27.53535354] ; [21.53535354 19.46464646],1
s6,1,0.000713,11.456341,[13 46] ; [23 19],[21.02970297 37.97029703] ; [14.97029703 27.02970297],1
n3,1,0.004729,7.980374,[13 19] ; [12  2],[17.39130435 14.60869565] ; [7.60869565 6.39130435],0
n2,1,0.006588,7.382065,[12 20] ; [12  3],[16.34042553 15.65957447] ; [7.65957447 7.34042553],0
v2,1,0.010297,6.582857,[15 41] ; [21 19],[21. 35.] ; [15. 25.],0
a1,1,0.012789,6.198105,[11 48] ; [ 1 41],[ 7.00990099 51.99009901] ; [ 4.99009901 37.00990099],0
s7,1,0.013177,6.145225,[ 9 44] ; [16 24],[14.24731183 38.75268817] ; [10.75268817 29.24731183],0
b1,1,0.017306,5.665118,[38 21] ; [17 25],[32.12871287 26.87128713] ; [22.87128713 19.12871287],0
s8,1,0.03268,4.562444,[ 5 54] ; [10 32],[ 8.76237624 50.23762376] ; [ 6.23762376 35.76237624],0
b4,1,0.0379,4.309484,[30 29] ; [30 12],[35.04950495 23.95049505] ; [24.95049505 17.04950495],0
p4,1,0.056558,3.63555,[10 49] ; [14 28],[14.01980198 44.98019802] ; [ 9.98019802 32.01980198],0
b2,1,0.068208,3.325621,[17 18] ; [ 6 18],[13.6440678 21.3559322] ; [ 9.3559322 14.6440678],0
b3,1,0.068208,3.325621,[17 18] ; [ 6 18],[13.6440678 21.3559322] ; [ 9.3559322 14.6440678],0
n5,1,0.068258,3.324432,[32 26] ; [30 11],[36.32323232 21.67676768] ; [25.67676768 15.32323232],0
a3,1,0.084836,2.969737,[31 26] ; [30 12],[35.12121212 21.87878788] ; [25.87878788 16.12121212],0
s2,1,0.085282,2.961246,[12 47] ; [15 27],[15.77227723 43.22772277] ; [11.22772277 30.77227723],0
n1,1,0.13744,2.206389,[ 8 24] ; [7 8],[10.21276596 21.78723404] ; [ 4.78723404 10.21276596],0
u2,1,0.148731,2.085217,[ 8 19] ; [6 5],[ 9.94736842 17.05263158] ; [4.05263158 6.94736842],0
p7,1,0.169964,1.883257,[12 45] ; [14 28],[14.96969697 42.03030303] ; [11.03030303 30.96969697],0
p5,1,0.172315,1.862685,[ 1 57] ; [ 3 39],[ 2.32 55.68] ; [ 1.68 40.32],0
u3,1,0.18897,1.725631,[ 6 22] ; [5 7],[ 7.7 20.3] ; [3.3 8.7],0
s3,1,0.189849,1.718791,[18 40] ; [18 23],[21.09090909 36.90909091] ; [14.90909091 26.09090909],0
a5,1,0.204675,1.608695,[29 30] ; [26 16],[32.12871287 26.87128713] ; [22.87128713 19.12871287],0
u1,1,0.210984,1.564662,[ 3 56] ; [ 5 37],[ 4.67326733 54.32673267] ; [ 3.32673267 38.67326733],0
s5,1,0.212686,1.553049,[ 8 49] ; [10 32],[10.36363636 46.63636364] ; [ 7.63636364 34.36363636],0
p6,1,0.345923,0.888358,[ 6 51] ; [ 7 34],[ 7.56122449 49.43877551] ; [ 5.43877551 35.56122449],0
a8,1,0.374806,0.787669,[ 3 54] ; [ 4 36],[ 4.11340206 52.88659794] ; [ 2.88659794 37.11340206],0
v3,1,0.389334,0.741021,[11 47] ; [11 31],[12.76 45.24] ; [ 9.24 32.76],0
a4,1,0.394471,0.725116,[20 38] ; [18 24],[22.04 35.96] ; [15.96 26.04],0
a7,1,0.401546,0.703691,[29 29] ; [17 24],[26.94949495 31.05050505] ; [19.05050505 21.94949495],0
v1,1,0.449044,0.573065,[18 40] ; [15 24],[19.73195876 38.26804124] ; [13.26804124 25.73195876],0
p3,1,0.452023,0.565573,[13 44] ; [ 7 35],[11.51515152 45.48484848] ; [ 8.48484848 33.51515152],0
d4,1,0.452202,0.565126,[39 20] ; [30 11],[40.71 18.29] ; [28.29 12.71],0
d5,1,0.509586,0.434918,[37 22] ; [29 13],[38.55445545 20.44554455] ; [27.44554455 14.55445545],0
n4,1,0.518107,0.417659,[35 23] ; [28 14],[36.54 21.46] ; [26.46 15.54],0
a6,1,0.625725,0.237903,[28 31] ; [22 20],[29.20792079 29.79207921] ; [20.79207921 21.20792079],0
s4,1,0.631131,0.230531,[ 9 50] ; [ 5 37],[ 8.17821782 50.82178218] ; [ 5.82178218 36.17821782],0
d1,1,0.647804,0.20868,[24 35] ; [19 23],[25.11881188 33.88118812] ; [17.88118812 24.11881188],0
r1,1,0.654988,0.19967,[19 39] ; [12 30],[17.98 40.02] ; [13.02 28.98],0
a2,1,0.70978,0.138497,[ 7 52] ; [ 4 38],[ 6.42574257 52.57425743] ; [ 4.57425743 37.42574257],0
r2,1,0.724289,0.12442,[33 23] ; [21 17],[32.17021277 23.82978723] ; [21.82978723 16.17021277],0
d2,1,0.802427,0.062604,[24 34] ; [18 23],[24.60606061 33.39393939] ; [17.39393939 23.60606061],0
v4,1,0.819478,0.052083,[32 26] ; [23 17],[32.55102041 25.44897959] ; [22.44897959 17.55102041],0
p1,1,0.855255,0.033276,[ 5 54] ; [ 4 38],[ 5.25742574 53.74257426] ; [ 3.74257426 38.25742574],0
d3,1,0.948264,0.00421,[30 28] ; [22 20],[30.16 27.84] ; [21.84 20.16],0
b5,1,0.987226,0.000256,[31 28] ; [22 20],[30.96039604 28.03960396] ; [22.03960396 19.96039604],0
