Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.5e-05,18.762675,[31 43] ; [35  7],[42.10344828 31.89655172] ; [23.89655172 18.10344828],1
s7,1,0.00012,14.797878,[17 53] ; [25 16],[26.48648649 43.51351351] ; [15.51351351 25.48648649],1
s5,1,0.001666,9.884973,[ 9 60] ; [16 25],[15.68181818 53.31818182] ; [ 9.31818182 31.68181818],0
v1,1,0.008053,7.021655,[28 44] ; [26 14],[34.71428571 37.28571429] ; [19.28571429 20.71428571],0
s2,1,0.010139,6.610314,[25 49] ; [24 17],[31.53043478 42.46956522] ; [17.46956522 23.53043478],0
p11,1,0.035523,4.419877,[46 28] ; [34  8],[51.03448276 22.96551724] ; [28.96551724 13.03448276],0
p2,1,0.03677,4.361026,[49 23] ; [36  6],[53.68421053 18.31578947] ; [31.31578947 10.68421053],0
v4,1,0.036823,4.358595,[63 11] ; [40  1],[66.27826087  7.72173913] ; [36.72173913  4.27826087],0
r4,1,0.044674,4.030888,[51 23] ; [36  6],[55.5 18.5] ; [31.5 10.5],0
u3,1,0.048001,3.909963,[13 11] ; [12  2],[15.78947368  8.21052632] ; [9.21052632 4.78947368],0
a5,1,0.049609,3.85464,[41 33] ; [31 11],[45.93103448 28.06896552] ; [26.06896552 15.93103448],0
p10,1,0.052454,3.761234,[53 20] ; [37  5],[57.13043478 15.86956522] ; [32.86956522  9.13043478],0
u2,1,0.060107,3.534418,[16  9] ; [12  1],[18.42105263  6.57894737] ; [9.57894737 3.42105263],0
p7,1,0.079508,3.074921,[35 36] ; [26 13],[39.37272727 31.62727273] ; [21.62727273 17.37272727],0
a8,1,0.079596,3.073134,[ 5 64] ; [ 7 31],[ 7.73831776 61.26168224] ; [ 4.26168224 33.73831776],0
r1,1,0.083225,3.000771,[46 27] ; [33  9],[50.14782609 22.85217391] ; [28.85217391 13.14782609],0
p5,1,0.100255,2.701484,[ 3 71] ; [ 5 36],[ 5.14782609 68.85217391] ; [ 2.85217391 38.14782609],0
u1,1,0.101476,2.682188,[ 4 70] ; [ 6 36],[ 6.37931034 67.62068966] ; [ 3.62068966 38.37931034],0
