Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,7.4e-05,15.699283,[ 7 20] ; [30 10],[14.91044776 12.08955224] ; [22.08955224 17.91044776],1
s2,1,0.003285,8.642258,[ 7 20] ; [25 15],[12.89552239 14.10447761] ; [19.10447761 20.89552239],0
p4,1,0.020418,5.375818,[13 14] ; [31 10],[17.47058824  9.52941176] ; [26.52941176 14.47058824],0
s7,1,0.058141,3.589625,[ 6 19] ; [19 21],[ 9.61538462 15.38461538] ; [15.38461538 24.61538462],0
n5,1,0.065171,3.400647,[10 17] ; [24 16],[13.70149254 13.29850746] ; [20.29850746 19.70149254],0
s8,1,0.067181,3.350579,[ 6 21] ; [18 23],[ 9.52941176 17.47058824] ; [14.47058824 26.52941176],0
n1,1,0.067889,3.333333,[2 6] ; [8 4],[4. 4.] ; [6. 6.],0
r3,1,0.070125,3.280102,[22  5] ; [39  2],[24.22058824  2.77941176] ; [36.77941176  4.22058824],0
a6,1,0.123862,2.367796,[17 10] ; [18 23],[13.89705882 13.10294118] ; [21.10294118 19.89705882],0
p1,1,0.146701,2.106222,[ 1 26] ; [ 6 35],[ 2.77941176 24.22058824] ; [ 4.22058824 36.77941176],0
p5,1,0.146701,2.106222,[ 1 26] ; [ 6 35],[ 2.77941176 24.22058824] ; [ 4.22058824 36.77941176],0
u3,1,0.149448,2.077875,[5 6] ; [13  5],[6.82758621 4.17241379] ; [11.17241379  6.82758621],0
r2,1,0.16069,1.967721,[22  5] ; [38  3],[23.82352941  3.17647059] ; [36.17647059  4.82352941],0
v2,1,0.21373,1.54598,[ 9 18] ; [19 20],[11.45454545 15.54545455] ; [16.54545455 22.45454545],0
r1,1,0.230215,1.439535,[16 11] ; [30 11],[18.26470588  8.73529412] ; [27.73529412 13.26470588],0
s4,1,0.242367,1.366776,[ 4 23] ; [11 30],[ 5.95588235 21.04411765] ; [ 9.04411765 31.95588235],0
p8,1,0.286227,1.137282,[ 9 18] ; [19 22],[11.11764706 15.88235294] ; [16.88235294 24.11764706],0
b4,1,0.286492,1.136033,[15 12] ; [28 13],[17.07352941  9.92647059] ; [25.92647059 15.07352941],0
p2,1,0.291018,1.114905,[21  6] ; [27 14],[19.05882353  7.94117647] ; [28.94117647 12.05882353],0
n2,1,0.291841,1.111111,[5 3] ; [10  2],[6. 2.] ; [9. 3.],0
d4,1,0.297899,1.083577,[18  9] ; [32  9],[19.85294118  7.14705882] ; [30.14705882 10.85294118],0
b3,1,0.324583,0.970391,[ 5 13] ; [11 15],[ 6.54545455 11.45454545] ; [ 9.45454545 16.54545455],0
b2,1,0.324583,0.970391,[ 5 13] ; [11 15],[ 6.54545455 11.45454545] ; [ 9.45454545 16.54545455],0
u1,1,0.365464,0.81903,[ 2 25] ; [ 6 35],[ 3.17647059 23.82352941] ; [ 4.82352941 36.17647059],0
r4,1,0.377033,0.780354,[20  7] ; [34  7],[21.44117647  5.55882353] ; [32.55882353  8.44117647],0
