Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001362,10.256552,[31 79] ; [14  8],[37.5 72.5] ; [ 7.5 14.5],0
p3,1,0.435874,0.607121,[53 56] ; [10 15],[51.24626866 57.75373134] ; [11.75373134 13.24626866],0
v4,1,0.463936,0.536381,[103   5] ; [22  2],[102.27272727   5.72727273] ; [22.72727273  1.27272727],0
s1,1,0.463936,0.536381,[  5 103] ; [ 2 22],[  5.72727273 102.27272727] ; [ 1.27272727 22.72727273],0
r1,1,0.515691,0.422502,[77 32] ; [16  9],[75.64925373 33.35074627] ; [17.35074627  7.64925373],0
b4,1,0.563866,0.333055,[59 51] ; [15 10],[60.2962963 49.7037037] ; [13.7037037 11.2962963],0
p5,1,0.574383,0.315404,[13 96] ; [ 2 23],[12.20149254 96.79850746] ; [ 2.79850746 22.20149254],0
n6,1,0.647083,0.209598,[88 22] ; [21  4],[88.81481481 21.18518519] ; [20.18518519  4.81481481],0
n1,1,0.654001,0.200893,[13 15] ; [3 5],[12.44444444 15.55555556] ; [3.55555556 4.44444444],0
u2,1,0.661802,0.191342,[26 26] ; [7 9],[25.23529412 26.76470588] ; [7.76470588 8.23529412],0
n2,1,0.747376,0.10375,[24  5] ; [7 1],[24.2972973  4.7027027] ; [6.7027027 1.2972973],0
d2,1,0.793199,0.068727,[28 82] ; [ 7 18],[28.51851852 81.48148148] ; [ 6.48148148 18.51851852],0
b5,1,0.841971,0.03975,[64 46] ; [14 11],[63.55555556 46.44444444] ; [14.44444444 10.55555556],0
s8,1,0.845251,0.038096,[37 72] ; [ 9 16],[37.41791045 71.58208955] ; [ 8.58208955 16.41791045],0
r3,1,0.852869,0.034395,[99 10] ; [23  2],[99.23880597  9.76119403] ; [22.76119403  2.23880597],0
n3,1,0.862026,0.030205,[26  3] ; [7 1],[25.86486486  3.13513514] ; [7.13513514 0.86486486],0
r2,1,0.887306,0.020083,[97 12] ; [22  3],[96.79850746 12.20149254] ; [22.20149254  2.79850746],0
p8,1,0.890231,0.019047,[54 53] ; [13 12],[54.31060606 52.68939394] ; [12.68939394 12.31060606],0
d1,1,0.904911,0.014271,[  5 105] ; [ 1 24],[  4.88888889 105.11111111] ; [ 1.11111111 23.88888889],0
p9,1,0.933299,0.007005,[88 21] ; [20  5],[87.85074627 21.14925373] ; [20.14925373  4.85074627],0
a6,1,0.93345,0.006973,[65 45] ; [15 10],[65.18518519 44.81481481] ; [14.81481481 10.18518519],0
a4,1,0.93571,0.006506,[27 82] ; [ 6 19],[26.84328358 82.15671642] ; [ 6.15671642 18.84328358],0
n5,1,0.954319,0.003281,[83 27] ; [19  6],[83.11111111 26.88888889] ; [18.88888889  6.11111111],0
p10,1,0.966908,0.001721,[86 22] ; [20  5],[86.07518797 21.92481203] ; [19.92481203  5.07518797],0
a2,1,0.97607,0.0009,[  9 101] ; [ 2 23],[  8.96296296 101.03703704] ; [ 2.03703704 22.96296296],0
p7,1,0.986305,0.000295,[64 43] ; [15 10],[64.03787879 42.96212121] ; [14.96212121 10.03787879],0
