Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001362,10.256552,[31 79] ; [14  8],[37.5 72.5] ; [ 7.5 14.5],0
s6,1,0.001704,9.843458,[56 53] ; [20  3],[62.75757576 46.24242424] ; [13.24242424  9.75757576],0
s3,1,0.018652,5.533865,[46 62] ; [16  7],[51.11450382 56.88549618] ; [10.88549618 12.11450382],0
s7,1,0.036196,4.387841,[34 68] ; [14 11],[38.5511811 63.4488189] ; [ 9.4488189 15.5511811],0
s5,1,0.036947,4.352845,[22 87] ; [ 9 13],[25.79389313 83.20610687] ; [ 5.20610687 16.79389313],0
b1,1,0.071856,3.240106,[43 67] ; [ 5 20],[39.11111111 70.88888889] ; [ 8.88888889 16.11111111],0
v2,1,0.114657,2.488835,[50 53] ; [ 7 16],[46.5952381 56.4047619] ; [10.4047619 12.5952381],0
a3,1,0.131053,2.27999,[58 52] ; [ 9 16],[54.59259259 55.40740741] ; [12.40740741 12.59259259],0
p4,1,0.15323,2.039795,[57 53] ; [ 9 16],[53.77777778 56.22222222] ; [12.22222222 12.77777778],0
a5,1,0.162439,1.951374,[61 49] ; [10 15],[57.85185185 52.14814815] ; [13.14814815 11.85185185],0
p2,1,0.16318,1.944509,[88 21] ; [17  8],[85.41044776 23.58955224] ; [19.58955224  5.41044776],0
u1,1,0.207626,1.587902,[  3 107] ; [ 2 23],[  4.07407407 105.92592593] ; [ 0.92592593 24.07407407],0
v3,1,0.231298,1.43286,[36 72] ; [ 5 19],[33.54545455 74.45454545] ; [ 7.45454545 16.54545455],0
p6,1,0.232709,1.424224,[35 74] ; [ 5 20],[32.53731343 76.46268657] ; [ 7.46268657 17.53731343],0
d5,1,0.269903,1.21724,[53 57] ; [ 9 16],[50.51851852 59.48148148] ; [11.48148148 13.51851852],0
v1,1,0.274181,1.19571,[51 55] ; [ 9 16],[48.54961832 57.45038168] ; [11.45038168 13.54961832],0
r4,1,0.304949,1.052424,[93 17] ; [19  6],[91.25925926 18.74074074] ; [20.74074074  4.25925926],0
a7,1,0.311916,1.022544,[65 45] ; [12 13],[62.74074074 47.25925926] ; [14.25925926 10.74074074],0
n4,1,0.315577,1.007189,[77 33] ; [20  5],[79.03703704 30.96296296] ; [17.96296296  7.03703704],0
u3,1,0.327484,0.958822,[22 30] ; [9 7],[23.70588235 28.29411765] ; [7.29411765 8.70588235],0
p12,1,0.331372,0.943527,[  7 103] ; [ 3 22],[  8.14814815 101.85185185] ; [ 1.85185185 23.14814815],0
p1,1,0.37711,0.780101,[16 93] ; [ 2 23],[14.64179104 94.35820896] ; [ 3.35820896 21.64179104],0
d3,1,0.38451,0.756234,[26 84] ; [ 8 17],[27.7037037 82.2962963] ; [ 6.2962963 18.7037037],0
