Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,60.555016,[58  4] ; [17 49],[36.328125 25.671875] ; [38.671875 27.328125],1
r4,1,0.000125,14.72286,[55  7] ; [40 28],[45.30769231 16.69230769] ; [49.69230769 18.30769231],1
r3,1,0.001343,10.282995,[56  5] ; [47 21],[48.70542636 12.29457364] ; [54.29457364 13.70542636],0
d3,1,0.00166,9.892158,[48 14] ; [34 33],[39.41085271 22.58914729] ; [42.58914729 24.41085271],0
v2,1,0.001667,9.883759,[34 25] ; [20 47],[25.28571429 33.71428571] ; [28.71428571 38.28571429],0
p2,1,0.001813,9.730159,[45 17] ; [31 37],[36.24615385 25.75384615] ; [39.75384615 28.24615385],0
v4,1,0.00207,9.486554,[58  4] ; [49 18],[51.42635659 10.57364341] ; [55.57364341 11.42635659],0
p8,1,0.002492,9.146107,[25 37] ; [11 56],[17.30232558 44.69767442] ; [18.69767442 48.30232558],0
s8,1,0.003286,8.641334,[26 36] ; [12 54],[18.40625 43.59375] ; [19.59375 46.40625],0
a7,1,0.005078,7.851537,[49 13] ; [38 30],[41.49230769 20.50769231] ; [45.50769231 22.49230769],0
n6,1,0.005078,7.851537,[49 13] ; [38 30],[41.49230769 20.50769231] ; [45.50769231 22.49230769],0
r1,1,0.005078,7.851537,[49 13] ; [38 30],[41.49230769 20.50769231] ; [45.50769231 22.49230769],0
s5,1,0.010245,6.591809,[20 37] ; [10 56],[13.90243902 43.09756098] ; [16.09756098 49.90243902],0
s2,1,0.011816,6.338201,[32 30] ; [20 47],[24.99224806 37.00775194] ; [27.00775194 39.99224806],0
d1,1,0.012577,6.227671,[40 22] ; [29 39],[32.90769231 29.09230769] ; [36.09230769 31.90769231],0
a6,1,0.012997,6.169544,[43 19] ; [32 35],[36.04651163 25.95348837] ; [38.95348837 28.04651163],0
d4,1,0.013931,6.046818,[55  7] ; [47 19],[49.40625 12.59375] ; [52.59375 13.40625],0
p6,1,0.015005,5.915865,[22 40] ; [11 55],[15.984375 46.015625] ; [17.015625 48.984375],0
p7,1,0.040071,4.214877,[32 28] ; [24 44],[26.25 33.75] ; [29.75 38.25],0
n2,1,0.040643,4.190832,[16  4] ; [16 15],[12.54901961  7.45098039] ; [19.45098039 11.54901961],0
s6,1,0.061925,3.485056,[39 21] ; [32 34],[33.80952381 26.19047619] ; [37.19047619 28.80952381],0
v1,1,0.063098,3.454012,[28 34] ; [20 48],[22.89230769 39.10769231] ; [25.10769231 42.89230769],0
n1,1,0.06639,3.370088,[ 4 16] ; [14 17],[ 7.05882353 12.94117647] ; [10.94117647 20.05882353],0
v3,1,0.096713,2.758936,[24 37] ; [16 47],[19.67741935 41.32258065] ; [20.32258065 42.67741935],0
d5,1,0.139424,2.184306,[52 10] ; [49 18],[48.54263566 13.45736434] ; [52.45736434 14.54263566],0
u1,1,0.154427,2.027965,[13 49] ; [ 8 60],[10.01538462 51.98461538] ; [10.98461538 57.01538462],0
s7,1,0.193861,1.688027,[24 33] ; [18 41],[20.63793103 36.36206897] ; [21.36206897 37.63793103],0
s4,1,0.200941,1.635518,[18 44] ; [13 54],[14.89922481 47.10077519] ; [16.10077519 50.89922481],0
p5,1,0.246761,1.34155,[ 6 56] ; [ 3 64],[ 4.3255814 57.6744186] ; [ 4.6744186 62.3255814],0
s3,1,0.268431,1.224749,[31 31] ; [27 40],[27.87596899 34.12403101] ; [30.12403101 36.87596899],0
a5,1,0.304284,1.055325,[41 21] ; [39 29],[38.15384615 23.84615385] ; [41.84615385 26.15384615],0
n3,1,0.341314,0.90549,[14  6] ; [17 13],[12.4  7.6] ; [18.6 11.4],0
p1,1,0.371345,0.799159,[ 3 59] ; [ 6 62],[ 4.29230769 57.70769231] ; [ 4.70769231 63.29230769],0
a3,1,0.445274,0.582655,[39 22] ; [39 29],[36.88372093 24.11627907] ; [41.11627907 26.88372093],0
p3,1,0.461434,0.542414,[19 43] ; [25 43],[20.98461538 41.01538462] ; [23.01538462 44.98461538],0
a2,1,0.480614,0.49747,[16 46] ; [14 54],[14.30769231 47.69230769] ; [15.69230769 52.30769231],0
u3,1,0.491731,0.472737,[10 12] ; [16 13],[11.21568627 10.78431373] ; [14.78431373 14.21568627],0
p4,1,0.496861,0.461635,[26 35] ; [25 43],[24.11627907 36.88372093] ; [26.88372093 41.11627907],0
p12,1,0.505591,0.443181,[ 2 60] ; [ 1 67],[ 1.43076923 60.56923077] ; [ 1.56923077 66.43076923],0
s1,1,0.612218,0.256958,[ 4 58] ; [ 6 62],[ 4.76923077 57.23076923] ; [ 5.23076923 62.76923077],0
n5,1,0.619798,0.246151,[40 22] ; [41 27],[38.63076923 23.36923077] ; [42.36923077 25.63076923],0
b3,1,0.73244,0.116883,[10 18] ; [14 30],[ 9.33333333 18.66666667] ; [14.66666667 29.33333333],0
b2,1,0.73244,0.116883,[10 18] ; [14 30],[ 9.33333333 18.66666667] ; [14.66666667 29.33333333],0
a8,1,0.771632,0.08424,[ 5 47] ; [ 7 55],[ 5.47368421 46.52631579] ; [ 6.52631579 55.47368421],0
u2,1,0.787867,0.072405,[ 9 14] ; [12 16],[ 9.47058824 13.52941176] ; [11.52941176 16.47058824],0
a4,1,0.830109,0.046037,[28 34] ; [29 38],[27.39534884 34.60465116] ; [29.60465116 37.39534884],0
n4,1,0.849714,0.035904,[42 20] ; [45 23],[41.49230769 20.50769231] ; [45.50769231 22.49230769],0
b5,1,0.849714,0.035904,[42 20] ; [45 23],[41.49230769 20.50769231] ; [45.50769231 22.49230769],0
d2,1,0.87252,0.025747,[30 32] ; [31 35],[29.546875 32.453125] ; [31.453125 34.546875],0
b4,1,0.917442,0.010745,[35 27] ; [39 29],[35.29230769 26.70769231] ; [38.70769231 29.29230769],0
