Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.013632,6.085231,[7 6] ; [15 56],[3.4047619 9.5952381] ; [18.5952381 52.4047619],0
p4,1,0.01812,5.584556,[6 7] ; [12 59],[ 2.78571429 10.21428571] ; [15.21428571 55.78571429],0
d2,1,0.024375,5.067748,[9 3] ; [28 42],[5.41463415 6.58536585] ; [31.58536585 38.41463415],0
u3,1,0.035422,4.424727,[4 2] ; [ 7 23],[1.83333333 4.16666667] ; [ 9.16666667 20.83333333],0
p3,1,0.037491,4.327947,[5 8] ; [10 60],[ 2.34939759 10.65060241] ; [12.65060241 57.34939759],0
p5,1,0.050437,3.826869,[ 2 11] ; [ 2 69],[ 0.61904762 12.38095238] ; [ 3.38095238 67.61904762],0
d3,1,0.066315,3.371948,[10  3] ; [35 36],[6.96428571 6.03571429] ; [38.03571429 32.96428571],0
p2,1,0.07296,3.215135,[9 4] ; [30 41],[6.03571429 6.96428571] ; [32.96428571 38.03571429],0
s2,1,0.080267,3.059478,[5 8] ; [12 58],[ 2.6626506 10.3373494] ; [14.3373494 55.6626506],0
d1,1,0.089687,2.879976,[9 4] ; [31 40],[6.19047619 6.80952381] ; [33.80952381 37.19047619],0
s3,1,0.113175,2.509321,[6 7] ; [17 52],[3.64634146 9.35365854] ; [19.35365854 49.64634146],0
d5,1,0.114401,2.492353,[11  2] ; [44 27],[8.51190476 4.48809524] ; [46.48809524 24.51190476],0
r2,1,0.119228,2.427438,[10  3] ; [37 32],[7.45121951 5.54878049] ; [39.54878049 29.45121951],0
b2,1,0.166199,1.916898,[2 7] ; [19 21],[3.85714286 5.14285714] ; [17.14285714 22.85714286],0
b3,1,0.166199,1.916898,[2 7] ; [19 21],[3.85714286 5.14285714] ; [17.14285714 22.85714286],0
n5,1,0.20337,1.61801,[6 7] ; [46 25],[8.04761905 4.95238095] ; [43.95238095 27.04761905],0
a4,1,0.217386,1.521544,[7 6] ; [25 45],[5.01204819 7.98795181] ; [26.98795181 43.01204819],0
d4,1,0.236525,1.401187,[10  2] ; [47 24],[8.24096386 3.75903614] ; [48.75903614 22.24096386],0
n4,1,0.242318,1.36706,[6 7] ; [45 26],[7.89285714 5.10714286] ; [43.10714286 27.89285714],0
p1,1,0.245886,1.346527,[ 3 10] ; [ 8 63],[ 1.70238095 11.29761905] ; [ 9.29761905 61.70238095],0
u2,1,0.257359,1.282909,[3 3] ; [ 8 22],[1.83333333 4.16666667] ; [ 9.16666667 20.83333333],0
n3,1,0.316529,1.003234,[1 3] ; [19 18],[1.95121951 2.04878049] ; [18.04878049 18.95121951],0
v2,1,0.337736,0.919006,[6 7] ; [22 46],[4.49382716 8.50617284] ; [23.50617284 44.49382716],0
b1,1,0.365453,0.819068,[8 5] ; [34 37],[6.5 6.5] ; [35.5 35.5],0
p10,1,0.375023,0.786954,[7 6] ; [28 41],[5.54878049 7.45121951] ; [29.45121951 39.54878049],0
p11,1,0.383831,0.758397,[7 6] ; [29 42],[5.57142857 7.42857143] ; [30.42857143 40.57142857],0
a7,1,0.447189,0.577767,[7 5] ; [33 38],[5.78313253 6.21686747] ; [34.21686747 36.78313253],0
r1,1,0.455535,0.556843,[5 8] ; [20 51],[3.86904762 9.13095238] ; [21.13095238 49.86904762],0
v4,1,0.497607,0.460036,[6 7] ; [40 31],[7.11904762 5.88095238] ; [38.88095238 32.11904762],0
v3,1,0.49767,0.459901,[ 2 11] ; [17 54],[ 2.94047619 10.05952381] ; [16.05952381 54.94047619],0
s7,1,0.507062,0.440125,[4 8] ; [16 50],[3.07692308 8.92307692] ; [16.92307692 49.07692308],0
a1,1,0.529934,0.394517,[ 1 12] ; [10 61],[ 1.70238095 11.29761905] ; [ 9.29761905 61.70238095],0
a5,1,0.530989,0.392499,[8 5] ; [37 34],[6.96428571 6.03571429] ; [38.03571429 32.96428571],0
b5,1,0.530989,0.392499,[5 8] ; [34 37],[6.03571429 6.96428571] ; [32.96428571 38.03571429],0
a6,1,0.559697,0.340228,[7 6] ; [32 39],[6.03571429 6.96428571] ; [32.96428571 38.03571429],0
n2,1,0.633737,0.227027,[2 3] ; [19 18],[2.5 2.5] ; [18.5 18.5],0
s4,1,0.673455,0.177588,[ 2 11] ; [ 8 63],[ 1.54761905 11.45238095] ; [ 8.45238095 62.54761905],0
b4,1,0.685669,0.163814,[9 4] ; [45 26],[8.35714286 4.64285714] ; [45.64285714 25.35714286],0
p9,1,0.723789,0.124891,[7 6] ; [32 34],[6.41772152 6.58227848] ; [32.58227848 33.41772152],0
n1,1,0.736179,0.113514,[2 3] ; [12 25],[1.66666667 3.33333333] ; [12.33333333 24.66666667],0
a3,1,0.751369,0.100384,[7 6] ; [41 29],[7.51807229 5.48192771] ; [40.48192771 29.51807229],0
s8,1,0.790126,0.070834,[ 2 11] ; [ 9 62],[ 1.70238095 11.29761905] ; [ 9.29761905 61.70238095],0
r3,1,0.854712,0.033529,[6 6] ; [37 33],[6.29268293 5.70731707] ; [36.70731707 33.29268293],0
v1,1,0.921766,0.009645,[4 9] ; [20 48],[3.85185185 9.14814815] ; [20.14814815 47.85185185],0
p6,1,0.954836,0.003208,[ 1 12] ; [ 5 64],[ 0.95121951 12.04878049] ; [ 5.04878049 63.95121951],0
n6,1,0.994035,5.6e-05,[8 5] ; [43 27],[7.98795181 5.01204819] ; [43.01204819 26.98795181],0
