Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,26.324737,[11  4] ; [15 88],[ 3.30508475 11.69491525] ; [22.69491525 80.30508475],1
p3,1,0.001696,9.852492,[11  6] ; [29 80],[ 5.3968254 11.6031746] ; [34.6031746 74.3968254],0
s2,1,0.011697,6.356291,[ 7 10] ; [17 93],[ 3.21259843 13.78740157] ; [20.78740157 89.21259843],0
p8,1,0.012004,6.310247,[11  6] ; [36 73],[ 6.34126984 10.65873016] ; [40.65873016 68.34126984],0
p9,1,0.018102,5.586205,[16  1] ; [69 36],[11.8442623  5.1557377] ; [73.1557377 31.8442623],0
u3,1,0.025078,5.018492,[5 2] ; [14 35],[2.375 4.625] ; [16.625 32.375],0
s6,1,0.026235,4.940473,[10  7] ; [34 75],[ 5.93650794 11.06349206] ; [38.06349206 70.93650794],0
p6,1,0.032035,4.596611,[8 8] ; [26 81],[ 4.42276423 11.57723577] ; [29.57723577 77.42276423],0
p4,1,0.034837,4.453152,[11  6] ; [41 68],[7.01587302 9.98412698] ; [44.98412698 64.01587302],0
p7,1,0.050327,3.830545,[11  6] ; [43 66],[7.28571429 9.71428571] ; [46.71428571 62.28571429],0
p10,1,0.051607,3.788461,[14  3] ; [61 45],[10.36585366  6.63414634] ; [64.63414634 41.36585366],0
r3,1,0.053998,3.712774,[16  1] ; [79 30],[12.81746032  4.18253968] ; [82.18253968 26.81746032],0
s5,1,0.055499,3.667027,[ 5 11] ; [14 95],[ 2.432 13.568] ; [16.568 92.432],0
u2,1,0.080931,3.046113,[5 2] ; [18 31],[2.875 4.125] ; [20.125 28.875],0
v3,1,0.102962,2.659051,[ 7 10] ; [25 85],[ 4.28346457 12.71653543] ; [27.71653543 82.28346457],0
a6,1,0.105007,2.627808,[ 6 11] ; [62 48],[9.1023622 7.8976378] ; [58.8976378 51.1023622],0
d4,1,0.113504,2.504745,[14  3] ; [69 41],[11.11023622  5.88976378] ; [71.88976378 38.11023622],0
d1,1,0.143743,2.137426,[9 8] ; [38 72],[ 6.29133858 10.70866142] ; [40.70866142 69.29133858],0
v1,1,0.152157,2.050493,[8 9] ; [32 76],[ 5.44 11.56] ; [34.56 73.44],0
r4,1,0.159112,1.982647,[11  6] ; [51 59],[8.2992126 8.7007874] ; [53.7007874 56.2992126],0
p1,1,0.214349,1.541805,[ 3 14] ; [  9 101],[ 1.60629921 15.39370079] ; [10.39370079 99.60629921],0
u1,1,0.224794,1.473501,[ 2 15] ; [  5 105],[ 0.93700787 16.06299213] ; [  6.06299213 103.93700787],0
v2,1,0.237192,1.397203,[8 9] ; [35 73],[ 5.848 11.152] ; [37.152 70.848],0
p11,1,0.242083,1.368423,[13  4] ; [68 42],[10.84251969  6.15748031] ; [70.15748031 39.84251969],0
v4,1,0.271835,1.207466,[15  2] ; [84 26],[13.2519685  3.7480315] ; [85.7480315 24.2519685],0
b4,1,0.288943,1.124541,[11  6] ; [56 54],[8.96850394 8.03149606] ; [58.03149606 51.96850394],0
n5,1,0.293923,1.101565,[9 8] ; [72 37],[10.92857143  6.07142857] ; [70.07142857 38.92857143],0
r2,1,0.330901,0.94537,[14  3] ; [76 31],[12.33870968  4.66129032] ; [77.66129032 29.33870968],0
d2,1,0.34538,0.89036,[8 9] ; [38 70],[ 6.256 10.744] ; [39.744 68.256],0
n6,1,0.389023,0.741994,[14  3] ; [79 30],[12.54761905  4.45238095] ; [80.45238095 28.54761905],0
s4,1,0.404249,0.69565,[ 4 13] ; [17 93],[ 2.81102362 14.18897638] ; [18.18897638 91.81102362],0
p2,1,0.412354,0.672004,[12  5] ; [65 43],[10.472  6.528] ; [66.528 41.472],0
b1,1,0.432303,0.616628,[ 6 11] ; [50 60],[7.49606299 9.50393701] ; [48.50393701 61.49606299],0
a4,1,0.460787,0.543983,[ 7 10] ; [35 74],[ 5.66666667 11.33333333] ; [36.33333333 72.66666667],0
s1,1,0.488192,0.480508,[ 1 16] ; [  3 107],[ 0.53543307 16.46456693] ; [  3.46456693 106.53543307],0
n3,1,0.505693,0.442968,[5 2] ; [25 18],[4.2 2.8] ; [25.8 17.2],0
n1,1,0.506673,0.440932,[3 4] ; [13 30],[2.24 4.76] ; [13.76 29.24],0
p5,1,0.524559,0.40492,[ 1 16] ; [12 98],[ 1.74015748 15.25984252] ; [11.25984252 98.74015748],0
n4,1,0.532825,0.389001,[9 8] ; [67 43],[10.17322835  6.82677165] ; [65.82677165 44.17322835],0
b2,1,0.635092,0.225219,[4 8] ; [24 35],[4.73239437 7.26760563] ; [23.26760563 35.73239437],0
b3,1,0.635092,0.225219,[4 8] ; [24 35],[4.73239437 7.26760563] ; [23.26760563 35.73239437],0
n2,1,0.658827,0.194952,[5 2] ; [27 16],[4.48 2.52] ; [27.52 15.48],0
d5,1,0.659318,0.194353,[12  5] ; [71 38],[11.1984127  5.8015873] ; [71.8015873 37.1984127],0
a2,1,0.725768,0.123033,[ 2 15] ; [ 10 100],[ 1.60629921 15.39370079] ; [10.39370079 99.60629921],0
a3,1,0.741359,0.108935,[10  7] ; [60 50],[9.37007874 7.62992126] ; [60.62992126 49.37007874],0
a5,1,0.767614,0.087319,[9 8] ; [54 56],[8.43307087 8.56692913] ; [54.56692913 55.43307087],0
b5,1,0.869888,0.026831,[10  7] ; [67 43],[10.30708661  6.69291339] ; [66.69291339 43.30708661],0
a7,1,0.880329,0.022666,[10  7] ; [62 47],[9.71428571 7.28571429] ; [62.28571429 46.71428571],0
d3,1,0.933404,0.006983,[9 8] ; [56 52],[8.84 8.16] ; [56.16 51.84],0
a8,1,0.992605,8.6e-05,[ 1 14] ; [ 7 97],[ 1.00840336 13.99159664] ; [ 6.99159664 97.00840336],0
