Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,49.443051,[22 50] ; [62  8],[42.5915493 29.4084507] ; [41.4084507 28.5915493],1
d2,1,0.0,48.195521,[16 58] ; [55 14],[36.74125874 37.25874126] ; [34.25874126 34.74125874],1
d4,1,0.0,46.554906,[35 39] ; [68  1],[53.3006993 20.6993007] ; [49.6993007 19.3006993],1
d5,1,0.0,39.527894,[37 36] ; [68  2],[53.6013986 19.3986014] ; [51.3986014 18.6013986],1
a4,1,0.0,27.436924,[13 61] ; [42 28],[28.26388889 45.73611111] ; [26.73611111 43.26388889],1
a2,1,4e-06,21.161679,[ 3 71] ; [24 47],[13.77931034 60.22068966] ; [13.22068966 57.77931034],1
a3,1,0.000223,13.63037,[36 37] ; [56 15],[46.63888889 26.36111111] ; [45.36111111 25.63888889],1
a5,1,0.000421,12.437508,[34 40] ; [53 18],[44.4 29.6] ; [42.6 28.4],1
r2,1,0.006806,7.323443,[56 18] ; [62  5],[61.92907801 12.07092199] ; [56.07092199 10.92907801],0
p9,1,0.008586,6.906928,[28 41] ; [44 26],[35.74100719 33.25899281] ; [36.25899281 33.74100719],0
p10,1,0.013692,6.077463,[24 46] ; [39 32],[31.27659574 38.72340426] ; [31.72340426 39.27659574],0
b1,1,0.016537,5.74483,[47 27] ; [31 40],[39.80689655 34.19310345] ; [38.19310345 32.80689655],0
r4,1,0.021684,5.270943,[43 31] ; [54 17],[49.50344828 24.49655172] ; [47.49655172 23.50344828],0
r1,1,0.025196,5.010382,[41 33] ; [52 19],[47.46206897 26.53793103] ; [45.53793103 25.46206897],0
a7,1,0.032198,4.587908,[41 32] ; [52 19],[47.14583333 25.85416667] ; [45.85416667 25.14583333],0
s7,1,0.036537,4.371855,[17 53] ; [26 37],[22.63157895 47.36842105] ; [20.36842105 42.63157895],0
v4,1,0.052068,3.773574,[55 19] ; [61  9],[59.61111111 14.38888889] ; [56.38888889 13.61111111],0
s6,1,0.057611,3.604868,[29 45] ; [39 32],[34.70344828 39.29655172] ; [33.29655172 37.70344828],0
s8,1,0.059087,3.562833,[13 61] ; [22 49],[17.86206897 56.13793103] ; [17.13793103 53.86206897],0
