Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,43.637369,[58 29] ; [ 39 124],[33.756 53.244] ; [63.244 99.756],1
p2,1,1e-06,23.930728,[76 12] ; [91 72],[58.5498008 29.4501992] ; [108.4501992  54.5498008],1
p4,1,3.4e-05,17.167421,[42 45] ; [ 37 126],[27.492 59.508] ; [ 51.508 111.492],1
p10,1,6.7e-05,15.892039,[70 18] ; [87 74],[55.48594378 32.51405622] ; [101.51405622  59.48594378],1
p11,1,0.000366,12.698644,[72 16] ; [98 66],[59.36507937 28.63492063] ; [110.63492063  53.36507937],1
v4,1,0.000814,11.207912,[84  4] ; [130  33],[75.02788845 12.97211155] ; [138.97211155  24.02788845],1
p9,1,0.001306,10.334397,[70 17] ; [96 63],[58.70731707 28.29268293] ; [107.29268293  51.70731707],0
r4,1,0.004945,7.899341,[74 14] ; [111  53],[64.6031746 23.3968254] ; [120.3968254  43.6031746],0
p6,1,0.00971,6.687407,[25 63] ; [ 24 138],[17.248 70.752] ; [ 31.752 130.248],0
p5,1,0.018088,5.587583,[ 8 80] ; [  4 160],[ 4.19047619 83.80952381] ; [  7.80952381 156.19047619],0
s6,1,0.021809,5.260949,[38 47] ; [ 49 114],[29.81854839 55.18145161] ; [ 57.18145161 105.81854839],0
v1,1,0.023139,5.158052,[40 46] ; [ 52 111],[31.7751004 54.2248996] ; [ 60.2248996 102.7751004],0
a4,1,0.023476,5.132954,[25 63] ; [70 93],[33.30677291 54.69322709] ; [ 61.69322709 101.30677291],0
r3,1,0.02353,5.128981,[81  7] ; [131  30],[74.92369478 13.07630522] ; [137.07630522  23.92369478],0
a2,1,0.023712,5.115568,[ 8 80] ; [ 33 131],[14.31746032 73.68253968] ; [ 26.68253968 137.31746032],0
b1,1,0.040631,4.191359,[26 62] ; [70 94],[33.52380952 54.47619048] ; [ 62.47619048 101.52380952],0
a5,1,0.050454,3.826299,[63 25] ; [97 67],[55.87301587 32.12698413] ; [104.12698413  59.87301587],0
r1,1,0.097542,2.745284,[63 24] ; [101  62],[57.072 29.928] ; [106.928  56.072],0
n3,1,0.103157,2.656039,[17  6] ; [36 30],[13.69662921  9.30337079] ; [39.30337079 26.69662921],0
a7,1,0.132643,2.261293,[63 25] ; [100  61],[57.6064257 30.3935743] ; [105.3935743  55.6064257],0
u1,1,0.142976,2.145632,[ 6 82] ; [ 21 143],[ 9.42857143 78.57142857] ; [ 17.57142857 146.42857143],0
r2,1,0.15451,2.027149,[76 10] ; [131  30],[72.07287449 13.92712551] ; [134.92712551  26.07287449],0
n6,1,0.169457,1.88774,[70 18] ; [116  46],[65.472 22.528] ; [120.528  41.472],0
b3,1,0.174438,1.844388,[12 33] ; [39 63],[15.6122449 29.3877551] ; [35.3877551 66.6122449],0
b2,1,0.174438,1.844388,[12 33] ; [39 63],[15.6122449 29.3877551] ; [35.3877551 66.6122449],0
d5,1,0.179369,1.802846,[69 19] ; [115  48],[64.50996016 23.49003984] ; [119.49003984  43.50996016],0
p1,1,0.195537,1.675398,[ 8 80] ; [  8 155],[ 5.60956175 82.39043825] ; [ 10.39043825 152.60956175],0
s2,1,0.20206,1.627425,[14 73] ; [ 17 145],[10.8313253 76.1686747] ; [ 20.1686747 141.8313253],0
n2,1,0.224905,1.472794,[17  7] ; [38 29],[14.50549451  9.49450549] ; [40.49450549 26.50549451],0
s4,1,0.247978,1.334659,[ 7 80] ; [ 21 142],[ 9.744 77.256] ; [ 18.256 144.744],0
d2,1,0.28801,1.1289,[33 55] ; [72 90],[36.96 51.04] ; [68.04 93.96],0
d1,1,0.412819,0.670669,[45 43] ; [75 89],[41.9047619 46.0952381] ; [78.0952381 85.9047619],0
b5,1,0.440107,0.596004,[58 30] ; [100  64],[55.17460317 32.82539683] ; [102.82539683  61.17460317],0
n5,1,0.453489,0.561917,[58 30] ; [99 63],[55.264 32.736] ; [101.736  60.264],0
d3,1,0.498374,0.458397,[56 32] ; [96 66],[53.504 34.496] ; [98.496 63.504],0
b4,1,0.541642,0.372506,[48 40] ; [96 68],[50.28571429 37.71428571] ; [93.71428571 70.28571429],0
v2,1,0.547466,0.361876,[40 45] ; [68 90],[37.77777778 47.22222222] ; [70.22222222 87.77777778],0
a6,1,0.552385,0.353061,[53 35] ; [105  59],[55.17460317 32.82539683] ; [102.82539683  61.17460317],0
a3,1,0.588397,0.292854,[52 36] ; [102  61],[53.99203187 34.00796813] ; [100.00796813  62.99203187],0
s1,1,0.649883,0.206047,[ 3 84] ; [  4 159],[ 2.436 84.564] ; [  4.564 158.436],0
u2,1,0.651793,0.203647,[20 16] ; [31 30],[18.92783505 17.07216495] ; [32.07216495 28.92783505],0
s8,1,0.673176,0.17791,[17 71] ; [ 28 135],[15.77689243 72.22310757] ; [ 29.22310757 133.77689243],0
n4,1,0.730452,0.118697,[57 31] ; [102  61],[55.74501992 32.25498008] ; [103.25498008  59.74501992],0
p12,1,0.731301,0.117921,[ 2 85] ; [  5 159],[ 2.42629482 84.57370518] ; [  4.57370518 159.42629482],0
s7,1,0.822842,0.050127,[16 68] ; [ 32 126],[16.66115702 67.33884298] ; [ 31.33884298 126.66115702],0
n1,1,0.864314,0.029202,[ 8 15] ; [22 45],[ 7.66666667 15.33333333] ; [22.33333333 44.66666667],0
v3,1,0.92563,0.008713,[24 61] ; [ 44 115],[23.68852459 61.31147541] ; [ 44.31147541 114.68852459],0
d4,1,0.935718,0.006505,[66 22] ; [123  40],[66.26294821 21.73705179] ; [122.73705179  40.26294821],0
u4,1,0.953735,0.003366,[ 1 87] ; [  2 162],[ 1.04761905 86.95238095] ; [  1.95238095 162.04761905],0
s5,1,0.964951,0.001931,[13 73] ; [ 24 137],[12.88259109 73.11740891] ; [ 24.11740891 136.88259109],0
u3,1,0.965826,0.001836,[17 19] ; [29 33],[16.89795918 19.10204082] ; [29.10204082 32.89795918],0
a8,1,0.973343,0.001117,[ 8 73] ; [ 15 139],[ 7.92765957 73.07234043] ; [ 15.07234043 138.92765957],0
