Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,46.141752,[43 10] ; [ 4 36],[26.78494624 26.21505376] ; [20.21505376 19.78494624],1
n6,1,0.00457,8.042334,[38 15] ; [17 23],[31.34408602 21.65591398] ; [23.65591398 16.34408602],0
a7,1,0.022385,5.215593,[24 29] ; [27 12],[29.38043478 23.61956522] ; [21.61956522 17.38043478],0
d4,1,0.030048,4.706522,[29 23] ; [31  9],[33.91304348 18.08695652] ; [26.08695652 13.91304348],0
u2,1,0.040132,4.212299,[13 22] ; [16  9],[16.91666667 18.08333333] ; [12.08333333 12.91666667],0
d3,1,0.045785,3.989493,[21 31] ; [24 15],[25.71428571 26.28571429] ; [19.28571429 19.71428571],0
n3,1,0.087366,2.922251,[ 9 12] ; [12  5],[11.60526316  9.39473684] ; [9.39473684 7.60526316],0
u3,1,0.122535,2.384615,[15 21] ; [16 10],[18. 18.] ; [13. 13.],0
s6,1,0.14574,2.116279,[28 24] ; [15 24],[24.57142857 27.42857143] ; [18.42857143 20.57142857],0
p8,1,0.174901,1.840423,[17 35] ; [ 8 32],[14.13043478 37.86956522] ; [10.86956522 29.13043478],0
d5,1,0.182863,1.774198,[28 25] ; [26 13],[31.10869565 21.89130435] ; [22.89130435 16.10869565],0
v1,1,0.218978,1.511058,[22 31] ; [11 27],[19.21978022 33.78021978] ; [13.78021978 24.21978022],0
p6,1,0.221702,1.493319,[13 38] ; [ 6 34],[10.64835165 40.35164835] ; [ 8.35164835 31.64835165],0
s7,1,0.224765,1.473684,[18 30] ; [ 9 27],[15.42857143 32.57142857] ; [11.57142857 24.42857143],0
s4,1,0.231272,1.433019,[ 8 45] ; [10 30],[10.25806452 42.74193548] ; [ 7.74193548 32.25806452],0
r2,1,0.240017,1.380491,[43  9] ; [29 11],[40.69565217 11.30434783] ; [31.30434783  8.69565217],0
v4,1,0.240158,1.379668,[39 13] ; [34  6],[41.26086957 10.73913043] ; [31.73913043  8.26086957],0
d1,1,0.25325,1.305283,[14 39] ; [15 25],[16.52688172 36.47311828] ; [12.47311828 27.52688172],0
r3,1,0.256202,1.289167,[34 17] ; [31  9],[36.42857143 14.57142857] ; [28.57142857 11.42857143],0
a6,1,0.257798,1.280545,[19 34] ; [19 21],[21.65591398 31.34408602] ; [16.34408602 23.65591398],0
a1,1,0.285343,1.141463,[ 4 49] ; [ 1 39],[ 2.84946237 50.15053763] ; [ 2.15053763 37.84946237],0
v2,1,0.293442,1.103764,[17 33] ; [ 9 29],[14.77272727 35.22727273] ; [11.22727273 26.77272727],0
p1,1,0.379038,0.77382,[ 7 46] ; [ 3 37],[ 5.69892473 47.30107527] ; [ 4.30107527 35.69892473],0
a8,1,0.390569,0.737171,[ 3 43] ; [ 1 38],[ 2.16470588 43.83529412] ; [ 1.83529412 37.16470588],0
p7,1,0.395779,0.721114,[21 30] ; [13 27],[19.05494505 31.94505495] ; [14.94505495 25.05494505],0
p2,1,0.429078,0.625317,[36 17] ; [24 16],[34.19354839 18.80645161] ; [25.80645161 14.19354839],0
