Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,46.141752,[43 10] ; [ 4 36],[26.78494624 26.21505376] ; [20.21505376 19.78494624],1
s1,1,0.46439,0.535294,[ 3 48] ; [ 4 36],[ 3.92307692 47.07692308] ; [ 3.07692308 36.92307692],0
p3,1,0.505381,0.443619,[18 35] ; [11 29],[16.52688172 36.47311828] ; [12.47311828 27.52688172],0
n1,1,0.507591,0.439031,[ 7 14] ; [ 4 13],[ 6.07894737 14.92105263] ; [ 4.92105263 12.07894737],0
b2,1,0.510285,0.433482,[ 9 20] ; [ 5 17],[ 7.96078431 21.03921569] ; [ 6.03921569 15.96078431],0
b3,1,0.510285,0.433482,[ 9 20] ; [ 5 17],[ 7.96078431 21.03921569] ; [ 6.03921569 15.96078431],0
a4,1,0.51804,0.417794,[ 6 46] ; [ 3 37],[ 5.08695652 46.91304348] ; [ 3.91304348 36.08695652],0
v3,1,0.520208,0.413481,[15 38] ; [ 8 28],[13.69662921 39.30337079] ; [ 9.30337079 26.69662921],0
p4,1,0.554508,0.349303,[20 32] ; [13 27],[18.65217391 33.34782609] ; [14.34782609 25.65217391],0
b4,1,0.566863,0.32796,[30 23] ; [25 15],[31.34408602 21.65591398] ; [23.65591398 16.34408602],0
n2,1,0.577894,0.309651,[13  8] ; [9 8],[12.15789474  8.84210526] ; [9.84210526 7.15789474],0
b1,1,0.693791,0.155012,[30 23] ; [21 19],[29.06451613 23.93548387] ; [21.93548387 18.06451613],0
s2,1,0.695717,0.152966,[22 31] ; [15 25],[21.08602151 31.91397849] ; [15.91397849 24.08602151],0
u1,1,0.730729,0.118443,[ 2 51] ; [ 1 39],[ 1.70967742 51.29032258] ; [ 1.29032258 38.70967742],0
r1,1,0.736405,0.113312,[31 22] ; [22 18],[30.20430108 22.79569892] ; [22.79569892 17.20430108],0
s8,1,0.745747,0.10514,[13 40] ; [11 29],[13.67741935 39.32258065] ; [10.32258065 29.67741935],0
s3,1,0.808426,0.058786,[24 28] ; [19 20],[24.57142857 27.42857143] ; [18.42857143 20.57142857],0
r4,1,0.824364,0.049255,[33 20] ; [24 16],[32.48387097 20.51612903] ; [24.51612903 15.48387097],0
d2,1,0.90699,0.013651,[14 39] ; [11 29],[14.24731183 38.75268817] ; [10.75268817 29.24731183],0
p10,1,0.917719,0.010673,[24 27] ; [17 20],[23.76136364 27.23863636] ; [17.23863636 19.76136364],0
s5,1,0.922781,0.009396,[10 42] ; [ 7 31],[ 9.82222222 42.17777778] ; [ 7.17777778 30.82222222],0
p9,1,0.928223,0.008115,[25 26] ; [18 18],[25.20689655 25.79310345] ; [17.79310345 18.20689655],0
b5,1,0.93248,0.007178,[34 19] ; [26 14],[34.19354839 18.80645161] ; [25.80645161 14.19354839],0
a3,1,1.0,0.0,[17 34] ; [13 26],[17. 34.] ; [13. 26.],0
