Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000234,13.536019,[5 3] ; [49  1],[7.44827586 0.55172414] ; [46.55172414  3.44827586],1
r1,1,0.000262,13.321875,[3 5] ; [45  5],[6.62068966 1.37931034] ; [41.37931034  8.62068966],1
v2,1,0.000456,12.28699,[1 7] ; [37 12],[5.33333333 2.66666667] ; [32.66666667 16.33333333],1
p2,1,0.004377,8.120487,[2 6] ; [37 12],[5.47368421 2.52631579] ; [33.52631579 15.47368421],0
p10,1,0.007173,7.229105,[3 5] ; [40  9],[6.03508772 1.96491228] ; [36.96491228 12.03508772],0
p3,1,0.010305,6.581433,[1 7] ; [30 19],[4.35087719 3.64912281] ; [26.64912281 22.35087719],0
n6,1,0.015884,5.815706,[4 4] ; [43  7],[6.48275862 1.51724138] ; [40.51724138  9.48275862],0
p11,1,0.017329,5.662768,[3 5] ; [39 11],[5.79310345 2.20689655] ; [36.20689655 13.79310345],0
p7,1,0.025478,4.991087,[2 6] ; [32 16],[4.85714286 3.14285714] ; [29.14285714 18.85714286],0
s6,1,0.028819,4.778369,[2 6] ; [31 16],[4.8 3.2] ; [28.2 18.8],0
s1,1,0.031751,4.611908,[2 6] ; [ 2 47],[0.56140351 7.43859649] ; [ 3.43859649 45.56140351],0
p4,1,0.042107,4.130914,[2 6] ; [31 18],[4.63157895 3.36842105] ; [28.36842105 20.63157895],0
b2,1,0.059709,3.545455,[4 2] ; [ 9 24],[2. 4.] ; [11. 22.],0
b3,1,0.059709,3.545455,[4 2] ; [ 9 24],[2. 4.] ; [11. 22.],0
a3,1,0.090827,2.859652,[7 1] ; [28 22],[4.82758621 3.17241379] ; [30.17241379 19.82758621],0
s3,1,0.112486,2.518941,[2 5] ; [29 19],[3.94545455 3.05454545] ; [27.05454545 20.94545455],0
p1,1,0.218428,1.514668,[3 5] ; [ 9 40],[1.68421053 6.31578947] ; [10.31578947 38.68421053],0
b1,1,0.232806,1.423636,[5 3] ; [20 30],[3.44827586 4.55172414] ; [21.55172414 28.44827586],0
b5,1,0.232806,1.423636,[3 5] ; [30 20],[4.55172414 3.44827586] ; [28.44827586 21.55172414],0
s5,1,0.235431,1.407743,[1 7] ; [16 32],[2.42857143 5.57142857] ; [14.57142857 33.42857143],0
d2,1,0.270437,1.21453,[3 5] ; [10 40],[1.79310345 6.20689655] ; [11.20689655 38.79310345],0
p9,1,0.28541,1.141149,[5 3] ; [39 10],[6.1754386 1.8245614] ; [37.8245614 11.1754386],0
a4,1,0.341488,0.904838,[3 5] ; [11 39],[1.93103448 6.06896552] ; [12.06896552 37.93103448],0
p8,1,0.355233,0.854677,[3 5] ; [27 22],[4.21052632 3.78947368] ; [25.78947368 23.21052632],0
a5,1,0.477483,0.504607,[6 2] ; [31 19],[5.10344828 2.89655172] ; [31.89655172 18.10344828],0
s7,1,0.593506,0.284903,[3 5] ; [21 23],[3.69230769 4.30769231] ; [20.30769231 23.69230769],0
v1,1,0.625697,0.237941,[4 4] ; [29 20],[4.63157895 3.36842105] ; [28.36842105 20.63157895],0
d5,1,0.65354,0.201466,[3 5] ; [23 27],[3.5862069 4.4137931] ; [22.4137931 27.5862069],0
n5,1,0.702185,0.146208,[7 1] ; [41  9],[6.62068966 1.37931034] ; [41.37931034  8.62068966],0
b4,1,0.730326,0.118812,[5 3] ; [28 22],[4.55172414 3.44827586] ; [28.44827586 21.55172414],0
a7,1,0.758273,0.09471,[5 3] ; [34 16],[5.37931034 2.62068966] ; [33.62068966 16.37931034],0
p5,1,0.783165,0.075733,[1 7] ; [ 8 41],[1.26315789 6.73684211] ; [ 7.73684211 41.26315789],0
a2,1,0.829316,0.046474,[1 7] ; [ 5 45],[0.82758621 7.17241379] ; [ 5.17241379 44.82758621],0
s8,1,0.877456,0.023776,[3 5] ; [17 32],[2.80701754 5.19298246] ; [17.19298246 31.80701754],0
n4,1,0.90905,0.01305,[7 1] ; [43  7],[6.89655172 1.10344828] ; [43.10344828  6.89655172],0
s2,1,0.911058,0.012478,[3 5] ; [19 29],[3.14285714 4.85714286] ; [18.85714286 29.14285714],0
d3,1,0.934675,0.006718,[3 5] ; [18 32],[2.89655172 5.10344828] ; [18.10344828 31.89655172],0
p6,1,0.966813,0.001731,[3 5] ; [18 31],[2.94736842 5.05263158] ; [18.05263158 30.94736842],0
a6,1,0.978411,0.000732,[5 3] ; [31 19],[4.96551724 3.03448276] ; [31.03448276 18.96551724],0
