Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000886,11.05173,[57  8] ; [1 3],[54.63768116 10.36231884] ; [3.36231884 0.63768116],1
s3,1,0.068554,3.317308,[45 20] ; [1 3],[43.33333333 21.66666667] ; [2.66666667 1.33333333],0
a5,1,0.081859,3.027596,[44 21] ; [1 3],[42.39130435 22.60869565] ; [2.60869565 1.39130435],0
p9,1,0.084331,2.979389,[53 10] ; [2 2],[51.71641791 11.28358209] ; [3.28358209 0.71641791],0
p10,1,0.139813,2.180015,[51 12] ; [2 2],[49.8358209 13.1641791] ; [3.1641791 0.8358209],0
d5,1,0.157993,1.993333,[52 13] ; [2 2],[50.86956522 14.13043478] ; [3.13043478 0.86956522],0
p12,1,0.163359,1.942857,[ 4 60] ; [1 3],[ 4.70588235 59.29411765] ; [0.29411765 3.70588235],0
v4,1,0.163359,1.942857,[60  4] ; [3 1],[59.29411765  4.70588235] ; [3.70588235 0.29411765],0
p5,1,0.168689,1.89456,[ 4 59] ; [1 3],[ 4.70149254 58.29850746] ; [0.29850746 3.70149254],0
a1,1,0.233123,1.421703,[ 5 60] ; [1 3],[ 5.65217391 59.34782609] ; [0.34782609 3.65217391],0
u2,1,0.24421,1.356128,[10 13] ; [3 1],[11.07407407 11.92592593] ; [1.92592593 2.07407407],0
n6,1,0.310836,1.027121,[47 17] ; [2 2],[46.11764706 17.88235294] ; [2.88235294 1.11764706],0
b5,1,0.317044,1.001102,[33 32] ; [1 3],[32.02898551 32.97101449] ; [1.97101449 2.02898551],0
p4,1,0.331766,0.941991,[32 32] ; [3 1],[32.94117647 31.05882353] ; [2.05882353 1.94117647],0
s8,1,0.377068,0.78024,[31 34] ; [1 3],[30.14492754 34.85507246] ; [1.85507246 2.14492754],0
a7,1,0.380923,0.76772,[46 19] ; [2 2],[45.2173913 19.7826087] ; [2.7826087 1.2173913],0
b1,1,0.380923,0.76772,[19 46] ; [2 2],[19.7826087 45.2173913] ; [1.2173913 2.7826087],0
p6,1,0.406819,0.688077,[19 44] ; [2 2],[19.74626866 43.25373134] ; [1.25373134 2.74626866],0
d2,1,0.409076,0.681484,[30 35] ; [1 3],[29.20289855 35.79710145] ; [1.79710145 2.20289855],0
s2,1,0.423116,0.641646,[45 20] ; [2 2],[44.27536232 20.72463768] ; [2.72463768 1.27536232],0
d3,1,0.423116,0.641646,[45 20] ; [2 2],[44.27536232 20.72463768] ; [2.72463768 1.27536232],0
p1,1,0.484163,0.489471,[ 8 55] ; [1 3],[ 8.46268657 54.53731343] ; [0.53731343 3.46268657],0
b4,1,0.510295,0.433462,[43 22] ; [2 2],[42.39130435 22.60869565] ; [2.60869565 1.39130435],0
n2,1,0.512054,0.429868,[18  7] ; [1 1],[17.59259259  7.40740741] ; [1.40740741 0.59259259],0
s4,1,0.550763,0.355952,[26 39] ; [1 3],[25.43478261 39.56521739] ; [1.56521739 2.43478261],0
u3,1,0.5891,0.291752,[14  9] ; [3 1],[14.48148148  8.51851852] ; [2.51851852 1.48148148],0
s6,1,0.610136,0.259977,[55 10] ; [3 1],[54.63768116 10.36231884] ; [3.36231884 0.63768116],0
p11,1,0.76083,0.092654,[44 21] ; [3 1],[44.27536232 20.72463768] ; [2.72463768 1.27536232],0
n1,1,0.781814,0.076705,[10 15] ; [1 1],[10.18518519 14.81481481] ; [0.81481481 1.18518519],0
p7,1,0.794679,0.067725,[34 26] ; [2 2],[33.75 26.25] ; [2.25 1.75],0
v3,1,0.811795,0.056697,[19 43] ; [1 3],[18.78787879 43.21212121] ; [1.21212121 2.78787879],0
v1,1,0.877334,0.023824,[29 34] ; [2 2],[29.14925373 33.85074627] ; [1.85074627 2.14925373],0
s7,1,0.897079,0.016732,[28 32] ; [2 2],[28.125 31.875] ; [1.875 2.125],0
p3,1,0.903312,0.014757,[30 34] ; [2 2],[30.11764706 33.88235294] ; [1.88235294 2.11764706],0
p8,1,0.926345,0.008546,[30 33] ; [2 2],[30.08955224 32.91044776] ; [1.91044776 2.08955224],0
p2,1,0.930822,0.007536,[46 17] ; [3 1],[46.07462687 16.92537313] ; [2.92537313 1.07462687],0
n5,1,0.959319,0.002602,[17 48] ; [1 3],[16.95652174 48.04347826] ; [1.04347826 2.95652174],0
