Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000392,12.569844,[26  5] ; [ 9 15],[19.72727273 11.27272727] ; [15.27272727  8.72727273],1
a4,1,0.497143,0.461029,[11 22] ; [ 6 18],[ 9.84210526 23.15789474] ; [ 7.15789474 16.84210526],0
d3,1,0.553759,0.350626,[17 16] ; [10 13],[15.91071429 17.08928571] ; [11.08928571 11.91071429],0
s5,1,0.554087,0.350047,[ 7 22] ; [ 4 19],[ 6.13461538 22.86538462] ; [ 4.86538462 18.13461538],0
r1,1,0.578158,0.309222,[ 7 24] ; [ 7 17],[ 7.89090909 23.10909091] ; [ 6.10909091 17.89090909],0
r2,1,0.600532,0.274195,[15 13] ; [14  9],[15.92156863 12.07843137] ; [13.07843137  9.92156863],0
b2,1,0.611982,0.257299,[ 6 19] ; [ 2 10],[ 5.40540541 19.59459459] ; [2.59459459 9.40540541],0
b3,1,0.611982,0.257299,[ 6 19] ; [ 2 10],[ 5.40540541 19.59459459] ; [2.59459459 9.40540541],0
v4,1,0.634308,0.226264,[20  8] ; [15  8],[19.21568627  8.78431373] ; [15.78431373  7.21568627],0
u2,1,0.697161,0.151442,[6 3] ; [7 5],[5.57142857 3.42857143] ; [7.42857143 4.57142857],0
p6,1,0.708023,0.14026,[11 19] ; [10 14],[11.66666667 18.33333333] ; [ 9.33333333 14.66666667],0
b1,1,0.708299,0.139982,[19 14] ; [15  9],[19.68421053 13.31578947] ; [14.31578947  9.68421053],0
p12,1,0.731871,0.1174,[ 2 30] ; [ 1 23],[ 1.71428571 30.28571429] ; [ 1.28571429 22.71428571],0
d4,1,0.744847,0.105912,[22 11] ; [15  9],[21.42105263 11.57894737] ; [15.57894737  8.42105263],0
a1,1,0.75188,0.099958,[ 2 31] ; [ 1 23],[ 1.73684211 31.26315789] ; [ 1.26315789 22.73684211],0
n3,1,0.780914,0.077355,[9 6] ; [6 5],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
p4,1,0.812688,0.05615,[19 13] ; [15  9],[19.42857143 12.57142857] ; [14.57142857  9.42857143],0
a7,1,0.843086,0.039184,[17 16] ; [13 11],[17.36842105 15.63157895] ; [12.63157895 11.36842105],0
n1,1,0.872518,0.025748,[ 5 10] ; [4 7],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
v1,1,0.909737,0.012853,[13 18] ; [10 13],[13.2037037 17.7962963] ; [ 9.7962963 13.2037037],0
s1,1,0.920483,0.009965,[ 3 30] ; [ 2 22],[ 2.89473684 30.10526316] ; [ 2.10526316 21.89473684],0
u1,1,0.920483,0.009965,[ 3 30] ; [ 2 22],[ 2.89473684 30.10526316] ; [ 2.10526316 21.89473684],0
b5,1,0.930026,0.007711,[21 12] ; [15  9],[20.84210526 12.15789474] ; [15.15789474  8.84210526],0
s4,1,1.0,0.0,[ 8 24] ; [ 6 18],[ 8. 24.] ; [ 6. 18.],0
