Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,48.609984,[114  29] ; [28 56],[89.45374449 53.54625551] ; [52.54625551 31.45374449],1
a4,1,0.002612,9.060477,[64 78] ; [21 63],[53.40707965 88.59292035] ; [31.59292035 52.40707965],0
a5,1,0.003322,8.621836,[97 47] ; [40 44],[86.52631579 57.47368421] ; [50.47368421 33.52631579],0
n1,1,0.010066,6.623252,[18 18] ; [ 9 32],[12.62337662 23.37662338] ; [14.37662338 26.62337662],0
a8,1,0.01222,6.2786,[ 17 119] ; [ 2 78],[ 11.96296296 124.03703704] ; [ 7.03703704 72.96296296],0
n6,1,0.01433,5.997047,[111  33] ; [52 32],[102.94736842  41.05263158] ; [60.05263158 23.94736842],0
d2,1,0.014592,5.965064,[63 77] ; [24 60],[54.375 85.625] ; [32.625 51.375],0
p11,1,0.017071,5.689085,[106  38] ; [49 35],[97.89473684 46.10526316] ; [57.10526316 26.89473684],0
b2,1,0.023234,5.150941,[35 44] ; [ 8 28],[29.53913043 49.46086957] ; [13.46086957 22.53913043],0
b3,1,0.023234,5.150941,[35 44] ; [ 8 28],[29.53913043 49.46086957] ; [13.46086957 22.53913043],0
s1,1,0.058133,3.589865,[  2 139] ; [ 5 79],[  4.38666667 136.61333333] ; [ 2.61333333 81.38666667],0
p3,1,0.062984,3.45701,[ 40 104] ; [14 69],[ 34.25550661 109.74449339] ; [19.74449339 63.25550661],0
p6,1,0.075149,3.166808,[ 17 125] ; [ 4 79],[ 13.25333333 128.74666667] ; [ 7.74666667 75.25333333],0
p12,1,0.09861,2.727881,[ 11 133] ; [ 2 82],[  8.21052632 135.78947368] ; [ 4.78947368 79.21052632],0
a1,1,0.09861,2.727881,[ 11 133] ; [ 2 82],[  8.21052632 135.78947368] ; [ 4.78947368 79.21052632],0
b1,1,0.111411,2.534085,[58 86] ; [25 59],[52.42105263 91.57894737] ; [30.57894737 53.42105263],0
p4,1,0.114392,2.492469,[52 91] ; [22 62],[46.61674009 96.38325991] ; [27.38325991 56.61674009],0
p10,1,0.12326,2.375406,[95 47] ; [47 36],[89.61777778 52.38222222] ; [52.38222222 30.61777778],0
r4,1,0.144272,2.131788,[112  32] ; [58 26],[107.36842105  36.63157895] ; [62.63157895 21.36842105],0
s4,1,0.145471,2.119115,[ 17 125] ; [16 68],[ 20.73451327 121.26548673] ; [12.26548673 71.73451327],0
v1,1,0.178429,1.810658,[58 83] ; [27 57],[53.26666667 87.73333333] ; [31.73333333 52.26666667],0
u2,1,0.18385,1.766225,[34 28] ; [17 24],[30.69902913 31.30097087] ; [20.30097087 20.69902913],0
u3,1,0.18385,1.766225,[28 34] ; [24 17],[31.30097087 30.69902913] ; [20.69902913 20.30097087],0
v3,1,0.187038,1.740792,[41 95] ; [18 64],[36.80733945 99.19266055] ; [22.19266055 59.80733945],0
b4,1,0.207132,1.591359,[96 48] ; [49 35],[91.57894737 52.42105263] ; [53.42105263 30.57894737],0
v4,1,0.219214,1.509507,[118  26] ; [74 10],[121.26315789  22.73684211] ; [70.73684211 13.26315789],0
p1,1,0.250367,1.321257,[ 15 129] ; [ 5 79],[ 12.63157895 131.36842105] ; [ 7.36842105 76.63157895],0
s8,1,0.27022,1.21563,[ 23 121] ; [ 9 75],[ 20.21052632 123.78947368] ; [11.78947368 72.21052632],0
s5,1,0.301594,1.067132,[ 20 113] ; [17 66],[ 22.78240741 110.21759259] ; [14.21759259 68.78240741],0
a3,1,0.338067,0.917747,[82 60] ; [43 41],[78.53982301 63.46017699] ; [46.46017699 37.53982301],0
a6,1,0.344998,0.89177,[98 46] ; [52 32],[94.73684211 49.26315789] ; [55.26315789 28.73684211],0
a2,1,0.404462,0.695022,[ 21 123] ; [ 9 75],[ 18.94736842 125.05263158] ; [11.05263158 72.94736842],0
r3,1,0.444676,0.584186,[118  24] ; [73 11],[120.00884956  21.99115044] ; [70.99115044 13.00884956],0
n3,1,0.46257,0.539669,[24 12] ; [24 17],[22.44155844 13.55844156] ; [25.55844156 15.44155844],0
r2,1,0.493292,0.469338,[127  16] ; [72 12],[125.36123348  17.63876652] ; [73.63876652 10.36123348],0
p2,1,0.51184,0.430303,[92 52] ; [50 34],[89.68421053 54.31578947] ; [52.31578947 31.68421053],0
p8,1,0.532554,0.389517,[ 29 114] ; [20 64],[ 30.86784141 112.13215859] ; [18.13215859 65.86784141],0
r1,1,0.540689,0.374265,[96 48] ; [52 31],[93.88546256 50.11453744] ; [54.11453744 28.88546256],0
n2,1,0.566957,0.327801,[27 11] ; [26 14],[25.82051282 12.17948718] ; [27.17948718 12.82051282],0
d3,1,0.577555,0.310204,[82 62] ; [51 33],[84. 60.] ; [49. 35.],0
s6,1,0.588339,0.292946,[61 81] ; [33 51],[59.0619469 82.9380531] ; [34.9380531 49.0619469],0
u1,1,0.619371,0.246753,[ 13 131] ; [ 6 78],[ 12. 132.] ; [ 7. 77.],0
b5,1,0.649063,0.207084,[83 61] ; [51 33],[84.63157895 59.36842105] ; [49.36842105 34.63157895],0
a7,1,0.705806,0.142503,[97 46] ; [59 25],[98.27312775 44.72687225] ; [57.72687225 26.27312775],0
s2,1,0.71169,0.136595,[ 34 106] ; [22 61],[ 35.15695067 104.84304933] ; [20.84304933 62.15695067],0
d1,1,0.793821,0.068305,[66 78] ; [37 47],[65.05263158 78.94736842] ; [37.94736842 46.05263158],0
p5,1,0.83233,0.044823,[  6 138] ; [ 4 80],[  6.31578947 137.68421053] ; [ 3.68421053 80.31578947],0
s3,1,0.883451,0.02149,[46 93] ; [27 57],[45.50224215 93.49775785] ; [27.49775785 56.50224215],0
v2,1,0.891066,0.018757,[56 76] ; [36 47],[56.48372093 75.51627907] ; [35.51627907 47.48372093],0
p9,1,0.896753,0.016839,[98 43] ; [57 26],[97.56696429 43.43303571] ; [57.43303571 25.56696429],0
d4,1,0.949629,0.003991,[105  38] ; [62 22],[105.20264317  37.79735683] ; [61.79735683 22.20264317],0
d5,1,0.987398,0.000249,[101  43] ; [59 25],[101.05263158  42.94736842] ; [58.94736842 25.05263158],0
