Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,26.508111,[ 4 50] ; [19 14],[14.27586207 39.72413793] ; [ 8.72413793 24.27586207],1
p3,1,6e-06,20.562365,[ 6 48] ; [19 15],[15.34090909 38.65909091] ; [ 9.65909091 24.34090909],1
p8,1,8e-06,19.929198,[ 7 48] ; [19 14],[16.25 38.75] ; [ 9.75 23.25],1
p7,1,1.2e-05,19.130358,[11 42] ; [23 11],[20.71264368 32.28735632] ; [13.28735632 20.71264368],1
p11,1,0.000172,14.110196,[23 32] ; [28  6],[31.51685393 23.48314607] ; [19.48314607 14.51685393],1
p2,1,0.00033,12.894193,[23 31] ; [27  6],[31.03448276 22.96551724] ; [18.96551724 14.03448276],1
p9,1,0.001142,10.581532,[26 26] ; [28  5],[33.03529412 18.96470588] ; [20.96470588 12.03529412],0
s8,1,0.001399,10.206823,[ 8 47] ; [15 18],[14.375 40.625] ; [ 8.625 24.375],0
p10,1,0.002829,8.91448,[25 29] ; [26  7],[31.65517241 22.34482759] ; [19.34482759 13.65517241],0
a4,1,0.004708,7.988381,[14 40] ; [19 15],[20.25 33.75] ; [12.75 21.25],0
a5,1,0.006616,7.374433,[26 29] ; [26  8],[32.13483146 22.86516854] ; [19.86516854 14.13483146],0
s7,1,0.010751,6.505998,[15 38] ; [17 13],[20.43373494 32.56626506] ; [11.56626506 18.43373494],0
p5,1,0.010935,6.475805,[ 3 51] ; [ 8 25],[ 6.82758621 47.17241379] ; [ 4.17241379 28.82758621],0
n6,1,0.012396,6.25327,[30 24] ; [27  6],[35.37931034 18.62068966] ; [21.62068966 11.37931034],0
a1,1,0.014285,6.00262,[12 43] ; [ 1 33],[ 8.03370787 46.96629213] ; [ 4.96629213 29.03370787],0
v2,1,0.038018,4.304203,[15 39] ; [16 16],[19.46511628 34.53488372] ; [11.53488372 20.46511628],0
s2,1,0.061131,3.506442,[14 41] ; [14 17],[17.90697674 37.09302326] ; [10.09302326 20.90697674],0
u1,1,0.06378,3.436257,[ 3 52] ; [ 6 28],[ 5.56179775 49.43820225] ; [ 3.43820225 30.56179775],0
d5,1,0.073302,3.207477,[30 25] ; [25  9],[33.98876404 21.01123596] ; [21.01123596 12.98876404],0
r3,1,0.087859,2.913167,[23 30] ; [20 12],[26.81176471 26.18823529] ; [16.18823529 15.81176471],0
a3,1,0.089919,2.875817,[30 24] ; [25  9],[33.75 20.25] ; [21.25 12.75],0
b1,1,0.108897,2.57015,[26 29] ; [22 12],[29.66292135 25.33707865] ; [18.33707865 15.66292135],0
n2,1,0.129627,2.296963,[19 12] ; [11  2],[21.13636364  9.86363636] ; [8.86363636 4.13636364],0
d3,1,0.138038,2.19969,[23 31] ; [20 14],[26.38636364 27.61363636] ; [16.61363636 17.38636364],0
s4,1,0.143175,2.143496,[ 8 47] ; [ 9 24],[10.625 44.375] ; [ 6.375 26.625],0
u2,1,0.160475,1.969742,[ 7 17] ; [5 4],[ 8.72727273 15.27272727] ; [3.27272727 5.72727273],0
d1,1,0.176364,1.828001,[18 37] ; [16 18],[21.01123596 33.98876404] ; [12.98876404 21.01123596],0
s6,1,0.189709,1.719878,[18 37] ; [15 17],[20.86206897 34.13793103] ; [12.13793103 19.86206897],0
a2,1,0.209027,1.578151,[ 6 49] ; [ 7 27],[ 8.03370787 46.96629213] ; [ 4.96629213 29.03370787],0
n1,1,0.258362,1.277513,[11 20] ; [7 6],[12.68181818 18.31818182] ; [5.31818182 7.68181818],0
p12,1,0.310328,1.029279,[ 1 53] ; [ 2 32],[ 1.84090909 52.15909091] ; [ 1.15909091 32.84090909],0
b4,1,0.355568,0.853487,[33 22] ; [17 17],[30.8988764 24.1011236] ; [19.1011236 14.8988764],0
a8,1,0.408074,0.684405,[ 4 48] ; [ 1 30],[ 3.13253012 48.86746988] ; [ 1.86746988 29.13253012],0
p1,1,0.425498,0.63508,[ 8 47] ; [ 3 31],[ 6.79775281 48.20224719] ; [ 4.20224719 29.79775281],0
d2,1,0.437159,0.603728,[22 31] ; [17 17],[23.75862069 29.24137931] ; [15.24137931 18.75862069],0
v1,1,0.468138,0.526368,[15 37] ; [12 21],[16.51764706 35.48235294] ; [10.48235294 22.51764706],0
n4,1,0.477337,0.50494,[44 11] ; [25  9],[42.64044944 12.35955056] ; [26.35955056  7.64044944],0
d4,1,0.495781,0.463955,[31 23] ; [22 12],[32.52272727 21.47727273] ; [20.47727273 13.52272727],0
s3,1,0.496032,0.463416,[19 36] ; [13 18],[20.46511628 34.53488372] ; [11.53488372 19.46511628],0
b5,1,0.533306,0.388087,[27 28] ; [19 15],[28.42696629 26.57303371] ; [17.57303371 16.42696629],0
s1,1,0.53797,0.379315,[ 3 52] ; [ 3 31],[ 3.70786517 51.29213483] ; [ 2.29213483 31.70786517],0
r2,1,0.571672,0.319892,[33 21] ; [17 14],[31.76470588 22.23529412] ; [18.23529412 12.76470588],0
u3,1,0.586289,0.296178,[ 6 19] ; [3 6],[ 6.61764706 18.38235294] ; [2.38235294 6.61764706],0
n3,1,0.598735,0.276909,[14 17] ; [7 6],[14.79545455 16.20454545] ; [6.20454545 6.79545455],0
s5,1,0.618161,0.248461,[ 7 48] ; [ 5 25],[ 7.76470588 47.23529412] ; [ 4.23529412 25.76470588],0
v3,1,0.651263,0.204312,[14 41] ; [ 7 26],[13.125 41.875] ; [ 7.875 25.125],0
v4,1,0.656564,0.197724,[31 24] ; [19 12],[31.97674419 23.02325581] ; [18.02325581 12.97674419],0
a6,1,0.771706,0.084184,[29 26] ; [19 15],[29.66292135 25.33707865] ; [18.33707865 15.66292135],0
r1,1,0.850931,0.035318,[14 41] ; [ 9 24],[14.375 40.625] ; [ 8.625 24.375],0
b2,1,0.863534,0.029542,[11 20] ; [ 9 18],[10.68965517 20.31034483] ; [ 9.31034483 17.68965517],0
b3,1,0.863534,0.029542,[11 20] ; [ 9 18],[10.68965517 20.31034483] ; [ 9.31034483 17.68965517],0
a7,1,0.88816,0.019778,[23 31] ; [15 19],[23.31818182 30.68181818] ; [14.68181818 19.31818182],0
