Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,26.167247,[19  8] ; [16 71],[ 8.28947368 18.71052632] ; [26.71052632 60.28947368],1
a2,1,0.200685,1.637381,[ 1 26] ; [11 79],[ 2.76923077 24.23076923] ; [ 9.23076923 80.76923077],0
b1,1,0.263856,1.248413,[12 15] ; [51 39],[14.53846154 12.46153846] ; [48.46153846 41.53846154],0
p2,1,0.277932,1.177175,[16 10] ; [43 44],[13.57522124 12.42477876] ; [45.42477876 41.57522124],0
p9,1,0.293563,1.103209,[16 11] ; [41 45],[13.61946903 13.38053097] ; [43.38053097 42.61946903],0
v2,1,0.303101,1.0605,[11 15] ; [27 59],[ 8.82142857 17.17857143] ; [29.17857143 56.82142857],0
d1,1,0.344532,0.893495,[12 15] ; [31 59],[ 9.92307692 17.07692308] ; [33.07692308 56.92307692],0
n5,1,0.353408,0.861183,[13 13] ; [53 35],[15.05263158 10.94736842] ; [50.94736842 37.05263158],0
d4,1,0.416874,0.65911,[19  8] ; [55 34],[17.22413793  9.77586207] ; [56.77586207 32.22413793],0
p11,1,0.435457,0.608225,[14 13] ; [39 51],[12.23076923 14.76923077] ; [40.76923077 49.23076923],0
u1,1,0.461948,0.54117,[ 1 26] ; [ 7 83],[ 1.84615385 25.15384615] ; [ 6.15384615 83.84615385],0
v1,1,0.48491,0.487802,[10 17] ; [26 61],[ 8.52631579 18.47368421] ; [27.47368421 59.52631579],0
n6,1,0.493921,0.467973,[15 10] ; [46 42],[13.49557522 11.50442478] ; [47.50442478 40.49557522],0
d5,1,0.532299,0.39,[18  9] ; [54 36],[16.61538462 10.38461538] ; [55.38461538 34.61538462],0
p5,1,0.579157,0.307599,[ 1 25] ; [ 6 82],[ 1.59649123 24.40350877] ; [ 5.40350877 82.59649123],0
a3,1,0.666258,0.18601,[16 11] ; [48 40],[15.02608696 11.97391304] ; [48.97391304 39.02608696],0
a8,1,0.670906,0.180544,[ 1 25] ; [ 5 78],[ 1.43119266 24.56880734] ; [ 4.56880734 78.43119266],0
p1,1,0.72351,0.125155,[ 2 24] ; [ 9 81],[ 2.46551724 23.53448276] ; [ 8.53448276 81.46551724],0
r2,1,0.771455,0.084374,[16 10] ; [49 35],[15.36363636 10.63636364] ; [49.63636364 34.36363636],0
a4,1,0.772938,0.083252,[ 8 19] ; [29 60],[ 8.61206897 18.38793103] ; [28.38793103 60.61206897],0
v4,1,0.782007,0.076565,[14 11] ; [52 36],[14.60176991 10.39823009] ; [51.39823009 36.60176991],0
r1,1,0.786224,0.073559,[ 8 19] ; [24 65],[ 7.44827586 19.55172414] ; [24.55172414 64.44827586],0
a5,1,0.787104,0.07294,[13 14] ; [46 44],[13.61538462 13.38461538] ; [45.38461538 44.61538462],0
d2,1,0.798885,0.064918,[10 17] ; [35 53],[10.56521739 16.43478261] ; [34.43478261 53.56521739],0
a7,1,0.866304,0.028344,[14 13] ; [44 44],[13.6173913 13.3826087] ; [44.3826087 43.6173913],0
n4,1,0.87238,0.025804,[15 12] ; [51 38],[15.36206897 11.63793103] ; [50.63793103 38.36206897],0
b5,1,0.892395,0.018299,[14 13] ; [48 42],[14.30769231 12.69230769] ; [47.69230769 42.30769231],0
u2,1,0.932811,0.007108,[4 6] ; [17 24],[4.11764706 5.88235294] ; [16.88235294 24.11764706],0
n3,1,0.937186,0.00621,[7 7] ; [21 20],[7.12727273 6.87272727] ; [20.87272727 20.12727273],0
v3,1,0.988203,0.000219,[ 5 21] ; [17 72],[ 4.97391304 21.02608696] ; [17.02608696 71.97391304],0
a1,1,1.0,0.0,[ 3 24] ; [10 80],[ 3. 24.] ; [10. 80.],0
