Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000654,11.61605,[25 47] ; [37 20],[34.60465116 37.39534884] ; [27.39534884 29.60465116],1
d4,1,0.002119,9.443406,[60 12] ; [33 23],[52.3125 19.6875] ; [40.6875 15.3125],0
a8,1,0.00244,9.185178,[ 2 65] ; [11 44],[ 7.13934426 59.86065574] ; [ 5.86065574 49.13934426],0
d1,1,0.008849,6.853142,[38 34] ; [17 40],[30.69767442 41.30232558] ; [24.30232558 32.69767442],0
p3,1,0.013886,6.052536,[28 43] ; [11 46],[21.6328125 49.3671875] ; [17.3671875 39.6328125],0
d3,1,0.023366,5.141058,[49 23] ; [27 29],[42.75 29.25] ; [33.25 22.75],0
u3,1,0.035395,4.426021,[19  7] ; [10 13],[15.3877551 10.6122449] ; [13.6122449  9.3877551],0
r3,1,0.040634,4.191202,[61 11] ; [39 17],[56.25 15.75] ; [43.75 12.25],0
a7,1,0.078887,3.087685,[50 22] ; [31 26],[45.20930233 26.79069767] ; [35.79069767 21.20930233],0
p5,1,0.095545,2.778371,[ 1 71] ; [ 4 52],[ 2.8125 69.1875] ; [ 2.1875 53.8125],0
d5,1,0.097305,2.749165,[54 18] ; [35 22],[49.6744186 22.3255814] ; [39.3255814 17.6744186],0
b5,1,0.112154,2.523609,[49 23] ; [31 26],[44.65116279 27.34883721] ; [35.34883721 21.65116279],0
r1,1,0.126201,2.338628,[48 23] ; [31 26],[43.8203125 27.1796875] ; [35.1796875 21.8203125],0
a5,1,0.150732,2.064831,[42 30] ; [26 31],[37.95348837 34.04651163] ; [30.04651163 26.95348837],0
r4,1,0.155099,2.021372,[48 24] ; [31 26],[44.09302326 27.90697674] ; [34.90697674 22.09302326],0
u1,1,0.168919,1.892513,[ 7 65] ; [ 2 55],[ 5.02325581 66.97674419] ; [ 3.97674419 53.02325581],0
n1,1,0.191654,1.704857,[ 8 17] ; [13 13],[10.29411765 14.70588235] ; [10.70588235 15.29411765],0
p1,1,0.250979,1.317849,[ 6 65] ; [ 2 55],[ 4.4375 66.5625] ; [ 3.5625 53.4375],0
s1,1,0.283214,1.151601,[ 4 68] ; [ 1 54],[ 2.83464567 69.16535433] ; [ 2.16535433 52.83464567],0
b1,1,0.348972,0.877194,[37 35] ; [34 23],[39.62790698 32.37209302] ; [31.37209302 25.62790698],0
s3,1,0.373886,0.790709,[33 38] ; [31 26],[35.5 35.5] ; [28.5 28.5],0
p8,1,0.373941,0.790525,[26 45] ; [16 39],[23.66666667 47.33333333] ; [18.33333333 36.66666667],0
p7,1,0.405422,0.692185,[33 37] ; [29 24],[35.28455285 34.71544715] ; [26.71544715 26.28455285],0
a6,1,0.417739,0.656668,[43 29] ; [38 19],[45.20930233 26.79069767] ; [35.79069767 21.20930233],0
n2,1,0.432239,0.6168,[15 10] ; [19  8],[16.34615385  8.65384615] ; [17.65384615  9.34615385],0
v4,1,0.442414,0.590013,[57 14] ; [41 14],[55.22222222 15.77777778] ; [42.77777778 12.22222222],0
s4,1,0.464734,0.534469,[15 57] ; [ 9 48],[13.39534884 58.60465116] ; [10.60465116 46.39534884],0
d2,1,0.474936,0.510468,[31 41] ; [21 36],[29.02325581 42.97674419] ; [22.97674419 34.02325581],0
a1,1,0.47639,0.507115,[ 4 68] ; [ 5 52],[ 5.02325581 66.97674419] ; [ 3.97674419 53.02325581],0
a4,1,0.483471,0.491024,[27 45] ; [18 39],[25.11627907 46.88372093] ; [19.88372093 37.11627907],0
u2,1,0.525131,0.403805,[17  9] ; [13 10],[15.91836735 10.08163265] ; [14.08163265  8.91836735],0
s6,1,0.537895,0.379455,[31 40] ; [28 29],[32.7265625 38.2734375] ; [26.2734375 30.7265625],0
a2,1,0.539042,0.377318,[13 59] ; [ 8 49],[11.72093023 60.27906977] ; [ 9.27906977 47.72093023],0
v2,1,0.588602,0.292533,[22 46] ; [20 34],[23.40983607 44.59016393] ; [18.59016393 35.40983607],0
r2,1,0.624319,0.239844,[58 13] ; [43 12],[56.91269841 14.08730159] ; [44.08730159 10.91269841],0
s8,1,0.639937,0.218824,[19 53] ; [13 44],[17.86046512 54.13953488] ; [14.13953488 42.86046512],0
p9,1,0.644223,0.213261,[41 30] ; [34 21],[42.26190476 28.73809524] ; [32.73809524 22.26190476],0
n3,1,0.644634,0.212732,[16  9] ; [15 11],[15.19607843  9.80392157] ; [15.80392157 10.19607843],0
p4,1,0.657361,0.196746,[28 44] ; [20 37],[26.79069767 45.20930233] ; [21.20930233 35.79069767],0
a3,1,0.712847,0.13545,[46 26] ; [34 22],[45. 27.] ; [35. 21.],0
s2,1,0.742354,0.108069,[26 46] ; [19 38],[25.11627907 46.88372093] ; [19.88372093 37.11627907],0
p2,1,0.77844,0.079159,[48 24] ; [36 20],[47.25 24.75] ; [36.75 19.25],0
p10,1,0.786071,0.073666,[37 34] ; [30 25],[37.75396825 33.24603175] ; [29.24603175 25.75396825],0
p12,1,0.88338,0.021517,[ 1 69] ; [ 1 56],[ 1.1023622 68.8976378] ; [ 0.8976378 56.1023622],0
