Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.450778,[75 73] ; [56 10],[90.59813084 57.40186916] ; [40.40186916 25.59813084],1
p8,1,6e-06,20.615245,[61 87] ; [50 17],[76.40930233 71.59069767] ; [34.59069767 32.40930233],1
p4,1,1.2e-05,19.089163,[71 79] ; [53 14],[85.71428571 64.28571429] ; [38.28571429 28.71428571],1
s8,1,0.009174,6.788571,[ 26 124] ; [22 44],[ 33.33333333 116.66666667] ; [14.66666667 51.33333333],0
p1,1,0.009372,6.75044,[  7 143] ; [10 57],[ 11.75115207 138.24884793] ; [ 5.24884793 61.75115207],0
p11,1,0.009555,6.715988,[114  36] ; [61  6],[120.96774194  29.03225806] ; [54.03225806 12.96774194],0
r4,1,0.017514,5.644083,[126  24] ; [64  3],[131.33640553  18.66359447] ; [58.66359447  8.33640553],0
p10,1,0.018103,5.586193,[113  37] ; [59  7],[119.44444444  30.55555556] ; [52.55555556 13.44444444],0
d1,1,0.037284,4.337412,[78 72] ; [45 22],[85.02304147 64.97695853] ; [37.97695853 29.02304147],0
b4,1,0.048997,3.875459,[84 66] ; [47 20],[90.55299539 59.44700461] ; [40.44700461 26.55299539],0
n4,1,0.050787,3.815286,[106  43] ; [56 11],[111.75  37.25] ; [50.25 16.75],0
n2,1,0.055163,3.677152,[27  4] ; [8 5],[24.65909091  6.34090909] ; [10.34090909  2.65909091],0
d3,1,0.062491,3.470021,[90 60] ; [49 18],[96.08294931 53.91705069] ; [42.91705069 24.08294931],0
d5,1,0.076099,3.146312,[114  36] ; [58  9],[118.89400922  31.10599078] ; [53.10599078 13.89400922],0
a3,1,0.076351,3.140906,[103  46] ; [38 29],[97.26388889 51.73611111] ; [43.73611111 23.26388889],0
p3,1,0.077642,3.113578,[63 86] ; [37 30],[68.98148148 80.01851852] ; [31.01851852 35.98148148],0
v2,1,0.0861,2.945818,[84 60] ; [46 19],[89.56937799 54.43062201] ; [40.43062201 24.56937799],0
d4,1,0.114917,2.485261,[116  34] ; [58  9],[120.2764977  29.7235023] ; [53.7235023 13.2764977],0
p2,1,0.123692,2.369933,[121  28] ; [60  7],[124.85648148  24.14351852] ; [56.14351852 10.85648148],0
r1,1,0.145323,2.120668,[113  35] ; [57 10],[117.02325581  30.97674419] ; [52.97674419 14.02325581],0
p9,1,0.152043,2.051634,[122  27] ; [60  7],[125.5462963  23.4537037] ; [56.4537037 10.5462963],0
n5,1,0.15537,2.018716,[109  40] ; [55 12],[113.12962963  35.87037037] ; [50.87037037 16.12962963],0
u4,1,0.176616,1.825873,[  1 149] ; [ 2 65],[  2.07373272 147.92626728] ; [ 0.92626728 66.07373272],0
u1,1,0.188363,1.730377,[ 17 133] ; [12 55],[ 20.04608295 129.95391705] ; [ 8.95391705 58.04608295],0
a1,1,0.18988,1.718551,[  8 142] ; [ 1 66],[  6.22119816 143.77880184] ; [ 2.77880184 64.22119816],0
s6,1,0.198384,1.654232,[76 72] ; [39 25],[80.28301887 67.71698113] ; [34.71698113 29.28301887],0
r2,1,0.201442,1.631885,[136  11] ; [65  2],[138.07009346   8.92990654] ; [62.92990654  4.07009346],0
a4,1,0.284303,1.146406,[65 84] ; [34 32],[68.60930233 80.39069767] ; [30.39069767 35.60930233],0
s3,1,0.288576,1.126254,[50 96] ; [28 39],[53.46478873 92.53521127] ; [24.53521127 42.46478873],0
b2,1,0.295968,1.092273,[31 53] ; [20 23],[33.73228346 50.26771654] ; [17.26771654 25.73228346],0
b3,1,0.295968,1.092273,[31 53] ; [20 23],[33.73228346 50.26771654] ; [17.26771654 25.73228346],0
s5,1,0.320019,0.98887,[ 36 110] ; [20 44],[ 38.93333333 107.06666667] ; [17.06666667 46.93333333],0
r3,1,0.333136,0.936668,[136  12] ; [64  3],[137.6744186  10.3255814] ; [62.3255814  4.6744186],0
a7,1,0.350126,0.873002,[106  43] ; [51 15],[108.80465116  40.19534884] ; [48.19534884 17.80465116],0
u3,1,0.392082,0.732475,[29 18] ; [15 14],[27.21052632 19.78947368] ; [16.78947368 12.21052632],0
d2,1,0.429361,0.62455,[63 87] ; [32 35],[65.66820276 84.33179724] ; [29.33179724 37.66820276],0
a2,1,0.445287,0.58262,[ 29 121] ; [16 51],[ 31.10599078 118.89400922] ; [13.89400922 53.10599078],0
u2,1,0.466146,0.531096,[23 23] ; [12 17],[21.46666667 24.53333333] ; [13.53333333 15.46666667],0
n3,1,0.472714,0.515625,[27  5] ; [9 3],[26.18181818  5.81818182] ; [9.81818182 2.18181818],0
b1,1,0.473024,0.514903,[55 95] ; [28 39],[57.37327189 92.62672811] ; [25.62672811 41.37327189],0
a5,1,0.548827,0.359423,[106  44] ; [50 17],[107.83410138  42.16589862] ; [48.16589862 18.83410138],0
a6,1,0.557161,0.344644,[98 52] ; [41 26],[96.08294931 53.91705069] ; [42.91705069 24.08294931],0
n6,1,0.564223,0.332445,[122  27] ; [57 10],[123.47685185  25.52314815] ; [55.52314815 11.47685185],0
p5,1,0.565545,0.330194,[ 12 137] ; [ 7 60],[ 13.10648148 135.89351852] ; [ 5.89351852 61.10648148],0
v4,1,0.635242,0.225019,[139   9] ; [64  3],[139.73953488   8.26046512] ; [63.26046512  3.73953488],0
v3,1,0.677459,0.173,[58 85] ; [24 40],[56.647343 86.352657] ; [25.352657 38.647343],0
p12,1,0.685342,0.164174,[  9 141] ; [ 5 62],[  9.67741935 140.32258065] ; [ 4.32258065 62.67741935],0
s2,1,0.692472,0.156422,[ 45 102] ; [22 44],[ 46.23943662 100.76056338] ; [20.76056338 45.23943662],0
b5,1,0.740165,0.109982,[95 55] ; [44 23],[96.08294931 53.91705069] ; [42.91705069 24.08294931],0
s4,1,0.777742,0.079673,[ 18 129] ; [ 9 57],[ 18.63380282 128.36619718] ; [ 8.36619718 57.63380282],0
a8,1,0.783563,0.075448,[ 16 123] ; [ 6 53],[ 15.44444444 123.55555556] ; [ 6.55555556 52.44444444],0
s1,1,0.798453,0.065203,[  3 145] ; [ 1 65],[  2.76635514 145.23364486] ; [ 1.23364486 64.76635514],0
n1,1,0.851399,0.035094,[11 20] ; [5 8],[11.27272727 19.72727273] ; [4.72727273 8.27272727],0
