Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,50.272631,[44 63] ; [239  67],[73.31961259 33.68038741] ; [209.68038741  96.31961259],1
d3,1,0.0,34.040261,[54 53] ; [245  62],[77.27777778 29.72222222] ; [221.72222222  85.27777778],1
a2,1,7e-06,20.095122,[11 96] ; [100 207],[28.6884058 78.3115942] ; [ 82.3115942 224.6884058],1
u1,1,1e-05,19.587494,[  7 100] ; [ 83 224],[23.26086957 83.73913043] ; [ 66.73913043 240.26086957],1
b5,1,0.00248,9.154946,[55 52] ; [208  99],[67.97342995 39.02657005] ; [195.02657005 111.97342995],0
r4,1,0.00366,8.445392,[94 13] ; [294  13],[100.28019324   6.71980676] ; [287.71980676  19.28019324],0
d1,1,0.007709,7.099904,[56 51] ; [205 102],[67.45652174 39.54347826] ; [193.54347826 113.45652174],0
p4,1,0.01098,6.468591,[63 44] ; [220  85],[73.49757282 33.50242718] ; [209.50242718  95.49757282],0
b1,1,0.018891,5.511622,[48 59] ; [ 99 208],[37.99275362 69.00724638] ; [109.00724638 197.99275362],0
v4,1,0.01948,5.45788,[100   7] ; [300   6],[103.63196126   3.36803874] ; [296.36803874   9.63196126],0
b3,1,0.029586,4.733169,[39 36] ; [ 73 122],[31.11111111 43.88888889] ; [ 80.88888889 114.11111111],0
b2,1,0.029586,4.733169,[39 36] ; [ 73 122],[31.11111111 43.88888889] ; [ 80.88888889 114.11111111],0
p12,1,0.046428,3.965992,[  5 100] ; [ 35 271],[10.2189781 94.7810219] ; [ 29.7810219 276.2189781],0
p1,1,0.052621,3.7559,[  5 101] ; [ 34 272],[10.03398058 95.96601942] ; [ 28.96601942 277.03398058],0
u2,1,0.054529,3.696427,[ 8 15] ; [46 34],[12.05825243 10.94174757] ; [41.94174757 38.05825243],0
s8,1,0.087239,2.924592,[62 44] ; [148 155],[54.42542787 51.57457213] ; [155.57457213 147.42542787],0
r3,1,0.09046,2.866161,[101   6] ; [299   7],[103.63196126   3.36803874] ; [296.36803874   9.63196126],0
u3,1,0.094008,2.804371,[10 13] ; [51 30],[13.49038462  9.50961538] ; [47.50961538 33.49038462],0
n1,1,0.108371,2.577824,[11  7] ; [20 31],[8.08695652 9.91304348] ; [22.91304348 28.08695652],0
p6,1,0.12819,2.314286,[40 65] ; [140 160],[46.66666667 58.33333333] ; [133.33333333 166.66666667],0
p2,1,0.132313,2.265151,[87 18] ; [271  35],[91.45985401 13.54014599] ; [266.54014599  39.45985401],0
r2,1,0.132472,2.263299,[99  6] ; [297   8],[101.41463415   3.58536585] ; [294.58536585  10.41463415],0
a5,1,0.149225,2.080155,[79 28] ; [247  60],[84.25603865 22.74396135] ; [241.74396135  65.25603865],0
p3,1,0.192622,1.697445,[55 51] ; [181 125],[60.7184466 45.2815534] ; [175.2815534 130.7184466],0
v3,1,0.207792,1.586743,[60 45] ; [149 149],[54.45409429 50.54590571] ; [154.54590571 143.45409429],0
p8,1,0.209928,1.571924,[57 47] ; [186 115],[62.4 41.6] ; [180.6 120.4],0
r1,1,0.237123,1.397616,[86 21] ; [260  45],[89.8592233 17.1407767] ; [256.1407767  48.8592233],0
n5,1,0.254223,1.299945,[96 11] ; [262  45],[92.52657005 14.47342995] ; [265.47342995  41.52657005],0
b4,1,0.268222,1.22582,[59 48] ; [188 119],[63.83816425 43.16183575] ; [183.16183575 123.83816425],0
a1,1,0.337752,0.918947,[  7 100] ; [ 13 294],[  5.16908213 101.83091787] ; [ 14.83091787 292.16908213],0
s5,1,0.379104,0.773605,[45 59] ; [112 180],[41.23232323 62.76767677] ; [115.76767677 176.23232323],0
a3,1,0.389712,0.739842,[84 23] ; [226  78],[80.70559611 26.29440389] ; [229.29440389  74.70559611],0
a4,1,0.44501,0.58333,[56 50] ; [148 157],[52.61313869 53.38686131] ; [151.38686131 153.61313869],0
v2,1,0.499793,0.455376,[69 35] ; [209  90],[71.74193548 32.25806452] ; [206.25806452  92.74193548],0
a8,1,0.502149,0.450392,[14 87] ; [ 45 224],[16.10540541 84.89459459] ; [ 42.89459459 226.10540541],0
p7,1,0.515083,0.423728,[76 28] ; [207  90],[73.39650873 30.60349127] ; [209.60349127  87.39650873],0
n3,1,0.557161,0.344644,[14  4] ; [36 15],[13.04347826  4.95652174] ; [36.95652174 14.04347826],0
s3,1,0.629517,0.232717,[63 44] ; [168 131],[60.87931034 46.12068966] ; [170.12068966 128.87931034],0
s6,1,0.631586,0.229916,[74 30] ; [220  79],[75.87096774 28.12903226] ; [218.12903226  80.87096774],0
d5,1,0.638361,0.220892,[87 19] ; [258  49],[88.5472155 17.4527845] ; [256.4527845  50.5472155],0
n2,1,0.669552,0.182127,[14  4] ; [42  9],[14.60869565  3.39130435] ; [41.39130435  9.60869565],0
s2,1,0.675624,0.175094,[61 46] ; [164 136],[59.15233415 47.84766585] ; [165.84766585 134.15233415],0
s7,1,0.68701,0.162341,[58 46] ; [154 134],[56.24489796 47.75510204] ; [155.75510204 132.24489796],0
u4,1,0.700943,0.147493,[  3 104] ; [ 11 296],[  3.61835749 103.38164251] ; [ 10.38164251 296.61835749],0
n4,1,0.738211,0.111706,[92 15] ; [259  47],[90.937046 16.062954] ; [260.062954  45.937046],0
p9,1,0.752888,0.09912,[94 12] ; [272  31],[94.85574572 11.14425428] ; [271.14425428  31.85574572],0
p10,1,0.764471,0.089769,[91 14] ; [266  37],[91.875 13.125] ; [265.125  37.875],0
s4,1,0.779334,0.078505,[18 89] ; [ 47 253],[17.08845209 89.91154791] ; [ 47.91154791 252.08845209],0
s1,1,0.808301,0.058864,[  3 103] ; [ 10 292],[  3.37745098 102.62254902] ; [  9.62254902 292.37745098],0
d4,1,0.832708,0.044618,[90 16] ; [258  49],[89.31719128 16.68280872] ; [258.68280872  48.31719128],0
p5,1,0.849239,0.036134,[17 88] ; [ 47 258],[16.3902439 88.6097561] ; [ 47.6097561 257.3902439],0
p11,1,0.897506,0.016593,[89 18] ; [257  50],[89.42512077 17.57487923] ; [256.57487923  50.42512077],0
d2,1,0.986543,0.000284,[55 52] ; [157 149],[54.92493947 52.07506053] ; [157.07506053 148.92493947],0
