Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.007985,7.036939,[32  3] ; [3 3],[29.87804878  5.12195122] ; [5.12195122 0.87804878],0
s1,1,0.008084,7.014871,[ 1 34] ; [2 4],[ 2.56097561 32.43902439] ; [0.43902439 5.56097561],0
p2,1,0.020344,5.382173,[31  4] ; [3 3],[29.02439024  5.97560976] ; [4.97560976 1.02439024],0
p11,1,0.041392,4.159903,[30  5] ; [3 3],[28.17073171  6.82926829] ; [4.82926829 1.17073171],0
d1,1,0.046401,3.966981,[26  9] ; [2 4],[23.90243902 11.09756098] ; [4.09756098 1.90243902],0
v1,1,0.059709,3.545455,[24  9] ; [2 4],[22. 11.] ; [4. 2.],0
b1,1,0.066857,3.35856,[15 20] ; [5 1],[17.07317073 17.92682927] ; [2.92682927 3.07317073],0
a7,1,0.097783,2.741343,[24 11] ; [2 4],[22.19512195 12.80487805] ; [3.80487805 2.19512195],0
a5,1,0.11387,2.499677,[28  7] ; [3 3],[26.46341463  8.53658537] ; [4.53658537 1.46341463],0
r3,1,0.160739,1.967256,[31  4] ; [4 2],[29.87804878  5.12195122] ; [5.12195122 0.87804878],0
d2,1,0.175016,1.839449,[22 13] ; [2 4],[20.48780488 14.51219512] ; [3.51219512 2.48780488],0
a6,1,0.175016,1.839449,[22 13] ; [2 4],[20.48780488 14.51219512] ; [3.51219512 2.48780488],0
a3,1,0.227052,1.459236,[26  9] ; [3 3],[24.75609756 10.24390244] ; [4.24390244 1.75609756],0
d5,1,0.251938,1.312525,[30  5] ; [4 2],[29.02439024  5.97560976] ; [4.97560976 1.02439024],0
n2,1,0.259796,1.269841,[5 2] ; [1 2],[4.2 2.8] ; [1.8 1.2],0
a4,1,0.272929,1.201966,[14 21] ; [1 5],[12.80487805 22.19512195] ; [2.19512195 3.80487805],0
s3,1,0.279876,1.167692,[15 20] ; [4 2],[16.2195122 18.7804878] ; [2.7804878 3.2195122],0
d3,1,0.297327,1.086146,[25 10] ; [3 3],[23.90243902 11.09756098] ; [4.09756098 1.90243902],0
u2,1,0.310494,1.028571,[6 3] ; [1 2],[5.25 3.75] ; [1.75 1.25],0
v4,1,0.341185,0.905973,[33  2] ; [5 1],[32.43902439  2.56097561] ; [5.56097561 0.43902439],0
p8,1,0.397422,0.716113,[21 14] ; [2 3],[20.125 14.875] ; [2.875 2.125],0
v3,1,0.412435,0.67177,[17 16] ; [2 4],[16.07692308 16.92307692] ; [2.92307692 3.07692308],0
n1,1,0.490153,0.47619,[3 4] ; [2 1],[3.5 3.5] ; [1.5 1.5],0
n3,1,0.490153,0.47619,[4 3] ; [1 2],[3.5 3.5] ; [1.5 1.5],0
p7,1,0.533249,0.388196,[18 16] ; [4 2],[18.7 15.3] ; [3.3 2.7],0
s2,1,0.550836,0.355821,[13 22] ; [3 3],[13.65853659 21.34146341] ; [2.34146341 3.65853659],0
s6,1,0.5763,0.312255,[23 11] ; [4 1],[23.53846154 10.46153846] ; [3.46153846 1.53846154],0
n6,1,0.587746,0.293878,[31  4] ; [4 1],[30.625  4.375] ; [4.375 0.625],0
a8,1,0.593292,0.285233,[ 3 29] ; [1 5],[ 3.36842105 28.63157895] ; [0.63157895 5.36842105],0
s5,1,0.627079,0.236042,[20 13] ; [3 3],[19.46153846 13.53846154] ; [3.53846154 2.46153846],0
s8,1,0.632585,0.228571,[18 17] ; [2 3],[17.5 17.5] ; [2.5 2.5],0
p4,1,0.697146,0.151457,[26  9] ; [4 2],[25.6097561  9.3902439] ; [4.3902439 1.6097561],0
r1,1,0.697146,0.151457,[26  9] ; [4 2],[25.6097561  9.3902439] ; [4.3902439 1.6097561],0
u3,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
b4,1,0.757093,0.095667,[21 14] ; [4 2],[21.34146341 13.65853659] ; [3.65853659 2.34146341],0
p1,1,0.849026,0.036237,[ 7 28] ; [1 5],[ 6.82926829 28.17073171] ; [1.17073171 4.82926829],0
s7,1,0.862362,0.030057,[19 15] ; [3 2],[19.17948718 14.82051282] ; [2.82051282 2.17948718],0
r4,1,0.878828,0.023243,[30  5] ; [5 1],[29.87804878  5.12195122] ; [5.12195122 0.87804878],0
r2,1,0.977151,0.00082,[29  6] ; [5 1],[29.02439024  5.97560976] ; [4.97560976 1.02439024],0
