Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.005894,7.582437,[5 3] ; [ 3 20],[2.06451613 5.93548387] ; [ 5.93548387 17.06451613],0
v2,1,0.007089,7.250322,[12 12] ; [ 8 35],[ 7.1641791 16.8358209] ; [12.8358209 30.1641791],0
s2,1,0.011035,6.459657,[13 12] ; [10 35],[ 8.21428571 16.78571429] ; [14.78571429 30.21428571],0
r3,1,0.035213,4.434798,[16  9] ; [17 28],[11.78571429 13.21428571] ; [21.21428571 23.78571429],0
p10,1,0.042349,4.121212,[16  8] ; [18 26],[12. 12.] ; [22. 22.],0
p7,1,0.045872,3.986291,[13 11] ; [13 31],[ 9.17647059 14.82352941] ; [16.82352941 27.17647059],0
n2,1,0.052413,3.762542,[10  3] ; [10 13],[7.22222222 5.77777778] ; [12.77777778 10.22222222],0
n3,1,0.060132,3.533754,[9 4] ; [ 8 14],[6.31428571 6.68571429] ; [10.68571429 11.31428571],0
p9,1,0.07073,3.266007,[17  8] ; [19 23],[13.43283582 11.56716418] ; [22.56716418 19.43283582],0
s6,1,0.071582,3.246377,[12 13] ; [12 33],[ 8.57142857 16.42857143] ; [15.42857143 29.57142857],0
s3,1,0.094573,2.794757,[12 13] ; [12 31],[ 8.82352941 16.17647059] ; [15.17647059 27.82352941],0
a3,1,0.122976,2.379009,[17  8] ; [22 23],[13.92857143 11.07142857] ; [25.07142857 19.92857143],0
d4,1,0.122976,2.379009,[17  8] ; [22 23],[13.92857143 11.07142857] ; [25.07142857 19.92857143],0
b1,1,0.127364,2.324346,[19  6] ; [26 19],[16.07142857  8.92857143] ; [28.92857143 16.07142857],0
p3,1,0.141534,2.1612,[ 9 14] ; [10 35],[ 6.42647059 16.57352941] ; [12.57352941 32.42647059],0
b5,1,0.153875,2.033406,[15 10] ; [19 26],[12.14285714 12.85714286] ; [21.85714286 23.14285714],0
n1,1,0.166356,1.915476,[7 6] ; [ 7 16],[5.05555556 7.94444444] ; [ 8.94444444 14.05555556],0
s8,1,0.212317,1.555556,[ 7 18] ; [ 7 38],[ 5. 20.] ; [ 9. 36.],0
s7,1,0.22457,1.474925,[10 13] ; [12 30],[ 7.78461538 15.21538462] ; [14.21538462 27.78461538],0
s1,1,0.239549,1.383248,[ 3 22] ; [ 2 43],[ 1.78571429 23.21428571] ; [ 3.21428571 41.78571429],0
a2,1,0.252774,1.307905,[ 2 23] ; [ 1 44],[ 1.07142857 23.92857143] ; [ 1.92857143 43.07142857],0
p6,1,0.2582,1.278383,[ 6 18] ; [ 6 37],[ 4.29850746 19.70149254] ; [ 7.70149254 35.29850746],0
b3,1,0.281159,1.161481,[ 5 13] ; [13 17],[ 6.75 11.25] ; [11.25 18.75],0
b2,1,0.281159,1.161481,[ 5 13] ; [13 17],[ 6.75 11.25] ; [11.25 18.75],0
r2,1,0.28218,1.156563,[15  9] ; [21 22],[12.89552239 11.10447761] ; [23.10447761 19.89552239],0
p2,1,0.309926,1.030992,[15  8] ; [23 21],[13.04477612  9.95522388] ; [24.95522388 19.04477612],0
d3,1,0.34295,0.899373,[10 15] ; [13 32],[ 8.21428571 16.78571429] ; [14.78571429 30.21428571],0
r1,1,0.36979,0.804368,[ 8 17] ; [10 35],[ 6.42857143 18.57142857] ; [11.57142857 33.42857143],0
v3,1,0.384007,0.757835,[ 6 19] ; [ 7 38],[ 4.64285714 20.35714286] ; [ 8.35714286 36.64285714],0
b4,1,0.431363,0.619152,[12 13] ; [26 19],[13.57142857 11.42857143] ; [24.42857143 20.57142857],0
a5,1,0.431363,0.619152,[13 12] ; [19 26],[11.42857143 13.57142857] ; [20.57142857 24.42857143],0
a1,1,0.445009,0.583333,[ 3 22] ; [ 3 42],[ 2.14285714 22.85714286] ; [ 3.85714286 41.14285714],0
d5,1,0.45426,0.56,[14 11] ; [21 24],[12.5 12.5] ; [22.5 22.5],0
p5,1,0.510295,0.433462,[ 2 22] ; [ 2 43],[ 1.39130435 22.60869565] ; [ 2.60869565 42.39130435],0
n6,1,0.516323,0.421233,[13 11] ; [28 17],[14.26086957  9.73913043] ; [26.73913043 18.26086957],0
p4,1,0.564432,0.332089,[11 13] ; [17 27],[ 9.88235294 14.11764706] ; [18.11764706 25.88235294],0
p11,1,0.568413,0.325345,[14 11] ; [22 23],[12.85714286 12.14285714] ; [23.14285714 21.85714286],0
a4,1,0.580262,0.305811,[ 9 16] ; [13 31],[ 7.97101449 17.02898551] ; [14.02898551 29.97101449],0
d1,1,0.636009,0.224,[ 8 17] ; [12 33],[ 7.14285714 17.85714286] ; [12.85714286 32.14285714],0
p12,1,0.646563,0.210261,[ 1 23] ; [ 1 44],[ 0.69565217 23.30434783] ; [ 1.30434783 43.69565217],0
p8,1,0.670499,0.181019,[ 7 17] ; [11 34],[ 6.26086957 17.73913043] ; [11.73913043 33.26086957],0
n4,1,0.676477,0.174119,[16  9] ; [31 14],[16.78571429  8.21428571] ; [30.21428571 14.78571429],0
v4,1,0.690866,0.158149,[14 10] ; [24 21],[13.2173913 10.7826087] ; [24.7826087 20.2173913],0
s5,1,0.759982,0.093333,[ 4 21] ; [ 6 39],[ 3.57142857 21.42857143] ; [ 6.42857143 38.57142857],0
d2,1,0.80257,0.062511,[11 14] ; [18 26],[10.50724638 14.49275362] ; [18.49275362 25.50724638],0
s4,1,0.850012,0.03576,[ 4 21] ; [ 8 37],[ 4.28571429 20.71428571] ; [ 7.71428571 37.28571429],0
u2,1,0.889951,0.019145,[3 5] ; [ 8 15],[2.83870968 5.16129032] ; [ 8.16129032 14.83870968],0
n5,1,0.904325,0.014448,[18  7] ; [33 12],[18.21428571  6.78571429] ; [32.78571429 12.21428571],0
a6,1,0.970338,0.001383,[ 9 16] ; [16 29],[ 8.92857143 16.07142857] ; [16.07142857 28.92857143],0
