Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,4e-06,21.34005,[21 46] ; [52 22],[34.68794326 32.31205674] ; [38.31205674 35.68794326],1
v1,1,0.26366,1.249438,[29 39] ; [38 35],[32.31205674 35.68794326] ; [34.68794326 38.31205674],0
u1,1,0.302475,1.063252,[ 2 66] ; [ 5 70],[ 3.32867133 64.67132867] ; [ 3.67132867 71.32867133],0
p6,1,0.303919,1.056918,[19 48] ; [27 47],[21.85815603 45.14184397] ; [24.14184397 49.85815603],0
b4,1,0.310898,1.026856,[36 32] ; [46 29],[38.99300699 29.00699301] ; [43.00699301 31.99300699],0
r2,1,0.321957,0.980981,[55 12] ; [66  9],[57.0915493  9.9084507] ; [63.9084507 11.0915493],0
s1,1,0.438286,0.600766,[ 6 61] ; [ 4 68],[ 4.82014388 62.17985612] ; [ 5.17985612 66.82014388],0
n1,1,0.442618,0.589487,[10 13] ; [10  8],[11.2195122 11.7804878] ; [8.7804878 9.2195122],0
u3,1,0.447893,0.575977,[20 27] ; [12 11],[21.48571429 25.51428571] ; [10.51428571 12.48571429],0
p12,1,0.459571,0.54694,[ 5 63] ; [ 8 65],[ 6.26950355 61.73049645] ; [ 6.73049645 66.26950355],0
s3,1,0.466997,0.529073,[33 33] ; [41 32],[35.13669065 30.86330935] ; [38.86330935 34.13669065],0
p1,1,0.476009,0.507992,[ 9 59] ; [13 61],[10.53521127 57.46478873] ; [11.46478873 62.53521127],0
a1,1,0.476133,0.507708,[ 2 66] ; [ 4 71],[ 2.85314685 65.14685315] ; [ 3.14685315 71.85314685],0
s4,1,0.500981,0.452858,[14 54] ; [12 62],[12.45070423 55.54929577] ; [13.54929577 60.45070423],0
s6,1,0.660257,0.193212,[37 30] ; [43 30],[38.28571429 28.71428571] ; [41.71428571 31.28571429],0
p5,1,0.782333,0.076331,[ 9 58] ; [11 62],[ 9.57142857 57.42857143] ; [10.42857143 62.57142857],0
p7,1,0.842643,0.039408,[35 31] ; [38 36],[34.41428571 31.58571429] ; [38.58571429 35.41428571],0
u2,1,0.863078,0.029741,[19 27] ; [10 13],[19.33333333 26.66666667] ; [ 9.66666667 13.33333333],0
b5,1,0.910389,0.012667,[36 32] ; [39 36],[35.66433566 32.33566434] ; [39.33566434 35.66433566],0
