Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,4e-06,21.34005,[21 46] ; [52 22],[34.68794326 32.31205674] ; [38.31205674 35.68794326],1
a6,1,4.9e-05,16.487333,[27 41] ; [55 20],[38.99300699 29.00699301] ; [43.00699301 31.99300699],1
a7,1,0.0001,15.145247,[27 41] ; [54 21],[38.51748252 29.48251748] ; [42.48251748 32.51748252],1
r1,1,0.000331,12.888657,[34 34] ; [59 16],[44.22377622 23.77622378] ; [48.77622378 26.22377622],1
a4,1,0.001645,9.908575,[ 7 60] ; [24 50],[14.73049645 52.26950355] ; [16.26950355 57.73049645],0
p10,1,0.002649,9.034635,[43 24] ; [62 10],[50.61151079 16.38848921] ; [54.38848921 17.61151079],0
s7,1,0.01056,6.537956,[22 42] ; [40 31],[29.39259259 34.60740741] ; [32.60740741 38.39259259],0
v2,1,0.010784,6.500558,[20 42] ; [40 34],[27.35294118 34.64705882] ; [32.64705882 41.35294118],0
v3,1,0.012205,6.280909,[15 51] ; [32 43],[22. 44.] ; [25. 50.],0
b3,1,0.012372,6.256802,[10 29] ; [25 23],[15.68965517 23.31034483] ; [19.31034483 28.68965517],0
b2,1,0.012372,6.256802,[10 29] ; [25 23],[15.68965517 23.31034483] ; [19.31034483 28.68965517],0
d3,1,0.013806,6.062779,[19 49] ; [36 39],[26.15384615 41.84615385] ; [28.84615385 46.15384615],0
p9,1,0.015059,5.909551,[45 22] ; [61 11],[51.09352518 15.90647482] ; [54.90647482 17.09352518],0
p3,1,0.016108,5.791006,[18 50] ; [34 40],[24.90140845 43.09859155] ; [27.09859155 46.90140845],0
r4,1,0.02179,5.262505,[46 22] ; [63 12],[51.83216783 16.16783217] ; [57.16783217 17.83216783],0
p11,1,0.025715,4.975089,[43 25] ; [60 15],[48.97902098 19.02097902] ; [54.02097902 20.97902098],0
d2,1,0.02812,4.820709,[14 54] ; [28 47],[19.97202797 48.02797203] ; [22.02797203 52.97202797],0
n6,1,0.029963,4.711412,[50 18] ; [65  9],[55.07042254 12.92957746] ; [59.92957746 14.07042254],0
p8,1,0.034585,4.465524,[28 39] ; [43 29],[34.22302158 32.77697842] ; [36.77697842 35.22302158],0
p4,1,0.047092,3.9421,[25 43] ; [39 34],[30.86524823 37.13475177] ; [33.13475177 39.86524823],0
b1,1,0.049247,3.866923,[26 42] ; [41 34],[31.86013986 36.13986014] ; [35.13986014 39.86013986],0
s5,1,0.068871,3.309724,[13 52] ; [25 49],[17.76978417 47.23021583] ; [20.23021583 53.76978417],0
v4,1,0.078405,3.097657,[53 13] ; [68  7],[56.63829787  9.36170213] ; [64.36170213 10.63829787],0
n3,1,0.091193,2.85319,[12 11] ; [14  4],[14.58536585  8.41463415] ; [11.41463415  6.58536585],0
d4,1,0.115167,2.481848,[26 41] ; [39 36],[30.66901408 36.33098592] ; [34.33098592 40.66901408],0
s8,1,0.13253,2.262611,[18 50] ; [28 45],[22.18439716 45.81560284] ; [23.81560284 49.18439716],0
s2,1,0.152539,2.046679,[25 42] ; [36 37],[29.19285714 37.80714286] ; [31.80714286 41.19285714],0
p2,1,0.153945,2.032717,[42 26] ; [54 20],[45.97183099 22.02816901] ; [50.02816901 23.97183099],0
n2,1,0.16349,1.941644,[15  8] ; [16  3],[16.97619048  6.02380952] ; [14.02380952  4.97619048],0
a8,1,0.168597,1.895376,[ 5 58] ; [11 59],[ 7.57894737 55.42105263] ; [ 8.42105263 61.57894737],0
r3,1,0.181677,1.783852,[53 15] ; [64 10],[56.02816901 11.97183099] ; [60.97183099 13.02816901],0
d1,1,0.249127,1.328194,[ 3 65] ; [ 7 68],[ 4.75524476 63.24475524] ; [ 5.24475524 69.75524476],0
n4,1,0.260801,1.264502,[51 17] ; [62 13],[53.73426573 14.26573427] ; [59.26573427 15.73426573],0
