Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.978542,[29 45] ; [37  8],[41.04201681 32.95798319] ; [24.95798319 20.04201681],1
p3,1,0.00045,12.312926,[20 55] ; [27 19],[29.1322314 45.8677686] ; [17.8677686 28.1322314],1
s7,1,0.000763,11.32804,[29 43] ; [30 11],[37.59292035 34.40707965] ; [21.40707965 19.59292035],1
u1,1,0.002615,9.058485,[ 7 69] ; [14 32],[13.08196721 62.91803279] ; [ 7.91803279 38.08196721],0
p4,1,0.004564,8.044768,[29 46] ; [30 16],[36.57024793 38.42975207] ; [22.42975207 23.57024793],0
d2,1,0.00503,7.868512,[33 43] ; [32 14],[40.49180328 35.50819672] ; [24.50819672 21.49180328],0
v2,1,0.012569,6.228761,[30 42] ; [30 16],[36.61016949 35.38983051] ; [23.38983051 22.61016949],0
s5,1,0.013002,6.168831,[24 48] ; [24 18],[30.31578947 41.68421053] ; [17.68421053 24.31578947],0
a2,1,0.015615,5.845729,[12 64] ; [16 30],[17.44262295 58.55737705] ; [10.55737705 35.44262295],0
p2,1,0.019072,5.494892,[51 24] ; [40  6],[56.40495868 18.59504132] ; [34.59504132 11.40495868],0
r4,1,0.025651,4.979378,[57 19] ; [42  4],[61.67213115 14.32786885] ; [37.32786885  8.67213115],0
s8,1,0.027367,4.867493,[29 47] ; [27 19],[34.8852459 41.1147541] ; [21.1147541 24.8852459],0
n4,1,0.030857,4.660881,[45 31] ; [36 10],[50.45901639 25.54098361] ; [30.54098361 15.45901639],0
d3,1,0.031589,4.620643,[48 28] ; [36  8],[53.2 22.8] ; [30.8 13.2],0
s2,1,0.034186,4.48538,[38 38] ; [32 14],[43.60655738 32.39344262] ; [26.39344262 19.60655738],0
d1,1,0.034186,4.48538,[38 38] ; [32 14],[43.60655738 32.39344262] ; [26.39344262 19.60655738],0
u3,1,0.035422,4.424727,[11 14] ; [9 2],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
