Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,27.554395,[ 2 71] ; [11 14],[ 9.68367347 63.31632653] ; [ 3.31632653 21.68367347],1
v1,1,0.016384,5.761212,[12 60] ; [10 15],[16.32989691 55.67010309] ; [ 5.67010309 19.32989691],0
s7,1,0.01897,5.504274,[ 7 62] ; [ 7 16],[10.5 58.5] ; [ 3.5 19.5],0
n1,1,0.043898,4.0605,[12 21] ; [9 4],[15.06521739 17.93478261] ; [5.93478261 7.06521739],0
p7,1,0.048212,3.902582,[15 56] ; [10 14],[18.68421053 52.31578947] ; [ 6.31578947 17.68421053],0
v3,1,0.051657,3.786832,[20 50] ; [ 2 21],[16.55913978 53.44086022] ; [ 5.44086022 17.55913978],0
s8,1,0.060822,3.514819,[ 5 68] ; [ 5 20],[ 7.44897959 65.55102041] ; [ 2.55102041 22.44897959],0
a2,1,0.068883,3.309431,[14 59] ; [ 1 24],[11.17346939 61.82653061] ; [ 3.82653061 21.17346939],0
n6,1,0.09832,2.732591,[42 29] ; [10 15],[38.45833333 32.54166667] ; [13.54166667 11.45833333],0
p8,1,0.109291,2.564437,[17 56] ; [ 2 22],[14.29896907 58.70103093] ; [ 4.70103093 19.29896907],0
p10,1,0.126222,2.33836,[30 41] ; [15 10],[33.28125 37.71875] ; [11.71875 13.28125],0
p4,1,0.131119,2.279202,[11 61] ; [ 7 17],[13.5 58.5] ; [ 4.5 19.5],0
s5,1,0.132699,2.260647,[ 3 68] ; [ 3 20],[ 4.53191489 66.46808511] ; [ 1.46808511 21.53191489],0
d4,1,0.18222,1.779425,[48 25] ; [20  5],[50.65306122 22.34693878] ; [17.34693878  7.65306122],0
d3,1,0.201552,1.631096,[33 40] ; [15 10],[35.75510204 37.24489796] ; [12.24489796 12.75510204],0
u3,1,0.214299,1.542141,[11 18] ; [5 3],[12.54054054 16.45945946] ; [3.45945946 4.54054054],0
u2,1,0.243878,1.358036,[11 17] ; [5 3],[12.44444444 15.55555556] ; [3.55555556 4.44444444],0
s4,1,0.274572,1.193762,[ 4 69] ; [ 3 22],[ 5.21428571 67.78571429] ; [ 1.78571429 23.21428571],0
s1,1,0.277436,1.179609,[ 6 66] ; [ 4 21],[ 7.42268041 64.57731959] ; [ 2.57731959 22.42268041],0
a8,1,0.311467,1.024446,[ 4 65] ; [ 3 22],[ 5.13829787 63.86170213] ; [ 1.86170213 23.13829787],0
p5,1,0.363086,0.82719,[ 1 72] ; [ 1 21],[ 1.53684211 71.46315789] ; [ 0.46315789 21.53684211],0
n2,1,0.371614,0.798262,[19 14] ; [10  4],[20.36170213 12.63829787] ; [8.63829787 5.36170213],0
u1,1,0.378384,0.775945,[ 7 66] ; [ 1 24],[ 5.95918367 67.04081633] ; [ 2.04081633 22.95918367],0
p3,1,0.381743,0.765081,[15 58] ; [ 7 17],[16.55670103 56.44329897] ; [ 5.44329897 18.55670103],0
r1,1,0.388304,0.744246,[36 36] ; [15 10],[37.8556701 34.1443299] ; [13.1443299 11.8556701],0
b4,1,0.415881,0.661925,[39 34] ; [11 14],[37.24489796 35.75510204] ; [12.75510204 12.24489796],0
a4,1,0.425272,0.6357,[28 44] ; [12 13],[29.69072165 42.30927835] ; [10.30927835 14.69072165],0
n5,1,0.459756,0.54649,[45 27] ; [17  7],[46.5 25.5] ; [15.5  8.5],0
b1,1,0.479562,0.499859,[32 41] ; [13 12],[33.52040816 39.47959184] ; [11.47959184 13.52040816],0
a5,1,0.493048,0.469869,[41 32] ; [16  9],[42.45918367 30.54081633] ; [14.54081633 10.45918367],0
p9,1,0.499084,0.456883,[30 38] ; [13 12],[31.44086022 36.55913978] ; [11.55913978 13.44086022],0
b2,1,0.514739,0.424421,[19 26] ; [ 6 12],[17.85714286 27.14285714] ; [ 7.14285714 10.85714286],0
b3,1,0.514739,0.424421,[19 26] ; [ 6 12],[17.85714286 27.14285714] ; [ 7.14285714 10.85714286],0
