Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,37.227982,[37 27] ; [ 26 129],[18.4109589 45.5890411] ; [ 44.5890411 110.4109589],1
b3,1,0.001242,10.426741,[23 23] ; [21 71],[14.66666667 31.33333333] ; [29.33333333 62.66666667],0
b2,1,0.001242,10.426741,[23 23] ; [21 71],[14.66666667 31.33333333] ; [29.33333333 62.66666667],0
d2,1,0.001853,9.689555,[40 27] ; [ 62 104],[29.3304721 37.6695279] ; [72.6695279 93.3304721],0
s6,1,0.002912,8.862009,[42 24] ; [67 93],[31.83185841 34.16814159] ; [77.16814159 82.83185841],0
s3,1,0.003596,8.477459,[25 42] ; [ 31 131],[16.38427948 50.61572052] ; [ 39.61572052 122.38427948],0
p5,1,0.014761,5.944806,[15 52] ; [ 17 149],[ 9.20171674 57.79828326] ; [ 22.79828326 143.20171674],0
p6,1,0.039512,4.238706,[33 32] ; [ 59 105],[26.11353712 38.88646288] ; [65.88646288 98.11353712],0
s5,1,0.048805,3.882036,[19 47] ; [ 28 135],[13.54585153 52.45414847] ; [ 33.45414847 129.54585153],0
b5,1,0.055795,3.658157,[32 35] ; [102  64],[38.53218884 28.46781116] ; [95.46781116 70.53218884],0
n5,1,0.071515,3.247904,[54 13] ; [113  51],[48.43722944 18.56277056] ; [118.56277056  45.43722944],0
n4,1,0.077975,3.106608,[55 12] ; [117  48],[49.67241379 17.32758621] ; [122.32758621  42.67241379],0
p9,1,0.089549,2.882461,[62  5] ; [138  26],[58.00865801  8.99134199] ; [141.99134199  22.00865801],0
d1,1,0.093863,2.806837,[42 25] ; [84 82],[36.23175966 30.76824034] ; [89.76824034 76.23175966],0
s1,1,0.095706,2.775684,[ 4 63] ; [  3 161],[ 2.03030303 64.96969697] ; [  4.96969697 159.03030303],0
a8,1,0.107985,2.583462,[10 50] ; [ 13 133],[ 6.69902913 53.30097087] ; [ 16.30097087 129.69902913],0
a3,1,0.125222,2.350762,[48 19] ; [100  64],[42.92640693 24.07359307] ; [105.07359307  58.92640693],0
v3,1,0.139594,2.182428,[29 37] ; [ 54 107],[24.13215859 41.86784141] ; [ 58.86784141 102.13215859],0
v1,1,0.196433,1.6687,[41 26] ; [84 78],[36.5720524 30.4279476] ; [88.4279476 73.5720524],0
p3,1,0.203481,1.61721,[44 23] ; [94 72],[39.68240343 27.31759657] ; [98.31759657 67.68240343],0
v4,1,0.209989,1.571502,[62  5] ; [160   6],[63.83690987  3.16309013] ; [158.16309013   7.83690987],0
p12,1,0.226751,1.461127,[ 6 60] ; [  8 156],[ 4.0173913 61.9826087] ; [  9.9826087 154.0173913],0
p7,1,0.235513,1.407255,[56 10] ; [127  36],[52.74235808 13.25764192] ; [130.25764192  32.74235808],0
b4,1,0.272131,1.205973,[42 25] ; [91 75],[38.24463519 28.75536481] ; [94.75536481 71.24463519],0
p4,1,0.281862,1.158089,[49 18] ; [108  56],[45.53679654 21.46320346] ; [111.46320346  52.53679654],0
p11,1,0.295893,1.092611,[59  8] ; [137  29],[56.36051502 10.63948498] ; [139.63948498  26.36051502],0
p10,1,0.299059,1.078385,[58  8] ; [135  29],[55.3826087 10.6173913] ; [137.6173913  26.3826087],0
a6,1,0.331421,0.943339,[42 25] ; [115  51],[45.14592275 21.85407725] ; [111.85407725  54.14592275],0
d4,1,0.337247,0.920869,[54 13] ; [124  42],[51.18454936 15.81545064] ; [126.81545064  39.18454936],0
r4,1,0.365286,0.81964,[62  5] ; [147  19],[60.09871245  6.90128755] ; [148.90128755  17.09871245],0
u1,1,0.385759,0.752268,[10 57] ; [ 18 148],[ 8.05150215 58.94849785] ; [ 19.94849785 146.05150215],0
a7,1,0.399792,0.708952,[46 21] ; [123  43],[48.59656652 18.40343348] ; [120.40343348  45.59656652],0
a5,1,0.435764,0.607411,[51 16] ; [118  48],[48.59656652 18.40343348] ; [120.40343348  45.59656652],0
r3,1,0.438622,0.599885,[64  3] ; [154  12],[62.68669528  4.31330472] ; [155.31330472  10.68669528],0
b1,1,0.495884,0.463734,[27 40] ; [ 59 107],[24.72961373 42.27038627] ; [ 61.27038627 104.72961373],0
u4,1,0.504993,0.444428,[ 1 66] ; [  1 165],[ 0.5751073 66.4248927] ; [  1.4248927 164.5751073],0
r1,1,0.505465,0.443443,[55 12] ; [129  36],[53.13793103 13.86206897] ; [130.86206897  34.13793103],0
s4,1,0.51986,0.41417,[ 8 59] ; [ 15 149],[ 6.67099567 60.32900433] ; [ 16.32900433 147.67099567],0
u2,1,0.543954,0.368261,[11  8] ; [33 33],[9.83529412 9.16470588] ; [34.16470588 31.83529412],0
n6,1,0.55178,0.354138,[57 10] ; [135  30],[55.44827586 11.55172414] ; [136.55172414  28.44827586],0
u3,1,0.58434,0.299271,[ 8 11] ; [32 33],[9.04761905 9.95238095] ; [30.95238095 34.04761905],0
