Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.023034,5.165917,[6 1] ; [11 18],[3.30555556 3.69444444] ; [13.69444444 15.30555556],0
d2,1,0.027928,4.832516,[1 6] ; [17 11],[3.6 3.4] ; [14.4 13.6],0
p6,1,0.034573,4.466146,[2 5] ; [ 1 27],[0.6 6.4] ; [ 2.4 25.6],0
a5,1,0.073594,3.200985,[1 6] ; [15 14],[3.11111111 3.88888889] ; [12.88888889 16.11111111],0
n3,1,0.074982,3.170437,[3 1] ; [ 4 11],[1.47368421 2.52631579] ; [5.52631579 9.47368421],0
r4,1,0.081187,3.040986,[3 4] ; [ 4 25],[1.36111111 5.63888889] ; [ 5.63888889 23.36111111],0
d1,1,0.101592,2.680366,[1 6] ; [14 15],[2.91666667 4.08333333] ; [12.08333333 16.91666667],0
p7,1,0.143432,2.140746,[3 4] ; [ 5 24],[1.55555556 5.44444444] ; [ 6.44444444 22.55555556],0
p4,1,0.143432,2.140746,[3 4] ; [ 5 24],[1.55555556 5.44444444] ; [ 6.44444444 22.55555556],0
v1,1,0.143432,2.140746,[3 4] ; [ 5 24],[1.55555556 5.44444444] ; [ 6.44444444 22.55555556],0
b1,1,0.270773,1.212829,[5 2] ; [14 15],[3.69444444 3.30555556] ; [15.30555556 13.69444444],0
s3,1,0.274689,1.193182,[1 6] ; [10 18],[2.2 4.8] ; [ 8.8 19.2],0
n2,1,0.329114,0.952381,[2 2] ; [ 4 12],[1.2 2.8] ; [ 4.8 11.2],0
r3,1,0.354777,0.856298,[4 3] ; [11 18],[2.91666667 4.08333333] ; [12.08333333 16.91666667],0
s6,1,0.37456,0.78848,[1 6] ; [ 9 20],[1.94444444 5.05555556] ; [ 8.05555556 20.94444444],0
r2,1,0.393153,0.729167,[3 4] ; [17 11],[4. 3.] ; [16. 12.],0
n5,1,0.451259,0.567488,[3 4] ; [17 12],[3.88888889 3.11111111] ; [16.11111111 12.88888889],0
a7,1,0.451259,0.567488,[4 3] ; [12 17],[3.11111111 3.88888889] ; [12.88888889 16.11111111],0
a6,1,0.451259,0.567488,[4 3] ; [12 17],[3.11111111 3.88888889] ; [12.88888889 16.11111111],0
p11,1,0.465759,0.53202,[1 6] ; [ 8 21],[1.75 5.25] ; [ 7.25 21.75],0
p3,1,0.496629,0.462132,[2 5] ; [ 5 24],[1.36111111 5.63888889] ; [ 5.63888889 23.36111111],0
a3,1,0.497378,0.460526,[3 4] ; [16 12],[3.8 3.2] ; [15.2 12.8],0
a8,1,0.525521,0.403045,[1 6] ; [ 2 27],[0.58333333 6.41666667] ; [ 2.41666667 26.58333333],0
d4,1,0.551476,0.35468,[4 3] ; [20  9],[4.66666667 2.33333333] ; [19.33333333  9.66666667],0
d5,1,0.558017,0.34315,[3 4] ; [16 13],[3.69444444 3.30555556] ; [15.30555556 13.69444444],0
d3,1,0.558017,0.34315,[4 3] ; [13 16],[3.30555556 3.69444444] ; [13.69444444 15.30555556],0
b2,1,0.571608,0.32,[1 3] ; [ 8 12],[1.5 2.5] ; [ 7.5 12.5],0
b3,1,0.571608,0.32,[1 3] ; [ 8 12],[1.5 2.5] ; [ 7.5 12.5],0
s2,1,0.573611,0.316678,[1 6] ; [ 7 22],[1.55555556 5.44444444] ; [ 6.44444444 22.55555556],0
n6,1,0.599766,0.27535,[2 5] ; [11 17],[2.6 4.4] ; [10.4 17.6],0
v3,1,0.700803,0.147638,[1 6] ; [ 6 23],[1.36111111 5.63888889] ; [ 5.63888889 23.36111111],0
a4,1,0.721761,0.126812,[2 5] ; [10 18],[2.4 4.6] ; [ 9.6 18.4],0
a2,1,0.765875,0.08867,[1 6] ; [ 3 26],[0.77777778 6.22222222] ; [ 3.22222222 25.77777778],0
p10,1,0.765875,0.08867,[1 6] ; [ 3 26],[0.77777778 6.22222222] ; [ 3.22222222 25.77777778],0
v2,1,0.807903,0.059113,[2 5] ; [ 7 22],[1.75 5.25] ; [ 7.25 21.75],0
n4,1,0.810366,0.057578,[4 3] ; [18 11],[4.27777778 2.72222222] ; [17.72222222 11.27777778],0
r1,1,0.924978,0.008867,[3 4] ; [13 16],[3.11111111 3.88888889] ; [12.88888889 16.11111111],0
b4,1,0.943253,0.005067,[4 3] ; [17 12],[4.08333333 2.91666667] ; [16.91666667 12.08333333],0
s5,1,0.973017,0.001144,[1 6] ; [ 4 25],[0.97222222 6.02777778] ; [ 4.02777778 24.97222222],0
s4,1,0.973017,0.001144,[1 6] ; [ 4 25],[0.97222222 6.02777778] ; [ 4.02777778 24.97222222],0
p8,1,1.0,0.0,[1 6] ; [ 4 24],[1. 6.] ; [ 4. 24.],0
