Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,3e-06,21.634861,[15 33] ; [39 11],[26.44897959 21.55102041] ; [27.55102041 22.44897959],1
a4,1,5e-06,21.011952,[ 6 43] ; [28 22],[16.82828283 32.17171717] ; [17.17171717 32.82828283],1
d5,1,2.2e-05,18.03388,[19 30] ; [41 10],[29.4 19.6] ; [30.6 20.4],1
d1,1,0.000255,13.373549,[ 8 41] ; [26 25],[16.66 32.34] ; [17.34 33.66],1
d2,1,0.000823,11.187659,[11 37] ; [28 22],[19.10204082 28.89795918] ; [19.89795918 30.10204082],1
a6,1,0.004586,8.035942,[15 34] ; [30 21],[22.05 26.95] ; [22.95 28.05],0
d3,1,0.006265,7.472417,[16 32] ; [31 20],[22.78787879 25.21212121] ; [24.21212121 26.78787879],0
a7,1,0.008707,6.88205,[18 30] ; [32 18],[24.48979592 23.51020408] ; [25.51020408 24.48979592],0
d4,1,0.011761,6.346479,[24 24] ; [38 13],[30.06060606 17.93939394] ; [31.93939394 19.06060606],0
s7,1,0.020804,5.343158,[ 5 42] ; [14 33],[ 9.5 37.5] ; [ 9.5 37.5],0
p2,1,0.033056,4.542895,[30 19] ; [19 29],[24.75257732 24.24742268] ; [24.24742268 23.75257732],0
p5,1,0.080307,3.058677,[ 2 47] ; [ 7 42],[ 4.5 44.5] ; [ 4.5 44.5],0
s3,1,0.100735,2.693869,[ 6 41] ; [13 37],[ 9.20618557 37.79381443] ; [ 9.79381443 40.20618557],0
n1,1,0.104851,2.630166,[ 8 19] ; [12 11],[10.8 16.2] ; [ 9.2 13.8],0
n3,1,0.123902,2.367288,[17 10] ; [ 9 13],[14.32653061 12.67346939] ; [11.67346939 10.32653061],0
n4,1,0.130319,2.288703,[25 24] ; [33 17],[28.70707071 20.29292929] ; [29.29292929 20.70707071],0
r1,1,0.138543,2.194064,[11 38] ; [18 32],[14.35353535 34.64646465] ; [14.64646465 35.35353535],0
p4,1,0.144724,2.126997,[10 38] ; [17 33],[13.2244898 34.7755102] ; [13.7755102 36.2244898],0
v4,1,0.148565,2.086919,[33 16] ; [26 23],[29.5 19.5] ; [29.5 19.5],0
s4,1,0.191882,1.703105,[ 8 41] ; [ 4 47],[ 5.88 43.12] ; [ 6.12 44.88],0
a8,1,0.200232,1.640683,[ 1 43] ; [ 4 44],[ 2.39130435 41.60869565] ; [ 2.60869565 45.39130435],0
a1,1,0.205184,1.605086,[ 3 46] ; [ 7 44],[ 4.9 44.1] ; [ 5.1 45.9],0
n5,1,0.213524,1.547368,[27 22] ; [33 16],[30. 19.] ; [30. 19.],0
b4,1,0.288391,1.127118,[32 17] ; [28 23],[29.4 19.6] ; [30.6 20.4],0
p11,1,0.30798,1.039321,[20 29] ; [26 25],[22.54 26.46] ; [23.46 27.54],0
v1,1,0.308129,1.038677,[13 35] ; [18 31],[15.34020619 32.65979381] ; [15.65979381 33.34020619],0
r2,1,0.340965,0.906801,[24 23] ; [28 18],[26.27956989 20.72043011] ; [25.72043011 20.27956989],0
u3,1,0.402767,0.700049,[ 8 26] ; [4 7],[ 9.06666667 24.93333333] ; [2.93333333 8.06666667],0
p10,1,0.40594,0.690659,[20 27] ; [25 24],[22.03125 24.96875] ; [22.96875 26.03125],0
p3,1,0.413549,0.668574,[ 8 41] ; [11 37],[ 9.59793814 39.40206186] ; [ 9.40206186 38.59793814],0
p9,1,0.413811,0.667826,[23 25] ; [27 21],[25. 23.] ; [25. 23.],0
b1,1,0.432989,0.614791,[25 24] ; [30 21],[26.95 22.05] ; [28.05 22.95],0
u2,1,0.466608,0.529996,[15 18] ; [4 8],[13.93333333 19.06666667] ; [5.06666667 6.93333333],0
p7,1,0.548248,0.360465,[16 32] ; [13 34],[14.65263158 33.34736842] ; [14.34736842 32.65263158],0
p12,1,0.55761,0.34386,[ 1 48] ; [ 2 47],[ 1.5 47.5] ; [ 1.5 47.5],0
p8,1,0.638491,0.220721,[13 36] ; [11 38],[12. 37.] ; [12. 37.],0
s1,1,0.674614,0.176252,[ 4 45] ; [ 3 47],[ 3.46464646 45.53535354] ; [ 3.53535354 46.46464646],0
b2,1,0.728647,0.120358,[11 16] ; [12 21],[10.35 16.65] ; [12.65 20.35],0
b3,1,0.728647,0.120358,[11 16] ; [12 21],[10.35 16.65] ; [12.65 20.35],0
v3,1,0.760973,0.09254,[10 39] ; [ 9 41],[ 9.4040404 39.5959596] ; [ 9.5959596 40.4040404],0
r3,1,0.76565,0.088845,[23 25] ; [22 27],[22.26804124 25.73195876] ; [22.73195876 26.26804124],0
v2,1,0.782947,0.075889,[15 31] ; [15 35],[14.375 31.625] ; [15.625 34.375],0
s5,1,0.831094,0.045496,[ 5 43] ; [ 6 45],[ 5.33333333 42.66666667] ; [ 5.66666667 45.33333333],0
s6,1,0.897878,0.016472,[11 38] ; [12 39],[11.27 37.73] ; [11.73 39.27],0
s8,1,0.946836,0.004446,[ 5 44] ; [ 5 46],[ 4.9 44.1] ; [ 5.1 45.9],0
p1,1,0.946836,0.004446,[ 5 44] ; [ 5 46],[ 4.9 44.1] ; [ 5.1 45.9],0
p6,1,0.96888,0.001522,[ 6 41] ; [ 6 42],[ 5.93684211 41.06315789] ; [ 6.06315789 41.93684211],0
n2,1,0.981875,0.000516,[14 13] ; [12 11],[14.04 12.96] ; [11.96 11.04],0
b5,1,0.996807,1.6e-05,[25 24] ; [26 25],[24.99 24.01] ; [26.01 24.99],0
n6,1,1.0,0.0,[27 22] ; [27 22],[27. 22.] ; [27. 22.],0
