Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-06,20.230773,[44 21] ; [ 9 31],[32.80952381 32.19047619] ; [20.19047619 19.80952381],1
s6,1,0.159138,1.982402,[40 25] ; [19 21],[36.52380952 28.47619048] ; [22.47619048 17.52380952],0
r4,1,0.186205,1.747389,[60  7] ; [33  8],[57.69444444  9.30555556] ; [35.30555556  5.69444444],0
v2,1,0.192462,1.698667,[34 30] ; [16 24],[30.76923077 33.23076923] ; [19.23076923 20.76923077],0
v3,1,0.203101,1.619932,[26 41] ; [11 30],[22.9537037 44.0462963] ; [14.0462963 26.9537037],0
p9,1,0.209042,1.578048,[56 10] ; [30 10],[53.54716981 12.45283019] ; [32.45283019  7.54716981],0
p5,1,0.210786,1.566017,[ 8 58] ; [ 2 39],[ 6.1682243 59.8317757] ; [ 3.8317757 37.1682243],0
a5,1,0.247775,1.335806,[45 22] ; [23 18],[42.18518519 24.81481481] ; [25.81481481 15.18518519],0
n1,1,0.301941,1.065601,[7 6] ; [4 8],[5.72 7.28] ; [5.28 6.72],0
a2,1,0.326374,0.963233,[ 9 58] ; [ 3 38],[ 7.44444444 59.55555556] ; [ 4.55555556 36.44444444],0
p12,1,0.396705,0.718293,[ 4 63] ; [ 1 40],[ 3.10185185 63.89814815] ; [ 1.89814815 39.10185185],0
b4,1,0.422162,0.644288,[29 38] ; [21 20],[31.01851852 35.98148148] ; [18.98148148 22.01851852],0
r1,1,0.425064,0.636273,[49 16] ; [28 13],[47.21698113 17.78301887] ; [29.78301887 11.21698113],0
d2,1,0.478005,0.50341,[14 53] ; [11 30],[15.50925926 51.49074074] ; [ 9.49074074 31.50925926],0
p1,1,0.534784,0.385293,[10 57] ; [ 8 33],[11.16666667 55.83333333] ; [ 6.83333333 34.16666667],0
b5,1,0.667683,0.184324,[42 25] ; [24 17],[40.94444444 26.05555556] ; [25.05555556 15.94444444],0
s2,1,0.668711,0.183114,[23 44] ; [15 24],[24.01886792 42.98113208] ; [13.98113208 25.01886792],0
n2,1,0.688921,0.160256,[10  3] ; [10  2],[10.4  2.6] ; [9.6 2.4],0
a3,1,0.707131,0.141159,[37 30] ; [23 16],[37.9245283 29.0754717] ; [22.0754717 16.9245283],0
u3,1,0.709147,0.13913,[15 15] ; [10  8],[15.625 14.375] ; [9.375 8.625],0
n4,1,0.748465,0.102825,[47 19] ; [28 13],[46.26168224 19.73831776] ; [28.73831776 12.26168224],0
n5,1,0.764557,0.089701,[50 16] ; [30 11],[49.34579439 16.65420561] ; [30.65420561 10.34579439],0
v1,1,0.780889,0.077373,[31 33] ; [21 20],[31.6952381 32.3047619] ; [20.3047619 20.6952381],0
d1,1,0.782614,0.076129,[ 4 63] ; [ 3 38],[ 4.34259259 62.65740741] ; [ 2.65740741 38.34259259],0
d5,1,0.799687,0.06439,[36 31] ; [21 20],[35.36111111 31.63888889] ; [21.63888889 19.36111111],0
d3,1,0.861635,0.030378,[22 44] ; [13 28],[21.58878505 44.41121495] ; [13.41121495 27.58878505],0
a8,1,0.879487,0.022989,[ 6 59] ; [ 3 33],[ 5.79207921 59.20792079] ; [ 3.20792079 32.79207921],0
s4,1,0.884007,0.021284,[12 54] ; [ 7 34],[11.71962617 54.28037383] ; [ 7.28037383 33.71962617],0
r2,1,0.889177,0.019417,[61  6] ; [37  4],[60.7962963  6.2037037] ; [37.2037037  3.7962963],0
a6,1,0.936024,0.006443,[43 24] ; [26 15],[42.80555556 24.19444444] ; [26.19444444 14.80555556],0
b2,1,0.959698,0.002554,[10 31] ; [ 5 16],[ 9.91935484 31.08064516] ; [ 5.08064516 15.91935484],0
b3,1,0.959698,0.002554,[10 31] ; [ 5 16],[ 9.91935484 31.08064516] ; [ 5.08064516 15.91935484],0
s3,1,0.969109,0.0015,[32 35] ; [18 20],[31.9047619 35.0952381] ; [18.0952381 19.9047619],0
n6,1,0.988896,0.000194,[54 13] ; [33  8],[53.97222222 13.02777778] ; [33.02777778  7.97222222],0
