Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.027402,4.86532,[23 25] ; [10  2],[26.4 21.6] ; [6.6 5.4],0
v1,1,0.070545,3.2703,[22 26] ; [9 3],[24.8 23.2] ; [6.2 5.8],0
u1,1,0.071171,3.255795,[ 6 44] ; [4 8],[ 8.06451613 41.93548387] ; [ 1.93548387 10.06451613],0
n5,1,0.105347,2.622668,[37 13] ; [6 6],[34.67741935 15.32258065] ; [8.32258065 3.67741935],0
b2,1,0.126787,2.331414,[11 17] ; [5 2],[12.8 15.2] ; [3.2 3.8],0
b3,1,0.126787,2.331414,[11 17] ; [5 2],[12.8 15.2] ; [3.2 3.8],0
p3,1,0.13266,2.2611,[19 30] ; [7 4],[21.23333333 27.76666667] ; [4.76666667 6.23333333],0
a6,1,0.228238,1.451805,[28 22] ; [9 3],[29.83870968 20.16129032] ; [7.16129032 4.83870968],0
b5,1,0.245239,1.350222,[26 24] ; [4 8],[24.19354839 25.80645161] ; [5.80645161 6.19354839],0
p6,1,0.257736,1.280875,[14 36] ; [5 6],[15.57377049 34.42622951] ; [3.42622951 7.57377049],0
u2,1,0.268925,1.222222,[ 8 10] ; [3 1],[9. 9.] ; [2. 2.],0
n4,1,0.282954,1.152845,[37 13] ; [7 5],[35.48387097 14.51612903] ; [8.51612903 3.48387097],0
v3,1,0.324661,0.970076,[18 29] ; [6 5],[19.44827586 27.55172414] ; [4.55172414 6.44827586],0
a5,1,0.334056,0.93311,[30 20] ; [9 3],[31.4516129 18.5483871] ; [7.5483871 4.4516129],0
n6,1,0.334198,0.932564,[34 15] ; [10  2],[35.3442623 13.6557377] ; [8.6557377 3.3442623],0
b4,1,0.359237,0.84056,[26 24] ; [8 4],[27.41935484 22.58064516] ; [6.58064516 5.41935484],0
u3,1,0.363722,0.825,[9 9] ; [3 1],[9.81818182 8.18181818] ; [2.18181818 1.81818182],0
p8,1,0.377135,0.78002,[20 30] ; [6 5],[21.31147541 28.68852459] ; [4.68852459 6.31147541],0
p2,1,0.386476,0.75,[39 11] ; [9 1],[40. 10.] ; [8. 2.],0
d5,1,0.52144,0.411044,[32 17] ; [9 3],[32.93442623 16.06557377] ; [8.06557377 3.93442623],0
s8,1,0.525168,0.403732,[16 34] ; [5 7],[16.93548387 33.06451613] ; [4.06451613 7.93548387],0
p9,1,0.58564,0.297204,[37 13] ; [9 2],[37.70491803 12.29508197] ; [8.29508197 2.70491803],0
s3,1,0.636681,0.223109,[34 16] ; [9 3],[34.67741935 15.32258065] ; [8.32258065 3.67741935],0
p7,1,0.65467,0.200063,[33 16] ; [6 4],[32.38983051 16.61016949] ; [6.61016949 3.38983051],0
s4,1,0.66498,0.187531,[ 6 44] ; [ 2 10],[ 6.4516129 43.5483871] ; [ 1.5483871 10.4516129],0
a2,1,0.66498,0.187531,[ 6 44] ; [ 2 10],[ 6.4516129 43.5483871] ; [ 1.5483871 10.4516129],0
r4,1,0.683591,0.166112,[39 11] ; [10  2],[39.51612903 10.48387097] ; [9.48387097 2.51612903],0
d4,1,0.683591,0.166112,[39 11] ; [10  2],[39.51612903 10.48387097] ; [9.48387097 2.51612903],0
p12,1,0.707703,0.140582,[ 3 47] ; [ 1 10],[ 3.27868852 46.72131148] ; [ 0.72131148 10.27868852],0
a7,1,0.745814,0.105082,[35 14] ; [8 4],[34.54098361 14.45901639] ; [8.45901639 3.54098361],0
s7,1,0.746738,0.104293,[20 28] ; [4 7],[19.52542373 28.47457627] ; [4.47457627 6.52542373],0
d3,1,0.75204,0.099824,[31 18] ; [7 5],[30.52459016 18.47540984] ; [7.47540984 4.52459016],0
s1,1,0.76764,0.087299,[ 3 47] ; [ 1 11],[ 3.22580645 46.77419355] ; [ 0.77419355 11.22580645],0
b1,1,0.786484,0.073375,[23 27] ; [5 7],[22.58064516 27.41935484] ; [5.41935484 6.58064516],0
r1,1,0.822037,0.050592,[35 15] ; [8 4],[34.67741935 15.32258065] ; [8.32258065 3.67741935],0
p11,1,0.823374,0.049821,[39 11] ; [9 3],[38.70967742 11.29032258] ; [9.29032258 2.70967742],0
a3,1,0.862353,0.030061,[32 18] ; [8 4],[32.25806452 17.74193548] ; [7.74193548 4.25806452],0
d1,1,0.90092,0.0155,[24 26] ; [6 6],[24.19354839 25.80645161] ; [5.80645161 6.19354839],0
p4,1,0.92993,0.007732,[22 28] ; [5 6],[22.13114754 27.86885246] ; [4.86885246 6.13114754],0
a4,1,0.965047,0.00192,[17 33] ; [4 8],[16.93548387 33.06451613] ; [4.06451613 7.93548387],0
d2,1,0.983234,0.000442,[21 29] ; [5 7],[20.96774194 29.03225806] ; [5.03225806 6.96774194],0
