Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,38.040186,[203  26] ; [22 22],[188.73626374  40.26373626] ; [36.26373626  7.73626374],1
n6,1,2e-06,22.648354,[212  17] ; [29 14],[202.90073529  26.09926471] ; [38.09926471  4.90073529],1
d5,1,4.2e-05,16.794979,[202  27] ; [28 16],[192.93040293  36.06959707] ; [37.06959707  6.93040293],1
v1,1,0.002867,8.89052,[155  70] ; [20 24],[146.37546468  78.62453532] ; [28.62453532 15.37546468],0
r1,1,0.013501,6.102268,[199  29] ; [32 12],[193.63235294  34.36764706] ; [37.36764706  6.63235294],0
p6,1,0.028902,4.773452,[134  94] ; [18 26],[127.41176471 100.58823529] ; [24.58823529 19.41176471],0
a4,1,0.030636,4.673259,[114 116] ; [14 30],[107.44525547 122.55474453] ; [20.55474453 23.44525547],0
d1,1,0.040683,4.189158,[157  73] ; [23 21],[151.09489051  78.90510949] ; [28.90510949 15.09489051],0
v3,1,0.042285,4.12376,[116 108] ; [15 28],[109.90262172 114.09737828] ; [21.09737828 21.90262172],0
s4,1,0.042586,4.111746,[ 42 187] ; [14 30],[ 46.97435897 182.02564103] ; [ 9.02564103 34.97435897],0
d4,1,0.05359,3.725437,[198  31] ; [33 11],[193.76923077  35.23076923] ; [37.23076923  6.76923077],0
p5,1,0.072981,3.214657,[ 47 181] ; [ 4 40],[ 42.75 185.25] ; [ 8.25 35.75],0
a3,1,0.089667,2.880336,[187  42] ; [31 13],[182.86446886  46.13553114] ; [35.13553114  8.86446886],0
a7,1,0.094798,2.790943,[153  76] ; [35  9],[157.6996337  71.3003663] ; [30.3003663 13.6996337],0
p1,1,0.126275,2.337707,[ 20 210] ; [ 7 36],[ 22.74725275 207.25274725] ; [ 4.25274725 38.74725275],0
a8,1,0.148321,2.089431,[ 45 167] ; [ 5 38],[ 41.56862745 170.43137255] ; [ 8.43137255 34.56862745],0
d2,1,0.157816,1.995026,[126 104] ; [19 25],[121.71532847 108.28467153] ; [23.28467153 20.71532847],0
p2,1,0.1711,1.87328,[213  17] ; [38  6],[210.69343066  19.30656934] ; [40.30656934  3.69343066],0
n1,1,0.171973,1.865659,[17 22] ; [2 8],[15.12244898 23.87755102] ; [3.87755102 6.12244898],0
a1,1,0.238011,1.392338,[ 16 214] ; [ 1 43],[ 14.27007299 215.72992701] ; [ 2.72992701 41.27007299],0
b5,1,0.255632,1.292257,[125 105] ; [28 16],[128.43065693 101.56934307] ; [24.56934307 19.43065693],0
p9,1,0.261741,1.259527,[214  15] ; [39  5],[212.22344322  16.77655678] ; [40.77655678  3.22344322],0
a5,1,0.266206,1.236195,[189  41] ; [33 11],[186.35036496  43.64963504] ; [35.64963504  8.35036496],0
r4,1,0.315415,1.007865,[218  12] ; [40  4],[216.56934307  13.43065693] ; [41.43065693  2.56934307],0
p10,1,0.322736,0.977825,[212  16] ; [39  5],[210.39705882  17.60294118] ; [40.60294118  3.39705882],0
p12,1,0.330063,0.94865,[ 27 201] ; [ 3 41],[ 25.14705882 202.85294118] ; [ 4.85294118 39.14705882],0
v2,1,0.36747,0.812203,[145  80] ; [24 18],[142.41573034  82.58426966] ; [26.58426966 15.41573034],0
s7,1,0.383102,0.760723,[176  46] ; [30 11],[173.88593156  48.11406844] ; [32.11406844  8.88593156],0
