Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.568495,[139  21] ; [13 16],[128.67724868  31.32275132] ; [23.32275132  5.67724868],1
v4,1,0.000415,12.463393,[154   6] ; [22  6],[149.78723404  10.21276596] ; [26.21276596  1.78723404],1
a5,1,0.000432,12.389373,[135  26] ; [16 13],[127.95263158  33.04736842] ; [23.04736842  5.95263158],1
p2,1,0.001395,10.212976,[124  37] ; [14 15],[116.93684211  44.06315789] ; [21.06315789  7.93684211],0
p4,1,0.0022,9.374857,[94 67] ; [ 8 21],[86.43157895 74.56842105] ; [15.56842105 13.43157895],0
s2,1,0.003555,8.498058,[120  40] ; [14 15],[113.43915344  46.56084656] ; [20.56084656  8.43915344],0
s6,1,0.005187,7.812977,[134  25] ; [18 11],[128.55319149  30.44680851] ; [23.44680851  5.55319149],0
n5,1,0.005927,7.572213,[125  33] ; [16 13],[119.13368984  38.86631016] ; [21.86631016  7.13368984],0
s8,1,0.014781,5.942416,[110  51] ; [13 16],[104.22631579  56.77368421] ; [18.77368421 10.22631579],0
d1,1,0.015122,5.902165,[105  56] ; [12 17],[99.14210526 61.85789474] ; [17.85789474 11.14210526],0
r3,1,0.026219,4.941544,[154   6] ; [25  4],[151.53439153   8.46560847] ; [27.46560847  1.53439153],0
p3,1,0.028693,4.785933,[74 87] ; [ 7 22],[68.63684211 92.36315789] ; [12.36315789 16.63684211],0
d3,1,0.037672,4.319756,[114  46] ; [15 14],[109.20634921  50.79365079] ; [19.79365079  9.20634921],0
r4,1,0.042738,4.105716,[144  17] ; [22  7],[140.66315789  20.33684211] ; [25.33684211  3.66315789],0
p6,1,0.045722,3.99181,[ 58 102] ; [ 5 24],[ 53.33333333 106.66666667] ; [ 9.66666667 19.33333333],0
a7,1,0.050943,3.810155,[113  48] ; [15 14],[108.46315789  52.53684211] ; [19.53684211  9.46315789],0
p7,1,0.059808,3.542708,[84 73] ; [10 19],[79.34408602 77.65591398] ; [14.65591398 14.34408602],0
a6,1,0.072746,3.219941,[115  45] ; [16 13],[110.8994709  49.1005291] ; [20.1005291  8.8994709],0
d4,1,0.077101,3.124971,[137  23] ; [21  8],[133.75661376  26.24338624] ; [24.24338624  4.75661376],0
