Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,127.955749,[348  26] ; [16 32],[322.5971564  51.4028436] ; [41.4028436  6.5971564],1
p11,1,0.000107,15.002297,[317  60] ; [30 19],[307.08685446  69.91314554] ; [39.91314554  9.08685446],1
s8,1,0.00019,13.931032,[242 134] ; [18 31],[230.02352941 145.97647059] ; [29.97647059 19.02352941],1
s2,1,0.00057,11.872939,[310  67] ; [30 19],[300.89201878  76.10798122] ; [39.10798122  9.89201878],1
p2,1,0.000731,11.408497,[333  42] ; [35 14],[325.47169811  49.52830189] ; [42.52830189  6.47169811],1
a5,1,0.002752,8.965167,[290  87] ; [28 21],[281.42253521  95.57746479] ; [36.57746479 12.42253521],0
d4,1,0.002779,8.947053,[318  58] ; [33 16],[310.53176471  65.46823529] ; [40.46823529  8.53176471],0
b1,1,0.00555,7.691046,[138 239] ; [28 21],[146.90610329 230.09389671] ; [19.09389671 29.90610329],0
p3,1,0.005768,7.621369,[213 164] ; [17 31],[204.02352941 172.97647059] ; [25.97647059 22.02352941],0
v2,1,0.012062,6.301691,[216 146] ; [19 28],[207.99511002 154.00488998] ; [27.00488998 19.99511002],0
s7,1,0.014876,5.93109,[254 111] ; [25 23],[246.57384988 118.42615012] ; [32.42615012 15.57384988],0
r2,1,0.017175,5.678424,[365   8] ; [45  4],[362.39336493  10.60663507] ; [47.60663507  1.39336493],0
a4,1,0.019814,5.428168,[185 192] ; [15 33],[177.41176471 199.58823529] ; [22.58823529 25.41176471],0
r4,1,0.020557,5.363926,[356  21] ; [42  7],[352.22065728  24.77934272] ; [45.77934272  3.22065728],0
a3,1,0.027259,4.87432,[291  84] ; [31 18],[284.78773585  90.21226415] ; [37.21226415 11.78773585],0
r3,1,0.02738,4.86666,[367   9] ; [45  4],[364.49882353  11.50117647] ; [47.50117647  1.49882353],0
v4,1,0.027407,4.864972,[363  13] ; [44  5],[360.07529412  15.92470588] ; [46.92470588  2.07529412],0
s5,1,0.030566,4.677155,[163 194] ; [14 34],[156.02222222 200.97777778] ; [20.97777778 27.02222222],0
d1,1,0.035104,4.440093,[243 134] ; [24 25],[236.28873239 140.71126761] ; [30.71126761 18.28873239],0
p8,1,0.035835,4.404941,[212 162] ; [20 29],[205.12529551 168.87470449] ; [26.87470449 22.12529551],0
s6,1,0.037584,4.323768,[319  49] ; [37 12],[314.16786571  53.83213429] ; [41.83213429  7.16786571],0
p6,1,0.066103,3.37723,[161 213] ; [14 34],[155.09478673 218.90521327] ; [19.90521327 28.09478673],0
d5,1,0.093042,2.820937,[313  63] ; [36 13],[308.76235294  67.23764706] ; [40.23764706  8.76235294],0
n2,1,0.094177,2.801484,[57 14] ; [7 5],[54.74698795 16.25301205] ; [9.25301205 2.74698795],0
n5,1,0.11829,2.43982,[318  59] ; [37 12],[314.16666667  62.83333333] ; [40.83333333  8.16666667],0
