Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,6.2e-05,16.03879,[67 18] ; [22 27],[56.45522388 28.54477612] ; [32.54477612 16.45522388],1
r4,1,0.000261,13.333789,[64 22] ; [21 28],[54.14814815 31.85185185] ; [30.85185185 18.14814815],1
a6,1,0.001278,10.374733,[54 31] ; [17 32],[45.03731343 39.96268657] ; [25.96268657 23.03731343],0
r2,1,0.001548,10.020913,[76  8] ; [33 15],[69.36363636 14.63636364] ; [39.63636364  8.36363636],0
r1,1,0.001863,9.679619,[59 25] ; [21 28],[50.52631579 33.47368421] ; [29.47368421 19.52631579],0
d3,1,0.003662,8.444444,[56 28] ; [20 29],[48. 36.] ; [28. 21.],0
r3,1,0.00638,7.439679,[66 19] ; [27 22],[58.99253731 26.00746269] ; [34.00746269 14.99253731],0
b1,1,0.011199,6.433425,[44 42] ; [36 13],[50.96296296 35.03703704] ; [29.03703704 19.96296296],0
v4,1,0.027774,4.842023,[72 14] ; [33 16],[66.88888889 19.11111111] ; [38.11111111 10.88888889],0
s6,1,0.040216,4.208749,[44 41] ; [16 32],[38.34586466 46.65413534] ; [21.65413534 26.34586466],0
u1,1,0.049795,3.848333,[13 73] ; [ 2 47],[ 9.55555556 76.44444444] ; [ 5.44444444 43.55555556],0
a2,1,0.053445,3.729947,[18 68] ; [ 4 45],[14.01481481 71.98518519] ; [ 7.98518519 41.01481481],0
u3,1,0.060209,3.531607,[16 14] ; [ 6 16],[12.69230769 17.30769231] ; [ 9.30769231 12.69230769],0
d1,1,0.067759,3.336486,[42 44] ; [16 33],[36.94814815 49.05185185] ; [21.05185185 27.94814815],0
u2,1,0.076537,3.136939,[14 16] ; [ 5 17],[10.96153846 19.03846154] ; [ 8.03846154 13.96153846],0
a5,1,0.080533,3.054115,[52 34] ; [22 27],[47.14074074 38.85925926] ; [26.85925926 22.14074074],0
p8,1,0.092448,2.831221,[29 56] ; [10 39],[24.73880597 60.26119403] ; [14.26119403 34.73880597],0
p2,1,0.094956,2.788279,[54 32] ; [23 25],[49.41791045 36.58208955] ; [27.58208955 20.41791045],0
