Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,6.2e-05,16.03879,[67 18] ; [22 27],[56.45522388 28.54477612] ; [32.54477612 16.45522388],1
n2,1,0.104072,2.642,[24 11] ; [13 14],[20.88709677 14.11290323] ; [16.11290323 10.88709677],0
s8,1,0.110077,2.553111,[25 61] ; [ 8 40],[21.17910448 64.82089552] ; [11.82089552 36.17910448],0
p7,1,0.110628,2.545232,[39 47] ; [15 33],[34.65671642 51.34328358] ; [19.34328358 28.65671642],0
n3,1,0.113418,2.505943,[22 12] ; [11 14],[19.01694915 14.98305085] ; [13.98305085 11.01694915],0
b5,1,0.129136,2.302863,[57 29] ; [26 23],[52.87407407 33.12592593] ; [30.12592593 18.87407407],0
p6,1,0.131141,2.278946,[20 66] ; [ 6 42],[16.68656716 69.31343284] ; [ 9.31343284 38.68656716],0
p9,1,0.148885,2.083642,[48 35] ; [21 26],[44.05384615 38.94615385] ; [24.94615385 22.05384615],0
n1,1,0.157385,1.999177,[17 16] ; [ 9 18],[14.3 18.7] ; [11.7 15.3],0
d4,1,0.159089,1.982861,[62 23] ; [30 19],[58.35820896 26.64179104] ; [33.64179104 15.35820896],0
a1,1,0.166278,1.916185,[ 6 80] ; [ 7 42],[ 8.28148148 77.71851852] ; [ 4.71851852 44.28148148],0
s2,1,0.250382,1.32117,[33 53] ; [14 35],[29.94074074 56.05925926] ; [17.05925926 31.94074074],0
p10,1,0.250558,1.320188,[39 44] ; [18 31],[35.84090909 47.15909091] ; [21.15909091 27.84090909],0
a3,1,0.253697,1.30283,[55 28] ; [27 21],[51.95419847 31.04580153] ; [30.04580153 17.95419847],0
a4,1,0.371634,0.798192,[35 50] ; [16 32],[32.59398496 52.40601504] ; [18.40601504 29.59398496],0
d2,1,0.389833,0.739462,[42 43] ; [20 28],[39.62406015 45.37593985] ; [22.37593985 25.62406015],0
s7,1,0.39974,0.709108,[30 51] ; [13 31],[27.864 53.136] ; [15.136 28.864],0
p5,1,0.40166,0.70335,[ 9 76] ; [ 3 45],[ 7.66917293 77.33082707] ; [ 4.33082707 43.66917293],0
v1,1,0.427095,0.630709,[29 57] ; [13 35],[26.95522388 59.04477612] ; [15.04477612 32.95522388],0
p4,1,0.458298,0.550047,[35 50] ; [17 32],[32.98507463 52.01492537] ; [19.01492537 29.98507463],0
n4,1,0.458298,0.550047,[50 35] ; [32 17],[52.01492537 32.98507463] ; [29.98507463 19.01492537],0
s3,1,0.465312,0.533088,[41 44] ; [20 28],[38.98496241 46.01503759] ; [22.01503759 25.98496241],0
n6,1,0.520574,0.412755,[55 31] ; [28 20],[53.26865672 32.73134328] ; [29.73134328 18.26865672],0
b2,1,0.529553,0.39525,[14 33] ; [11 19],[15.25974026 31.74025974] ; [ 9.74025974 20.25974026],0
b3,1,0.529553,0.39525,[14 33] ; [11 19],[15.25974026 31.74025974] ; [ 9.74025974 20.25974026],0
p12,1,0.562853,0.334789,[ 2 84] ; [ 2 47],[ 2.54814815 83.45185185] ; [ 1.45185185 47.54814815],0
p1,1,0.800172,0.064072,[10 76] ; [ 5 44],[ 9.55555556 76.44444444] ; [ 5.44444444 43.55555556],0
v3,1,0.827729,0.047356,[18 67] ; [ 9 37],[17.51908397 67.48091603] ; [ 9.48091603 36.51908397],0
s4,1,0.842757,0.03935,[17 69] ; [ 9 40],[16.56296296 69.43703704] ; [ 9.43703704 39.56296296],0
s1,1,0.898597,0.016239,[ 8 76] ; [ 5 44],[ 8.21052632 75.78947368] ; [ 4.78947368 44.21052632],0
s5,1,0.899627,0.01591,[20 62] ; [11 36],[19.70542636 62.29457364] ; [11.29457364 35.70542636],0
a8,1,0.902448,0.015023,[ 9 72] ; [ 5 43],[ 8.79069767 72.20930233] ; [ 5.20930233 42.79069767],0
p3,1,0.927001,0.008394,[28 58] ; [16 32],[28.23880597 57.76119403] ; [15.76119403 32.23880597],0
b4,1,0.934399,0.006775,[45 41] ; [26 23],[45.22962963 40.77037037] ; [25.77037037 23.22962963],0
n5,1,0.936269,0.006394,[55 31] ; [31 18],[54.78518519 31.21481481] ; [31.21481481 17.78518519],0
