Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,92.01942,[ 42 206] ; [201 160],[ 98.95566502 149.04433498] ; [144.04433498 216.95566502],1
v1,1,0.0,39.037113,[ 96 153] ; [233 130],[133.85784314 115.14215686] ; [195.14215686 167.85784314],1
a5,1,0.000179,14.042853,[168  86] ; [295  76],[188.1632  65.8368] ; [274.8368  96.1632],1
r1,1,0.000461,12.266595,[191  61] ; [320  49],[207.36231884  44.63768116] ; [303.63768116  65.36231884],1
d1,1,0.001225,10.452361,[138 116] ; [249 122],[157.2768  96.7232] ; [229.7232 141.2768],0
d3,1,0.003014,8.798827,[181  71] ; [303  67],[196.09003215  55.90996785] ; [287.90996785  82.09003215],0
s7,1,0.005267,7.785531,[ 98 144] ; [183 168],[114.67453626 127.32546374] ; [166.32546374 184.67453626],0
a3,1,0.005362,7.753174,[164  89] ; [278  92],[179.49598716  73.50401284] ; [262.50401284 107.49598716],0
p12,1,0.007044,7.261697,[ 12 240] ; [ 40 328],[ 21.13548387 230.86451613] ; [ 30.86451613 337.13548387],0
p9,1,0.009567,6.713764,[199  51] ; [318  46],[210.50488599  39.49511401] ; [306.49511401  57.50488599],0
s8,1,0.011234,6.427927,[ 92 162] ; [170 196],[107.33548387 146.66451613] ; [154.66451613 211.33548387],0
p10,1,0.012287,6.268909,[191  58] ; [310  56],[202.84390244  46.15609756] ; [298.15609756  67.84390244],0
p3,1,0.019637,5.443862,[111 142] ; [196 171],[125.27580645 127.72419355] ; [181.72419355 185.27580645],0
p11,1,0.021996,5.246122,[188  66] ; [303  68],[199.5424  54.4576] ; [291.4576  79.5424],0
u1,1,0.024445,5.062805,[ 45 209] ; [ 94 277],[ 56.4896 197.5104] ; [ 82.5104 288.4896],0
d2,1,0.039248,4.250093,[109 144] ; [190 179],[121.61897106 131.38102894] ; [177.38102894 191.61897106],0
a6,1,0.056422,3.63956,[185  68] ; [294  75],[194.83440514  58.16559486] ; [284.16559486  84.83440514],0
a1,1,0.062536,3.468807,[  6 248] ; [ 20 351],[ 10.5664 243.4336] ; [ 15.4336 355.5664],0
p7,1,0.070016,3.282651,[145 102] ; [238 123],[155.59375  91.40625] ; [227.40625 133.59375],0
p6,1,0.082361,3.017677,[ 83 170] ; [144 219],[ 93.23214286 159.76785714] ; [133.76785714 229.23214286],0
a2,1,0.084544,2.975302,[ 62 192] ; [114 257],[ 71.5264 182.4736] ; [104.4736 266.5264],0
a4,1,0.090065,2.873209,[100 154] ; [171 199],[110.31089744 143.68910256] ; [160.68910256 209.31089744],0
b1,1,0.104922,2.629088,[ 96 158] ; [117 254],[ 86.5632 167.4368] ; [126.4368 244.5632],0
s6,1,0.10551,2.620212,[160  91] ; [254 109],[169.24104235  81.75895765] ; [244.75895765 118.24104235],0
s5,1,0.107916,2.584482,[ 70 177] ; [123 233],[ 79.05638474 167.94361526] ; [113.94361526 242.05638474],0
n5,1,0.125707,2.344734,[174  79] ; [273  94],[182.40483871  70.59516129] ; [264.59516129 102.40483871],0
b4,1,0.127702,2.320225,[142 112] ; [230 141],[151.1808 102.8192] ; [220.8192 150.1808],0
d4,1,0.145112,2.122894,[208  45] ; [320  50],[214.42054575  38.57945425] ; [313.57945425  56.42054575],0
s4,1,0.18596,1.749339,[ 46 203] ; [ 53 313],[ 40.08292683 208.91707317] ; [ 58.91707317 307.08292683],0
