Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,96.543906,[148   1] ; [30 38],[122.22119816  26.77880184] ; [55.77880184 12.22119816],1
r2,1,0.0,62.634106,[144   3] ; [37 29],[124.91549296  22.08450704] ; [56.08450704  9.91549296],1
r1,1,0.0,53.540128,[118  30] ; [20 50],[93.68807339 54.31192661] ; [44.31192661 25.68807339],1
v4,1,0.0,52.147003,[139   8] ; [37 32],[119.77777778  27.22222222] ; [56.22222222 12.77777778],1
p11,1,0.0,34.375489,[115  34] ; [26 45],[95.49545455 53.50454545] ; [45.50454545 25.49545455],1
p2,1,0.0,26.810998,[114  35] ; [28 41],[97.05504587 51.94495413] ; [44.94495413 24.05504587],1
d3,1,5.2e-05,16.377859,[98 50] ; [26 44],[84.18348624 63.81651376] ; [39.81651376 30.18348624],1
d4,1,6e-05,16.08877,[119  29] ; [38 32],[106.58715596  41.41284404] ; [50.41284404 19.58715596],1
d5,1,0.0001,15.130758,[112  36] ; [35 36],[99.34246575 48.65753425] ; [47.65753425 23.34246575],1
n6,1,0.000156,14.293938,[112  37] ; [34 35],[99.78899083 49.21100917] ; [46.21100917 22.78899083],1
a1,1,0.000311,13.004015,[  2 147] ; [ 9 62],[  7.45 141.55] ; [ 3.55 67.45],1
v2,1,0.000393,12.564444,[69 71] ; [16 52],[57.21153846 82.78846154] ; [27.78846154 40.21153846],1
d1,1,0.000568,11.878491,[81 68] ; [21 50],[69.08181818 79.91818182] ; [32.91818182 38.08181818],1
b1,1,0.000612,11.738185,[ 46 103] ; [39 32],[57.56818182 91.43181818] ; [27.43181818 43.56818182],1
a6,1,0.000639,11.659577,[101  48] ; [31 40],[89.4 59.6] ; [42.6 28.4],1
p9,1,0.000865,11.096478,[104  43] ; [31 35],[93.16901408 53.83098592] ; [41.83098592 24.16901408],1
a7,1,0.00105,10.7368,[101  47] ; [31 38],[90.02764977 57.97235023] ; [41.97235023 27.02764977],0
p7,1,0.004447,8.091832,[65 82] ; [16 51],[55.64018692 91.35981308] ; [25.35981308 41.64018692],0
p10,1,0.005525,7.699002,[95 53] ; [30 38],[85.64814815 62.35185185] ; [39.35185185 28.64814815],0
n3,1,0.008314,6.964612,[32 10] ; [17 19],[26.38461538 15.61538462] ; [22.61538462 13.38461538],0
v1,1,0.015251,5.8872,[55 93] ; [14 54],[ 47.27777778 100.72222222] ; [21.72222222 46.27777778],0
a5,1,0.019725,5.436036,[92 57] ; [32 39],[83.98181818 65.01818182] ; [40.01818182 30.98181818],0
u3,1,0.025347,5.0,[24 24] ; [ 8 24],[19.2 28.8] ; [12.8 19.2],0
b5,1,0.032582,4.567615,[92 57] ; [33 38],[84.65909091 64.34090909] ; [40.34090909 30.65909091],0
p1,1,0.053133,3.739733,[  4 144] ; [ 6 64],[  6.78899083 141.21100917] ; [ 3.21100917 66.78899083],0
p5,1,0.062885,3.459608,[  2 146] ; [ 4 65],[  4.0921659 143.9078341] ; [ 1.9078341 67.0921659],0
v3,1,0.063073,3.454687,[41 99] ; [12 57],[ 35.50239234 104.49760766] ; [17.49760766 51.50239234],0
n4,1,0.101975,2.674387,[96 53] ; [37 33],[90.48858447 58.51141553] ; [42.51141553 27.48858447],0
a3,1,0.106605,2.603848,[101  48] ; [39 30],[95.68807339 53.31192661] ; [44.31192661 24.68807339],0
s1,1,0.1296,2.297286,[  4 142] ; [ 5 65],[  6.08333333 139.91666667] ; [ 2.91666667 67.08333333],0
s7,1,0.142558,2.150124,[ 19 122] ; [14 51],[ 22.58737864 118.41262136] ; [10.41262136 54.58737864],0
a4,1,0.182906,1.773849,[63 86] ; [23 47],[58.51141553 90.48858447] ; [27.48858447 42.51141553],0
s2,1,0.193901,1.687724,[ 27 120] ; [ 8 62],[ 23.70967742 123.29032258] ; [11.29032258 58.70967742],0
p4,1,0.211584,1.560554,[ 41 106] ; [14 56],[ 37.25806452 109.74193548] ; [17.74193548 52.25806452],0
b2,1,0.220099,1.503725,[29 54] ; [19 22],[32.12903226 50.87096774] ; [15.87096774 25.12903226],0
b3,1,0.220099,1.503725,[29 54] ; [19 22],[32.12903226 50.87096774] ; [15.87096774 25.12903226],0
d2,1,0.239483,1.383637,[71 78] ; [27 42],[66.98165138 82.01834862] ; [31.01834862 37.98165138],0
a8,1,0.266331,1.235548,[ 16 127] ; [ 4 60],[ 13.81642512 129.18357488] ; [ 6.18357488 57.81642512],0
p8,1,0.27448,1.194218,[ 46 100] ; [17 53],[ 42.58333333 103.41666667] ; [20.41666667 49.58333333],0
n2,1,0.324984,0.968783,[29 14] ; [21 16],[26.875 16.125] ; [23.125 13.875],0
u2,1,0.361361,0.833158,[24 23] ; [13 19],[22.01265823 24.98734177] ; [14.98734177 17.01265823],0
n5,1,0.363849,0.824565,[85 62] ; [45 25],[88.06451613 58.93548387] ; [41.93548387 28.06451613],0
s8,1,0.37825,0.776381,[ 21 128] ; [ 7 64],[ 18.96363636 130.03636364] ; [ 9.03636364 61.96363636],0
a2,1,0.505172,0.444054,[ 24 125] ; [ 9 62],[ 22.35 126.65] ; [10.65 60.35],0
s3,1,0.512655,0.428643,[ 38 109] ; [15 54],[ 36.06944444 110.93055556] ; [16.93055556 52.06944444],0
s4,1,0.530933,0.392606,[ 11 138] ; [ 7 64],[ 12.19090909 136.80909091] ; [ 5.80909091 65.19090909],0
p6,1,0.556965,0.344987,[ 26 121] ; [10 59],[ 24.5 122.5] ; [11.5 57.5],0
b4,1,0.56443,0.332092,[82 67] ; [42 29],[83.98181818 65.01818182] ; [40.01818182 30.98181818],0
n1,1,0.734328,0.115175,[14 27] ; [14 23],[14.71794872 26.28205128] ; [13.28205128 23.71794872],0
s5,1,0.912319,0.012125,[ 13 131] ; [ 6 64],[ 12.78504673 131.21495327] ; [ 6.21495327 63.78504673],0
u1,1,0.919991,0.010089,[ 12 137] ; [ 6 65],[ 12.19090909 136.80909091] ; [ 5.80909091 65.19090909],0
p12,1,0.963554,0.002088,[  2 146] ; [ 1 69],[  2.03669725 145.96330275] ; [ 0.96330275 69.03669725],0
