Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000175,14.081633,[46 45] ; [ 46 123],[32.2 58.8] ; [ 59.8 109.2],1
d5,1,0.120699,2.40823,[73 22] ; [116  55],[67.5 27.5] ; [121.5  49.5],0
s3,1,0.12694,2.329527,[49 45] ; [72 98],[43.08333333 50.91666667] ; [77.91666667 92.08333333],0
a5,1,0.132593,2.261883,[62 33] ; [96 76],[56.21722846 38.78277154] ; [101.78277154  70.21722846],0
a6,1,0.13803,2.199788,[64 31] ; [100  72],[58.35205993 36.64794007] ; [105.64794007  66.35205993],0
d1,1,0.139731,2.180918,[47 48] ; [ 69 103],[41.27340824 53.72659176] ; [74.72659176 97.27340824],0
n6,1,0.174417,1.844567,[71 22] ; [117  54],[66.22727273 26.77272727] ; [121.77272727  49.22727273],0
p3,1,0.194987,1.679531,[22 72] ; [ 29 143],[18.02255639 75.97744361] ; [ 32.97744361 139.02255639],0
n4,1,0.214972,1.537621,[63 31] ; [102  70],[58.30827068 35.69172932] ; [106.69172932  65.30827068],0
d3,1,0.230062,1.440481,[57 38] ; [89 81],[52.33962264 42.66037736] ; [93.66037736 76.33962264],0
a8,1,0.233869,1.417176,[15 73] ; [ 19 144],[11.92031873 76.07968127] ; [ 22.07968127 140.92031873],0
r2,1,0.234096,1.415798,[81  9] ; [144  26],[77.88461538 12.11538462] ; [147.11538462  22.88461538],0
p11,1,0.272498,1.204127,[66 29] ; [108  64],[61.91011236 33.08988764] ; [112.08988764  59.91011236],0
p6,1,0.292281,1.109084,[18 73] ; [ 25 145],[14.99233716 76.00766284] ; [ 28.00766284 141.99233716],0
a1,1,0.294199,1.100304,[ 2 93] ; [  8 164],[ 3.55805243 91.44194757] ; [  6.44194757 165.55805243],0
n2,1,0.317069,1.001,[23  7] ; [48 24],[20.88235294  9.11764706] ; [50.11764706 21.88235294],0
u1,1,0.346486,0.886284,[13 82] ; [ 17 155],[10.6741573 84.3258427] ; [ 19.3258427 152.6741573],0
p1,1,0.42252,0.643294,[ 3 92] ; [  9 161],[ 4.30188679 90.69811321] ; [  7.69811321 162.30188679],0
n1,1,0.510795,0.432438,[10 20] ; [29 43],[11.47058824 18.52941176] ; [27.52941176 44.47058824],0
b2,1,0.512753,0.428444,[22 35] ; [31 62],[20.14 36.86] ; [32.86 60.14],0
b3,1,0.512753,0.428444,[22 35] ; [31 62],[20.14 36.86] ; [32.86 60.14],0
d2,1,0.536788,0.381526,[40 55] ; [ 65 105],[37.64150943 57.35849057] ; [ 67.35849057 102.64150943],0
p2,1,0.661755,0.191398,[66 29] ; [115  57],[64.40074906 30.59925094] ; [116.59925094  55.40074906],0
u4,1,0.668982,0.182795,[ 1 94] ; [  1 171],[ 0.71161049 94.28838951] ; [  1.28838951 170.71161049],0
s1,1,0.698953,0.149563,[ 2 92] ; [  5 166],[ 2.48301887 91.51698113] ; [  4.51698113 166.48301887],0
p12,1,0.699299,0.149202,[ 3 91] ; [  7 162],[ 3.57414449 90.42585551] ; [  6.42585551 162.57414449],0
s4,1,0.699515,0.148977,[18 77] ; [ 29 141],[16.8490566 78.1509434] ; [ 30.1509434 139.8490566],0
p5,1,0.707135,0.141156,[ 3 92] ; [  7 165],[ 3.55805243 91.44194757] ; [  6.44194757 165.55805243],0
b5,1,0.722548,0.126064,[57 38] ; [107  65],[58.35205993 36.64794007] ; [105.64794007  66.35205993],0
a2,1,0.72986,0.11924,[15 80] ; [ 30 142],[16.01123596 78.98876404] ; [ 28.98876404 143.01123596],0
p8,1,0.740394,0.109781,[27 66] ; [ 53 118],[28.18181818 64.81818182] ; [ 51.81818182 119.18181818],0
b4,1,0.857925,0.032047,[53 42] ; [94 78],[52.30337079 42.69662921] ; [94.69662921 77.30337079],0
b1,1,0.866898,0.02809,[38 57] ; [ 67 105],[37.35955056 57.64044944] ; [ 67.64044944 104.35955056],0
a4,1,0.943041,0.005105,[32 63] ; [ 58 112],[32.26415094 62.73584906] ; [ 57.73584906 112.26415094],0
u3,1,0.97204,0.001228,[13 16] ; [32 40],[12.92079208 16.07920792] ; [32.07920792 39.92079208],0
u2,1,0.985643,0.000324,[12 16] ; [31 41],[12.04 15.96] ; [30.96 41.04],0
