Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,38.403272,[45 16] ; [ 4 35],[29.89 31.11] ; [19.11 19.89],1
d5,1,0.0,31.946294,[59  2] ; [19 20],[47.58 13.42] ; [30.42  8.58],1
d4,1,0.0,28.364836,[60  1] ; [22 17],[50.02 10.98] ; [31.98  7.02],1
d3,1,0.0,25.63608,[53  8] ; [15 24],[41.48 19.52] ; [26.52 12.48],1
a3,1,7.7e-05,15.623079,[55  7] ; [21 18],[46.65346535 15.34653465] ; [29.34653465  9.65346535],1
v1,1,0.00418,8.204087,[48 12] ; [20 18],[41.63265306 18.36734694] ; [26.36734694 11.63265306],0
s3,1,0.005363,7.752774,[45 17] ; [17 21],[38.44 23.56] ; [23.56 14.44],0
a2,1,0.008198,6.989635,[16 46] ; [ 2 37],[11.04950495 50.95049505] ; [ 6.95049505 32.04950495],0
s2,1,0.0082,6.9893,[42 20] ; [16 23],[35.6039604 26.3960396] ; [22.3960396 16.6039604],0
a5,1,0.011344,6.410605,[52 10] ; [24 15],[46.65346535 15.34653465] ; [29.34653465  9.65346535],0
n3,1,0.018018,5.594419,[5 8] ; [8 1],[7.68181818 5.31818182] ; [5.31818182 3.68181818],0
a4,1,0.02054,5.365392,[32 30] ; [11 28],[26.3960396 35.6039604] ; [16.6039604 22.3960396],0
r1,1,0.05539,3.670296,[54  8] ; [28 11],[50.33663366 11.66336634] ; [31.66336634  7.33663366],0
s4,1,0.057322,3.613221,[11 49] ; [ 2 37],[ 7.87878788 52.12121212] ; [ 5.12121212 33.87878788],0
s8,1,0.088267,2.905706,[41 20] ; [19 19],[36.96969697 24.03030303] ; [23.03030303 14.96969697],0
u3,1,0.101707,2.678571,[6 1] ; [9 9],[4.2 2.8] ; [10.8  7.2],0
p4,1,0.119324,2.426172,[55  6] ; [30  8],[52.37373737  8.62626263] ; [32.62626263  5.37373737],0
n4,1,0.135001,2.234033,[57  5] ; [32  7],[54.63366337  7.36633663] ; [34.36633663  4.63366337],0
p9,1,0.13567,2.226396,[60  2] ; [34  4],[58.28  3.72] ; [35.72  2.28],0
b2,1,0.211223,1.563026,[26 23] ; [ 9 15],[23.49315068 25.50684932] ; [11.50684932 12.49315068],0
b3,1,0.211223,1.563026,[26 23] ; [ 9 15],[23.49315068 25.50684932] ; [11.50684932 12.49315068],0
a1,1,0.217696,1.519495,[10 52] ; [ 3 36],[ 7.98019802 54.01980198] ; [ 5.01980198 33.98019802],0
p2,1,0.226852,1.460492,[56  6] ; [32  7],[54.01980198  7.98019802] ; [33.98019802  5.01980198],0
p10,1,0.237016,1.398256,[58  4] ; [32  5],[56.36363636  5.63636364] ; [33.63636364  3.36363636],0
n5,1,0.250263,1.321832,[57  5] ; [33  6],[55.24752475  6.75247525] ; [34.75247525  4.24752475],0
s7,1,0.267494,1.229555,[46 15] ; [22 12],[43.66315789 17.33684211] ; [24.33684211  9.66315789],0
a6,1,0.275118,1.191049,[41 20] ; [22 17],[38.43 22.57] ; [24.57 14.43],0
s5,1,0.31164,1.023713,[39 17] ; [22 15],[36.7311828 19.2688172] ; [24.2688172 12.7311828],0
v3,1,0.376992,0.780489,[37 23] ; [20 18],[34.89795918 25.10204082] ; [22.10204082 15.89795918],0
p6,1,0.404799,0.694025,[35 26] ; [25 13],[36.96969697 24.03030303] ; [23.03030303 14.96969697],0
b5,1,0.448076,0.575515,[27 35] ; [20 19],[28.85148515 33.14851485] ; [18.14851485 20.85148515],0
p8,1,0.470863,0.519949,[51 11] ; [29  9],[49.6 12.4] ; [30.4  7.6],0
v2,1,0.472643,0.515789,[36 24] ; [20 18],[34.28571429 25.71428571] ; [21.71428571 16.28571429],0
n2,1,0.47433,0.511871,[10  3] ; [8 1],[10.63636364  2.36363636] ; [7.36363636 1.63636364],0
p3,1,0.48218,0.493929,[49 12] ; [29 10],[47.58 13.42] ; [30.42  8.58],0
p11,1,0.487544,0.481942,[54  8] ; [32  7],[52.79207921  9.20792079] ; [33.20792079  5.79207921],0
s1,1,0.490609,0.475191,[ 4 58] ; [ 4 35],[ 4.91089109 57.08910891] ; [ 3.08910891 35.91089109],0
p12,1,0.558744,0.341884,[18 44] ; [ 9 29],[16.74 45.26] ; [10.26 27.74],0
n1,1,0.603848,0.269231,[8 5] ; [4 4],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
b4,1,0.613562,0.25502,[35 27] ; [24 15],[36.21782178 25.78217822] ; [22.78217822 16.21782178],0
u2,1,0.629412,0.232859,[5 2] ; [11  7],[4.48 2.52] ; [11.52  6.48],0
p7,1,0.746449,0.10454,[47 12] ; [30  9],[46.35714286 12.64285714] ; [30.64285714  8.35714286],0
r2,1,0.783672,0.075371,[58  4] ; [35  3],[57.66  4.34] ; [35.34  2.66],0
r4,1,0.811087,0.057132,[58  4] ; [36  3],[57.7029703  4.2970297] ; [36.2970297  2.7029703],0
r3,1,0.811087,0.057132,[58  4] ; [36  3],[57.7029703  4.2970297] ; [36.2970297  2.7029703],0
