Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.980565,[ 20 106] ; [33 39],[33.72727273 92.27272727] ; [19.27272727 52.72727273],1
r4,1,2.5e-05,17.790689,[74 52] ; [63  9],[87.18181818 38.81818182] ; [49.81818182 22.18181818],1
p2,1,5.3e-05,16.325481,[63 63] ; [57 15],[76.36363636 49.63636364] ; [43.63636364 28.36363636],1
p3,1,6.6e-05,15.920025,[ 14 111] ; [25 47],[ 24.74619289 100.25380711] ; [14.25380711 57.74619289],1
p6,1,0.000155,14.304475,[  8 116] ; [18 52],[ 16.6185567 107.3814433] ; [ 9.3814433 60.6185567],1
v4,1,0.00068,11.543676,[91 34] ; [66  5],[100.12755102  24.87244898] ; [56.87244898 14.12755102],1
r3,1,0.002368,9.23952,[94 30] ; [67  5],[101.85714286  22.14285714] ; [59.14285714 12.85714286],0
s2,1,0.005975,7.557932,[ 14 111] ; [19 53],[ 20.93908629 104.06091371] ; [12.06091371 59.93908629],0
v2,1,0.008239,6.980814,[42 79] ; [38 32],[50.68062827 70.31937173] ; [29.31937173 40.68062827],0
n6,1,0.010811,6.496185,[73 52] ; [55 17],[81.21827411 43.78172589] ; [46.78172589 25.21827411],0
r1,1,0.014303,6.000374,[72 54] ; [53 18],[79.94923858 46.05076142] ; [45.05076142 25.94923858],0
n3,1,0.015986,5.80438,[24 24] ; [17  4],[28.52173913 19.47826087] ; [12.47826087  8.52173913],0
a8,1,0.016951,5.701401,[  8 114] ; [12 56],[ 12.84210526 109.15789474] ; [ 7.15789474 60.84210526],0
p11,1,0.025988,4.956799,[69 57] ; [51 21],[76.36363636 49.63636364] ; [43.63636364 28.36363636],0
s3,1,0.06002,3.536821,[ 25 100] ; [23 49],[30.45685279 94.54314721] ; [17.54314721 54.45685279],0
n1,1,0.063501,3.443502,[20 31] ; [ 3 16],[16.75714286 34.24285714] ; [ 6.24285714 12.75714286],0
p1,1,0.072702,3.22093,[ 12 113] ; [ 2 70],[  8.88324873 116.11675127] ; [ 5.11675127 66.88324873],0
r2,1,0.075027,3.16947,[102  22] ; [65  6],[106.19487179  17.80512821] ; [60.80512821 10.19487179],0
a1,1,0.143342,2.141705,[ 10 116] ; [ 2 70],[  7.63636364 118.36363636] ; [ 4.36363636 67.63636364],0
s1,1,0.218776,1.51238,[  6 119] ; [ 1 70],[  4.46428571 120.53571429] ; [ 2.53571429 68.46428571],0
v3,1,0.231774,1.429944,[28 93] ; [22 49],[31.51041667 89.48958333] ; [18.48958333 52.51041667],0
p10,1,0.237722,1.394054,[65 59] ; [44 28],[68.95918367 55.04081633] ; [40.04081633 31.95918367],0
d1,1,0.246537,1.342823,[54 72] ; [37 35],[57.90909091 68.09090909] ; [33.09090909 38.90909091],0
b1,1,0.252142,1.311396,[56 70] ; [26 46],[52.18181818 73.81818182] ; [29.81818182 42.18181818],0
p9,1,0.252516,1.309329,[70 51] ; [47 24],[73.734375 47.265625] ; [43.265625 27.734375],0
b4,1,0.266607,1.234123,[75 51] ; [37 35],[71.27272727 54.72727273] ; [40.72727273 31.27272727],0
s8,1,0.303593,1.058344,[ 13 113] ; [11 61],[ 15.27272727 110.72727273] ; [ 8.72727273 63.27272727],0
b2,1,0.324495,0.970744,[29 40] ; [13 27],[26.58715596 42.41284404] ; [15.41284404 24.58715596],0
b3,1,0.324495,0.970744,[29 40] ; [13 27],[26.58715596 42.41284404] ; [15.41284404 24.58715596],0
u2,1,0.327187,0.96,[18 27] ; [14 13],[20. 25.] ; [12. 15.],0
a4,1,0.352136,0.865744,[50 75] ; [24 48],[46.95431472 78.04568528] ; [27.04568528 44.95431472],0
s4,1,0.427079,0.630754,[ 13 113] ; [ 5 67],[ 11.45454545 114.54545455] ; [ 6.54545455 65.45454545],0
d2,1,0.433838,0.612528,[51 72] ; [34 38],[53.61538462 69.38461538] ; [31.38461538 40.61538462],0
d4,1,0.461898,0.54129,[89 36] ; [54 17],[91.19897959 33.80102041] ; [51.80102041 19.19897959],0
a5,1,0.463125,0.538332,[75 51] ; [39 33],[72.54545455 53.45454545] ; [41.45454545 30.54545455],0
v1,1,0.487357,0.482357,[36 88] ; [24 47],[38.15384615 85.84615385] ; [21.84615385 49.15384615],0
