Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,52.412031,[138 183] ; [239  98],[183.91641337 137.08358663] ; [193.08358663 143.91641337],1
v3,1,0.0,33.535431,[ 85 239] ; [161 174],[120.94688923 203.05311077] ; [125.05311077 209.94688923],1
p2,1,4e-06,21.33273,[243  89] ; [302  44],[266.87315634  65.12684366] ; [278.12684366  67.87315634],1
n5,1,6e-06,20.490414,[203 124] ; [270  76],[229.82317979  97.17682021] ; [243.17682021 102.82317979],1
p6,1,1.1e-05,19.249207,[ 85 245] ; [141 196],[111.81409295 218.18590705] ; [114.18590705 222.81409295],1
p3,1,1.2e-05,19.1692,[121 211] ; [184 162],[149.35103245 182.64896755] ; [155.64896755 190.35103245],1
p7,1,4.2e-05,16.771806,[169 155] ; [229 109],[194.79154079 129.20845921] ; [203.20845921 134.79154079],1
s8,1,6.5e-05,15.936901,[111 221] ; [167 177],[136.53254438 195.46745562] ; [141.46745562 202.53254438],1
p8,1,0.000101,15.123818,[133 195] ; [189 151],[158.10778443 169.89221557] ; [163.89221557 176.10778443],1
s6,1,0.000119,14.813925,[188 140] ; [244  97],[211.80269058 116.19730942] ; [220.19730942 120.80269058],1
p9,1,0.000133,14.603782,[245  82] ; [296  46],[264.43497758  62.56502242] ; [276.56502242  65.43497758],1
p4,1,0.000194,13.88424,[156 172] ; [214 132],[180.05934718 147.94065282] ; [189.94065282 156.05934718],1
s5,1,0.000569,11.874183,[ 80 239] ; [127 211],[100.50684932 218.49315068] ; [106.49315068 231.50684932],1
v4,1,0.002028,9.523663,[299  32] ; [333  13],[308.9985229  22.0014771] ; [323.0014771  22.9985229],0
p10,1,0.00318,8.700979,[240  90] ; [282  61],[255.95839525  74.04160475] ; [266.04160475  76.95839525],0
a5,1,0.003422,8.567422,[233  99] ; [278  70],[249.48823529  82.51176471] ; [261.51176471  86.48823529],0
s2,1,0.004361,8.127205,[147 184] ; [190 153],[165.5 165.5] ; [171.5 171.5],0
p11,1,0.004486,8.075917,[234  98] ; [278  70],[249.97647059  82.02352941] ; [262.02352941  85.97647059],0
