Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001191,10.504911,[1 3] ; [33  4],[3.31707317 0.68292683] ; [30.68292683  6.31707317],0
a8,1,0.001698,9.850733,[3 1] ; [ 4 31],[0.71794872 3.28205128] ; [ 6.28205128 28.71794872],0
p11,1,0.0032,8.689624,[1 3] ; [32  5],[3.2195122 0.7804878] ; [29.7804878  7.2195122],0
p8,1,0.013095,6.156255,[1 3] ; [30  7],[3.02439024 0.97560976] ; [27.97560976  9.02439024],0
a7,1,0.050148,3.83652,[1 3] ; [27 10],[2.73170732 1.26829268] ; [25.26829268 11.73170732],0
p6,1,0.055754,3.659386,[1 3] ; [26 10],[2.7 1.3] ; [24.3 11.7],0
d2,1,0.065428,3.394163,[2 2] ; [ 5 32],[0.68292683 3.31707317] ; [ 6.31707317 30.68292683],0
d4,1,0.120499,2.410828,[1 3] ; [24 13],[2.43902439 1.56097561] ; [22.56097561 14.43902439],0
b1,1,0.120499,2.410828,[3 1] ; [13 24],[1.56097561 2.43902439] ; [14.43902439 22.56097561],0
p7,1,0.153676,2.035379,[2 2] ; [30  7],[3.12195122 0.87804878] ; [28.87804878  8.12195122],0
v2,1,0.203628,1.616162,[1 3] ; [21 15],[2.2 1.8] ; [19.8 16.2],0
s3,1,0.245661,1.347814,[3 1] ; [16 20],[1.9 2.1] ; [17.1 18.9],0
s1,1,0.279426,1.169878,[1 3] ; [ 3 34],[0.3902439 3.6097561] ; [ 3.6097561 33.3902439],0
b5,1,0.316529,1.003234,[3 1] ; [18 19],[2.04878049 1.95121951] ; [18.95121951 18.04878049],0
p3,1,0.337412,0.920239,[2 2] ; [27 10],[2.82926829 1.17073171] ; [26.17073171 10.82926829],0
r2,1,0.425556,0.634921,[3 1] ; [32  4],[3.5 0.5] ; [31.5  4.5],0
b2,1,0.487561,0.481905,[1 3] ; [10 13],[1.62962963 2.37037037] ; [ 9.37037037 13.62962963],0
b3,1,0.487561,0.481905,[1 3] ; [10 13],[1.62962963 2.37037037] ; [ 9.37037037 13.62962963],0
s5,1,0.491557,0.473117,[3 1] ; [20 15],[2.35897436 1.64102564] ; [20.64102564 14.35897436],0
s7,1,0.509629,0.434829,[2 2] ; [22 11],[2.59459459 1.40540541] ; [21.40540541 11.59459459],0
p4,1,0.548306,0.36036,[2 1] ; [30  7],[2.4 0.6] ; [29.6  7.4],0
b4,1,0.557645,0.343798,[2 2] ; [24 13],[2.53658537 1.46341463] ; [23.46341463 13.53658537],0
d3,1,0.557645,0.343798,[2 2] ; [13 24],[1.46341463 2.53658537] ; [13.53658537 23.46341463],0
a5,1,0.635714,0.224392,[2 2] ; [23 14],[2.43902439 1.56097561] ; [22.56097561 14.43902439],0
s2,1,0.715258,0.133082,[2 2] ; [15 22],[1.65853659 2.34146341] ; [15.34146341 21.65853659],0
u2,1,0.73244,0.116883,[1 1] ; [10  6],[1.22222222 0.77777778] ; [9.77777778 6.22222222],0
a3,1,0.795883,0.066915,[2 2] ; [21 16],[2.24390244 1.75609756] ; [20.75609756 16.24390244],0
v1,1,0.8322,0.044893,[2 2] ; [20 16],[2.2 1.8] ; [19.8 16.2],0
u3,1,0.866815,0.028125,[1 1] ; [9 7],[1.11111111 0.88888889] ; [8.88888889 7.11111111],0
a6,1,0.877245,0.023859,[2 2] ; [20 17],[2.14634146 1.85365854] ; [19.85365854 17.14634146],0
p1,1,0.930734,0.007555,[1 3] ; [10 27],[1.07317073 2.92682927] ; [ 9.92682927 27.07317073],0
a4,1,0.930734,0.007555,[1 3] ; [10 27],[1.07317073 2.92682927] ; [ 9.92682927 27.07317073],0
s8,1,0.959035,0.002638,[2 2] ; [19 18],[2.04878049 1.95121951] ; [18.95121951 18.04878049],0
d5,1,0.959035,0.002638,[2 2] ; [19 18],[2.04878049 1.95121951] ; [18.95121951 18.04878049],0
