Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,110.805186,[289  22] ; [26 39],[260.54521277  50.45478723] ; [54.45478723 10.54521277],1
d1,1,0.0,110.025533,[237  74] ; [ 5 60],[200.16489362 110.83510638] ; [41.83510638 23.16489362],1
d3,1,0.0,51.955314,[241  70] ; [21 44],[216.70744681  94.29255319] ; [45.29255319 19.70744681],1
d2,1,4e-06,21.245128,[179 132] ; [17 48],[162.11702128 148.88297872] ; [33.88297872 31.11702128],1
a3,1,2.1e-05,18.059839,[243  66] ; [34 30],[229.47184987  79.52815013] ; [47.52815013 16.47184987],1
a4,1,4.8e-05,16.541407,[159 151] ; [15 49],[144.22459893 165.77540107] ; [29.77540107 34.22459893],1
p2,1,0.000107,15.003702,[296  15] ; [53 12],[288.66755319  22.33244681] ; [60.33244681  4.66755319],1
u1,1,0.000401,12.525773,[ 68 243] ; [ 2 63],[ 57.89893617 253.10106383] ; [12.10106383 52.89893617],1
a2,1,0.000633,11.67656,[ 86 225] ; [ 5 60],[ 75.26861702 235.73138298] ; [15.73138298 49.26861702],1
r1,1,0.002211,9.365419,[269  39] ; [47 18],[260.93297587  47.06702413] ; [55.06702413  9.93297587],0
p1,1,0.003251,8.661004,[ 34 276] ; [16 49],[ 41.33333333 268.66666667] ; [ 8.66666667 56.33333333],0
a5,1,0.003563,8.493871,[252  59] ; [42 23],[243.17553191  67.82446809] ; [50.82446809 14.17553191],0
p7,1,0.003622,8.464124,[263  44] ; [46 19],[255.00806452  51.99193548] ; [53.99193548 11.00806452],0
a7,1,0.010752,6.505828,[234  76] ; [39 26],[225.68  84.32] ; [47.32 17.68],0
r3,1,0.018645,5.534484,[299   9] ; [59  6],[295.61394102  12.38605898] ; [62.38605898  2.61394102],0
p4,1,0.029872,4.71664,[244  66] ; [43 22],[237.25333333  72.74666667] ; [49.74666667 15.25333333],0
r4,1,0.04406,4.054258,[294  17] ; [57  8],[290.32180851  20.67819149] ; [60.67819149  4.32180851],0
v1,1,0.054526,3.69651,[197 109] ; [33 31],[190.21621622 115.78378378] ; [39.78378378 24.21621622],0
s8,1,0.073598,3.2009,[165 142] ; [27 38],[158.4516129 148.5483871] ; [33.5483871 31.4516129],0
a8,1,0.090658,2.862644,[ 54 228] ; [ 6 54],[ 49.47368421 232.52631579] ; [10.52631579 49.47368421],0
a1,1,0.103342,2.653196,[ 21 290] ; [ 1 64],[ 18.19680851 292.80319149] ; [ 3.80319149 61.19680851],0
s6,1,0.105769,2.616324,[215  83] ; [39 24],[209.67313019  88.32686981] ; [44.32686981 18.67313019],0
p12,1,0.189743,1.719611,[ 31 279] ; [10 54],[ 33.98395722 276.01604278] ; [ 7.01604278 56.98395722],0
s1,1,0.194718,1.681555,[  9 300] ; [ 4 61],[ 10.74064171 298.25935829] ; [ 2.25935829 62.74064171],0
b5,1,0.211577,1.560603,[165 146] ; [40 25],[169.56117021 141.43882979] ; [35.43882979 29.56117021],0
u3,1,0.228061,1.452914,[39 28] ; [14 17],[36.23469388 30.76530612] ; [16.76530612 14.23469388],0
p11,1,0.305539,1.04986,[273  38] ; [54 11],[270.47074468  40.52925532] ; [56.52925532  8.47074468],0
n2,1,0.30832,1.037859,[40  9] ; [6 3],[38.86206897 10.13793103] ; [7.13793103 1.86206897],0
s5,1,0.310075,1.030358,[119 177] ; [21 42],[115.43175487 180.56824513] ; [24.56824513 38.43175487],0
u2,1,0.321834,0.981477,[38 30] ; [14 17],[35.71717172 32.28282828] ; [16.28282828 14.71717172],0
r2,1,0.333202,0.936415,[293  11] ; [60  4],[291.60869565  12.39130435] ; [61.39130435  2.60869565],0
p10,1,0.370629,0.801553,[277  31] ; [56  9],[274.97050938  33.02949062] ; [58.02949062  6.97050938],0
b1,1,0.374575,0.788432,[125 186] ; [30 35],[128.20478723 182.79521277] ; [26.79521277 38.20478723],0
u4,1,0.463552,0.537304,[ 10 300] ; [ 1 64],[  9.09333333 300.90666667] ; [ 1.90666667 63.09333333],0
p6,1,0.516719,0.420437,[160 147] ; [31 34],[157.62634409 149.37365591] ; [33.37365591 31.62634409],0
b4,1,0.548869,0.359348,[174 137] ; [39 26],[176.17819149 134.82180851] ; [36.82180851 28.17819149],0
v2,1,0.563953,0.332906,[183 120] ; [35 27],[180.96986301 122.03013699] ; [37.03013699 24.96986301],0
s2,1,0.567448,0.326972,[165 141] ; [32 32],[162.92432432 143.07567568] ; [34.07567568 29.92432432],0
a6,1,0.662186,0.190879,[209 101] ; [42 23],[207.49333333 102.50666667] ; [43.50666667 21.49333333],0
b2,1,0.66662,0.185581,[ 71 126] ; [17 26],[ 72.23333333 124.76666667] ; [15.76666667 27.23333333],0
b3,1,0.66662,0.185581,[ 71 126] ; [17 26],[ 72.23333333 124.76666667] ; [15.76666667 27.23333333],0
p9,1,0.673268,0.177803,[280  28] ; [58  7],[279.09919571  28.90080429] ; [58.90080429  6.09919571],0
v4,1,0.686377,0.163035,[301   7] ; [62  2],[300.5483871   7.4516129] ; [62.4516129  1.5483871],0
p5,1,0.699071,0.14944,[ 64 247] ; [12 53],[ 62.86170213 248.13829787] ; [13.13829787 51.86170213],0
n3,1,0.80202,0.062868,[34 14] ; [6 3],[33.68421053 14.31578947] ; [6.31578947 2.68421053],0
p3,1,0.814981,0.054758,[205 105] ; [42 23],[204.18666667 105.81333333] ; [42.81333333 22.18666667],0
s3,1,0.826168,0.048232,[178 128] ; [37 25],[178.77717391 127.22282609] ; [36.22282609 25.77717391],0
s7,1,0.85094,0.035314,[166 126] ; [35 28],[165.32957746 126.67042254] ; [35.67042254 27.32957746],0
v3,1,0.904532,0.014385,[140 164] ; [30 34],[140.43478261 163.56521739] ; [29.56521739 34.43478261],0
n5,1,0.921068,0.009819,[277  32] ; [58  7],[276.77807487  32.22192513] ; [58.22192513  6.77807487],0
s4,1,0.935125,0.006626,[ 48 256] ; [10 55],[ 47.78319783 256.21680217] ; [10.21680217 54.78319783],0
n1,1,0.938808,0.005893,[22 26] ; [4 5],[21.89473684 26.10526316] ; [4.10526316 4.89473684],0
n6,1,0.944736,0.004805,[286  23] ; [60  5],[285.86631016  23.13368984] ; [60.13368984  4.86631016],0
