Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,1e-06,24.790867,[543 159] ; [67 53],[520.94890511 181.05109489] ; [89.05109489 30.94890511],1
d1,1,1.1e-05,19.284317,[437 266] ; [49 71],[415.13730255 287.86269745] ; [70.86269745 49.13730255],1
u1,1,3.5e-05,17.144764,[147 556] ; [  6 114],[130.69137303 572.30862697] ; [22.30862697 97.69137303],1
v2,1,5.9e-05,16.147635,[401 271] ; [46 70],[381.19796954 290.80203046] ; [65.80203046 50.19796954],1
a2,1,6.9e-05,15.832181,[189 514] ; [ 12 108],[171.69258809 531.30741191] ; [29.30741191 90.69258809],1
r2,1,0.000297,13.09161,[690  10] ; [112   8],[684.63414634  15.36585366] ; [117.36585366   2.63414634],1
d3,1,0.00033,12.891316,[503 197] ; [66 53],[486.32478632 213.67521368] ; [82.67521368 36.32478632],1
a3,1,0.000513,12.066748,[516 183] ; [70 50],[500.13919414 198.86080586] ; [85.86080586 34.13919414],1
d2,1,0.00186,9.682871,[355 345] ; [42 77],[339.31623932 360.68376068] ; [57.68376068 61.31623932],0
d4,1,0.002343,9.259329,[587 112] ; [87 33],[575.24542125 123.75457875] ; [98.75457875 21.24542125],0
n4,1,0.002567,9.091906,[554 146] ; [80 40],[541.2195122 158.7804878] ; [92.7804878 27.2195122],0
a6,1,0.003612,8.469052,[495 204] ; [69 51],[481.36263736 217.63736264] ; [82.63736264 37.36263736],0
a4,1,0.003993,8.287201,[332 367] ; [40 80],[317.49450549 381.50549451] ; [54.50549451 65.49450549],0
v1,1,0.01225,6.274273,[387 298] ; [52 66],[374.48941469 310.51058531] ; [64.51058531 53.48941469],0
u3,1,0.012442,6.246707,[121  64] ; [23 27],[113.36170213  71.63829787] ; [30.63829787 19.36170213],0
s7,1,0.013416,6.113439,[341 326] ; [44 70],[328.8028169 338.1971831] ; [56.1971831 57.8028169],0
a7,1,0.018187,5.578071,[526 175] ; [77 42],[515.49146341 185.50853659] ; [87.50853659 31.49146341],0
d5,1,0.018434,5.554464,[576 124] ; [87 32],[566.66666667 133.33333333] ; [96.33333333 22.66666667],0
s8,1,0.022663,5.194185,[327 368] ; [43 77],[315.52147239 379.47852761] ; [54.47852761 65.52147239],0
s6,1,0.034909,4.449627,[482 205] ; [70 46],[472.25902864 214.74097136] ; [79.74097136 36.25902864],0
p4,1,0.046591,3.960085,[428 265] ; [62 57],[418.18965517 274.81034483] ; [71.81034483 47.18965517],0
s3,1,0.062367,3.473298,[399 290] ; [58 61],[389.69430693 299.30569307] ; [67.30569307 51.69430693],0
v3,1,0.064401,3.420255,[284 385] ; [39 78],[274.91984733 394.08015267] ; [48.08015267 68.91984733],0
n5,1,0.067826,3.334866,[530 166] ; [82 38],[522. 174.] ; [90. 30.],0
p7,1,0.074236,3.186781,[449 230] ; [68 50],[440.45545797 238.54454203] ; [76.54454203 41.45545797],0
p2,1,0.084617,2.973914,[584 112] ; [93 27],[577.44117647 118.55882353] ; [99.55882353 20.44117647],0
p8,1,0.105162,2.625458,[375 311] ; [55 63],[366.89054726 319.10945274] ; [63.10945274 54.89054726],0
b5,1,0.143181,2.143435,[419 284] ; [80 40],[426.2417983 276.7582017] ; [72.7582017 47.2417983],0
a8,1,0.161074,1.96411,[ 93 540] ; [ 11 102],[ 88.24664879 544.75335121] ; [15.75335121 97.24664879],0
s2,1,0.187874,1.734213,[369 325] ; [56 64],[362.34643735 331.65356265] ; [62.65356265 57.34643735],0
a1,1,0.214318,1.542015,[ 29 674] ; [  8 112],[ 31.60510328 671.39489672] ; [  5.39489672 114.60510328],0
b1,1,0.263153,1.252096,[266 437] ; [39 81],[260.52855407 442.47144593] ; [44.47144593 75.52855407],0
p12,1,0.297049,1.087397,[ 60 632] ; [  7 113],[ 57.09852217 634.90147783] ; [  9.90147783 110.09852217],0
s4,1,0.328473,0.954908,[113 577] ; [24 96],[116.7037037 573.2962963] ; [20.2962963 99.7037037],0
b4,1,0.3294,0.951255,[406 297] ; [75 45],[410.86634265 292.13365735] ; [70.13365735 49.86634265],0
u2,1,0.358219,0.844126,[109  75] ; [26 24],[106.15384615  77.84615385] ; [28.84615385 21.15384615],0
s5,1,0.398298,0.713458,[240 433] ; [36 78],[236.02033037 436.97966963] ; [39.97966963 74.02033037],0
n2,1,0.447167,0.577824,[105  36] ; [29  7],[106.74576271  34.25423729] ; [27.25423729  8.74576271],0
p3,1,0.4516,0.566634,[357 340] ; [57 63],[353.19216646 343.80783354] ; [60.80783354 59.19216646],0
n6,1,0.463538,0.537339,[592 105] ; [105  15],[594.625459 102.374541] ; [102.374541  17.625459],0
b3,1,0.556899,0.345101,[163 262] ; [25 47],[160.76458753 264.23541247] ; [27.23541247 44.76458753],0
b2,1,0.556899,0.345101,[163 262] ; [25 47],[160.76458753 264.23541247] ; [27.23541247 44.76458753],0
n3,1,0.616085,0.251409,[106  33] ; [26 10],[104.84571429  34.15428571] ; [27.15428571  8.84571429],0
p1,1,0.626091,0.2374,[ 60 635] ; [ 12 108],[ 61.39877301 633.60122699] ; [ 10.60122699 109.39877301],0
r3,1,0.638065,0.221282,[687  13] ; [117   3],[686.34146341  13.65853659] ; [117.65853659   2.34146341],0
p11,1,0.658455,0.195406,[563 140] ; [94 26],[561.20413123 141.79586877] ; [95.79586877 24.20413123],0
p9,1,0.660689,0.192687,[584 104] ; [102  16],[585.56823821 102.43176179] ; [100.43176179  17.56823821],0
u4,1,0.673204,0.177878,[ 16 687] ; [  2 118],[ 15.37545565 687.62454435] ; [  2.62454435 117.37545565],0
p5,1,0.704196,0.144144,[ 79 614] ; [ 15 104],[ 80.22413793 612.77586207] ; [ 13.77586207 105.22413793],0
p10,1,0.72299,0.125646,[566 124] ; [96 23],[564.62299135 125.37700865] ; [97.37700865 21.62299135],0
p6,1,0.891976,0.018443,[257 430] ; [43 74],[256.34328358 430.65671642] ; [43.65671642 73.34328358],0
s1,1,0.946444,0.004512,[ 24 665] ; [  4 115],[ 23.87623762 665.12376238] ; [  4.12376238 114.87623762],0
n1,1,0.971179,0.001305,[54 86] ; [13 21],[53.90804598 86.09195402] ; [13.09195402 20.90804598],0
