Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,90.131665,[225  41] ; [50 82],[183.79396985  82.20603015] ; [91.20603015 40.79396985],1
n6,1,0.0,29.985577,[229  35] ; [83 49],[208.  56.] ; [104.  28.],1
a5,1,0.00024,13.491077,[201  65] ; [76 56],[185.13065327  80.86934673] ; [91.86934673 40.13065327],1
p10,1,0.000297,13.089685,[206  57] ; [80 51],[190.90862944  72.09137056] ; [95.09137056 35.90862944],1
p11,1,0.000685,11.528685,[208  58] ; [82 50],[193.81909548  72.18090452] ; [96.18090452 35.81909548],1
s8,1,0.001385,10.22515,[108 157] ; [32 99],[ 93.68686869 171.31313131] ; [46.31313131 84.68686869],0
s6,1,0.002097,9.462673,[173  90] ; [64 65],[159.00765306 103.99234694] ; [77.99234694 51.00765306],0
p4,1,0.002154,9.413541,[112 151] ; [35 96],[ 98.12436548 164.87563452] ; [48.87563452 82.12436548],0
v1,1,0.002545,9.10791,[131 127] ; [45 85],[117.03092784 140.96907216] ; [58.96907216 71.03092784],0
p6,1,0.00333,8.616948,[ 75 186] ; [ 20 111],[ 63.25255102 197.74744898] ; [31.74744898 99.25255102],0
a2,1,0.004108,8.235566,[ 70 196] ; [ 18 114],[ 58.81407035 207.18592965] ; [ 29.18592965 102.81407035],0
p7,1,0.005769,7.621104,[133 120] ; [49 81],[120.22454308 132.77545692] ; [61.77545692 68.22454308],0
p2,1,0.006874,7.305522,[208  57] ; [87 45],[196.91435768  68.08564232] ; [98.08564232 33.91435768],0
s7,1,0.007098,7.24795,[114 144] ; [38 89],[101.85974026 156.14025974] ; [50.14025974 76.85974026],0
v4,1,0.008123,7.006151,[249  17] ; [112  19],[241.8790932  24.1209068] ; [119.1209068  11.8790932],0
s2,1,0.008376,6.951203,[132 130] ; [48 84],[119.69543147 142.30456853] ; [60.30456853 71.69543147],0
p9,1,0.009238,6.776225,[211  48] ; [90 39],[200.92525773  58.07474227] ; [100.07474227  28.92525773],0
p8,1,0.009307,6.762974,[107 153] ; [36 94],[ 95.33333333 164.66666667] ; [47.66666667 82.33333333],0
