Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,29.869075,[105  60] ; [31 74],[83.11111111 81.88888889] ; [52.88888889 52.11111111],1
p1,1,0.006888,7.301993,[  8 155] ; [15 89],[ 14.0411985 148.9588015] ; [ 8.9588015 95.0411985],0
a8,1,0.01402,6.035617,[ 30 125] ; [ 8 91],[ 23.18897638 131.81102362] ; [14.81102362 84.18897638],0
d5,1,0.015278,5.884105,[107  58] ; [53 53],[97.41697417 67.58302583] ; [62.58302583 43.41697417],0
b4,1,0.015437,5.865945,[104  61] ; [51 55],[94.37269373 70.62730627] ; [60.62730627 45.37269373],0
u2,1,0.016965,5.7,[40 24] ; [20 30],[33.68421053 30.31578947] ; [26.31578947 23.68421053],0
d2,1,0.03216,4.589963,[ 15 150] ; [19 87],[ 20.70110701 144.29889299] ; [13.29889299 92.70110701],0
n3,1,0.0545,3.697316,[26 11] ; [21  2],[28.98333333  8.01666667] ; [18.01666667  4.98333333],0
n5,1,0.083894,2.987798,[104  58] ; [78 27],[110.42696629  51.57303371] ; [71.57303371 33.42696629],0
s2,1,0.121816,2.393821,[73 91] ; [36 67],[66.95131086 97.04868914] ; [42.04868914 60.95131086],0
p3,1,0.125422,2.34827,[ 63 102] ; [50 55],[69.05555556 95.94444444] ; [43.94444444 61.05555556],0
r3,1,0.140571,2.171699,[155   8] ; [95 10],[152.05223881  10.94776119] ; [97.94776119  7.05223881],0
u1,1,0.146386,2.109515,[  9 156] ; [  2 104],[  6.69741697 158.30258303] ; [  4.30258303 101.69741697],0
b2,1,0.157071,2.0022,[26 54] ; [13 47],[22.28571429 57.71428571] ; [16.71428571 43.28571429],0
b3,1,0.157071,2.0022,[26 54] ; [13 47],[22.28571429 57.71428571] ; [16.71428571 43.28571429],0
a1,1,0.206907,1.592937,[  8 157] ; [  2 104],[  6.08856089 158.91143911] ; [  3.91143911 102.08856089],0
v3,1,0.217338,1.52186,[ 46 116] ; [37 67],[ 50.54887218 111.45112782] ; [32.45112782 71.54887218],0
s6,1,0.218385,1.514952,[105  57] ; [59 44],[100.25660377  61.74339623] ; [63.74339623 39.25660377],0
p2,1,0.237627,1.394618,[138  27] ; [81 23],[134.33085502  30.66914498] ; [84.66914498 19.33085502],0
s1,1,0.288468,1.126756,[  5 156] ; [ 6 98],[  6.68301887 154.31698113] ; [ 4.31698113 99.68301887],0
b1,1,0.3075,1.041383,[71 94] ; [39 67],[66.97416974 98.02583026] ; [43.02583026 62.97416974],0
v1,1,0.310286,1.029458,[71 90] ; [52 51],[75.01136364 85.98863636] ; [47.98863636 55.01136364],0
s5,1,0.314453,1.011881,[ 46 113] ; [24 79],[ 42.48091603 116.51908397] ; [27.51908397 75.48091603],0
p11,1,0.333526,0.935158,[124  41] ; [74 32],[120.55350554  44.44649446] ; [77.44649446 28.55350554],0
n2,1,0.390898,0.736145,[27 10] ; [19  4],[28.36666667  8.63333333] ; [17.63333333  5.36666667],0
u3,1,0.390945,0.736,[39 26] ; [26 24],[36.73913043 28.26086957] ; [28.26086957 21.73913043],0
p5,1,0.400106,0.708008,[ 20 145] ; [ 9 93],[ 17.92134831 147.07865169] ; [11.07865169 90.92134831],0
v4,1,0.409199,0.681128,[152  11] ; [95 10],[150.22761194  12.77238806] ; [96.77238806  8.22761194],0
a3,1,0.425472,0.635151,[97 68] ; [56 48],[93.84758364 71.15241636] ; [59.15241636 44.84758364],0
p6,1,0.433694,0.612912,[ 53 109] ; [29 74],[ 50.12830189 111.87169811] ; [31.87169811 71.12830189],0
a2,1,0.444544,0.584525,[ 10 155] ; [ 9 97],[ 11.56826568 153.43173432] ; [ 7.43173432 98.56826568],0
p4,1,0.46922,0.523813,[78 85] ; [55 50],[80.89179104 82.10820896] ; [52.10820896 52.89179104],0
