Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,256.000962,[ 64 204] ; [276  32],[158.19444444 109.80555556] ; [181.80555556 126.19444444],1
s7,1,0.0,131.21432,[ 75 180] ; [233  66],[141.76895307 113.23104693] ; [166.23104693 132.76895307],1
s6,1,0.0,94.927803,[133 131] ; [270  38],[186.  78.] ; [217.  91.],1
s8,1,0.0,63.499694,[ 83 185] ; [199 111],[130.75432526 137.24567474] ; [151.24567474 158.75432526],1
s5,1,0.0,42.959838,[ 58 205] ; [146 154],[ 95.29662522 167.70337478] ; [108.70337478 191.29662522],1
s4,1,0.000275,13.230047,[ 23 244] ; [ 59 247],[ 38.20942408 228.79057592] ; [ 43.79057592 262.20942408],1
d4,1,0.000846,11.137485,[212  57] ; [274  34],[226.57538995  42.42461005] ; [259.42461005  48.57538995],1
p6,1,0.000988,10.849374,[ 89 179] ; [143 163],[108.32055749 159.67944251] ; [123.67944251 182.32055749],1
u1,1,0.001135,10.593471,[ 44 226] ; [ 86 226],[ 60.30927835 209.69072165] ; [ 69.69072165 242.30927835],0
n5,1,0.001322,10.311745,[218  51] ; [280  30],[231.36787565  37.63212435] ; [266.63212435  43.36787565],0
n6,1,0.001546,10.023486,[226  44] ; [284  24],[238.23529412  31.76470588] ; [271.76470588  36.23529412],0
a3,1,0.001589,9.97197,[185  82] ; [250  60],[201.29116118  65.70883882] ; [233.70883882  76.29116118],0
p12,1,0.001641,9.913007,[ 14 252] ; [ 40 269],[ 24.98086957 241.01913043] ; [ 29.01913043 279.98086957],0
d1,1,0.002348,9.255367,[155 115] ; [217  95],[172.57731959  97.42268041] ; [199.42268041 112.57731959],0
p4,1,0.00269,9.006484,[153 115] ; [213  95],[170.29166667  97.70833333] ; [195.70833333 112.29166667],0
s1,1,0.004366,8.125079,[  4 263] ; [ 19 289],[ 10.68 256.32] ; [ 12.32 295.68],0
p9,1,0.005222,7.800839,[213  54] ; [271  36],[225.1358885  41.8641115] ; [258.8641115  48.1358885],0
u4,1,0.005841,7.598751,[  2 268] ; [ 14 298],[  7.42268041 262.57731959] ; [  8.57731959 303.42268041],0
p10,1,0.012334,6.262242,[210  56] ; [269  41],[221.20486111  44.79513889] ; [257.79513889  52.20486111],0
a6,1,0.013337,6.123913,[201  69] ; [200 108],[187.3183391  82.6816609] ; [213.6816609  94.3183391],0
v3,1,0.013708,6.075313,[100 161] ; [146 154],[114.44919786 146.55080214] ; [131.55080214 168.44919786],0
d2,1,0.014087,6.027207,[131 138] ; [182 127],[145.66955017 123.33044983] ; [167.33044983 141.66955017],0
a2,1,0.031501,4.625443,[ 64 206] ; [ 99 213],[ 75.6185567 194.3814433] ; [ 87.3814433 224.6185567],0
p3,1,0.044726,4.02895,[133 136] ; [178 130],[144.98960139 124.01039861] ; [166.01039861 141.98960139],0
a4,1,0.045933,3.984047,[122 145] ; [168 143],[133.96193772 133.03806228] ; [156.03806228 154.96193772],0
v4,1,0.05757,3.606033,[255  14] ; [304   7],[259.26034483   9.73965517] ; [299.73965517  11.26034483],0
u3,1,0.061952,3.484334,[46 39] ; [43 19],[51.46258503 33.53741497] ; [37.53741497 24.46258503],0
v1,1,0.073054,3.213029,[141 124] ; [185 120],[151.56140351 113.43859649] ; [174.43859649 130.56140351],0
r3,1,0.09956,2.712572,[255  14] ; [302   8],[258.77892919  10.22107081] ; [298.22107081  11.77892919],0
d5,1,0.105757,2.616515,[220  50] ; [267  42],[227.0984456  42.9015544] ; [259.9015544  49.0984456],0
r4,1,0.106078,2.611706,[255  15] ; [303   9],[258.86597938  11.13402062] ; [299.13402062  12.86597938],0
r2,1,0.108488,2.576112,[257  10] ; [305   5],[260.05892548   6.94107452] ; [301.94107452   8.05892548],0
p5,1,0.120792,2.407026,[ 30 238] ; [ 48 259],[ 36.35478261 231.64521739] ; [ 41.64521739 265.35478261],0
p7,1,0.169425,1.888026,[168  96] ; [208  93],[175.68849558  88.31150442] ; [200.31150442 100.68849558],0
u2,1,0.183712,1.767333,[43 41] ; [38 23],[46.92413793 37.07586207] ; [34.07586207 26.92413793],0
