Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,120.613991,[225  50] ; [160 247],[155.24193548 119.75806452] ; [229.75806452 177.24193548],1
v1,1,0.0,41.136469,[195  81] ; [188 222],[154.09329446 121.90670554] ; [228.90670554 181.09329446],1
s8,1,2e-05,18.200679,[150 125] ; [160 260],[122.6618705 152.3381295] ; [187.3381295 232.6618705],1
p3,1,2.1e-05,18.109798,[174 105] ; [193 227],[146.48497854 132.51502146] ; [220.51502146 199.48497854],1
n4,1,8.8e-05,15.369124,[239  39] ; [308 111],[218.17216643  59.82783357] ; [328.82783357  90.17216643],1
s7,1,0.000328,12.902032,[157 108] ; [182 222],[134.28251121 130.71748879] ; [204.71748879 199.28251121],1
n5,1,0.00041,12.483933,[231  46] ; [300 118],[211.63597122  65.36402878] ; [319.36402878  98.63597122],1
p12,1,0.0009,11.023088,[ 32 245] ; [ 20 398],[ 20.72517986 256.27482014] ; [ 31.27482014 386.72517986],1
p5,1,0.00215,9.417024,[ 45 234] ; [ 36 385],[ 32.28428571 246.71571429] ; [ 48.71571429 372.28428571],0
p7,1,0.002291,9.300786,[205  67] ; [265 147],[186.9005848  85.0994152] ; [283.0994152 128.9005848],0
d1,1,0.002859,8.89522,[184  95] ; [230 191],[165.00857143 113.99142857] ; [248.99142857 172.00857143],0
n6,1,0.003137,8.725945,[252  25] ; [349  71],[238.84791966  38.15208034] ; [362.15208034  57.84791966],0
a1,1,0.003943,8.309979,[ 19 260] ; [ 10 411],[ 11.55857143 267.44142857] ; [ 17.44142857 403.55857143],0
p8,1,0.004,8.283959,[175  98] ; [220 195],[156.7369186 116.2630814] ; [238.2630814 176.7369186],0
p4,1,0.010717,6.511616,[190  87] ; [248 172],[174.06886657 102.93113343] ; [263.93113343 156.06886657],0
a3,1,0.013202,6.141881,[215  62] ; [290 130],[200.69583931  76.30416069] ; [304.30416069 115.69583931],0
p10,1,0.017446,5.650897,[244  33] ; [340  78],[232.75971223  44.24028777] ; [351.24028777  66.75971223],0
s2,1,0.020193,5.395168,[158 117] ; [203 216],[143.04755043 131.95244957] ; [217.95244957 201.04755043],0
u4,1,0.024809,5.037141,[  8 271] ; [  3 418],[  4.38428571 274.61571429] ; [  6.61571429 414.38428571],0
r3,1,0.025573,4.984657,[273   4] ; [400  19],[267.84626437   9.15373563] ; [405.15373563  13.84626437],0
a4,1,0.025809,4.968793,[139 139] ; [174 246],[124.66189112 153.33810888] ; [188.33810888 231.66189112],0
s4,1,0.031768,4.610961,[ 36 240] ; [ 80 335],[ 46.33285094 229.66714906] ; [ 69.66714906 345.33285094],0
p1,1,0.03369,4.51039,[ 33 245] ; [ 30 389],[ 25.1276901 252.8723099] ; [ 37.8723099 381.1276901],0
r4,1,0.037591,4.323418,[268  11] ; [388  33],[261.46285714  17.53714286] ; [394.53714286  26.46285714],0
v4,1,0.04221,4.126768,[274   3] ; [404  15],[269.8362069   7.1637931] ; [408.1637931  10.8362069],0
a5,1,0.049488,3.858723,[218  61] ; [301 120],[206.85857143  72.14142857] ; [312.14142857 108.85857143],0
d4,1,0.053361,3.732591,[238  39] ; [337  83],[228.51506456  48.48493544] ; [346.48493544  73.51506456],0
s5,1,0.060967,3.510885,[107 160] ; [135 274],[ 95.58284024 171.41715976] ; [146.41715976 262.58284024],0
a2,1,0.065182,3.400363,[ 78 201] ; [ 92 329],[ 67.75714286 211.24285714] ; [102.24285714 318.75714286],0
p11,1,0.076227,3.143567,[235  44] ; [332  89],[225.99  53.01] ; [341.01  79.99],0
r1,1,0.086307,2.941947,[238  40] ; [336  81],[229.6  48.4] ; [344.4  72.6],0
u1,1,0.093158,2.818938,[ 59 220] ; [ 68 353],[ 50.61857143 228.38142857] ; [ 76.38142857 344.61857143],0
