Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.006014,7.546047,[3 5] ; [ 2 38],[0.83333333 7.16666667] ; [ 4.16666667 35.83333333],0
p8,1,0.065297,3.397459,[3 6] ; [26 13],[5.4375 3.5625] ; [23.5625 15.4375],0
n3,1,0.072414,3.227431,[1 2] ; [7 1],[2.18181818 0.81818182] ; [5.81818182 2.18181818],0
p3,1,0.075524,3.158685,[2 7] ; [22 18],[4.40816327 4.59183673] ; [19.59183673 20.40816327],0
a3,1,0.155221,2.020174,[2 6] ; [21 19],[3.83333333 4.16666667] ; [19.16666667 20.83333333],0
p10,1,0.203533,1.616842,[5 3] ; [33  7],[6.33333333 1.66666667] ; [31.66666667  8.33333333],0
s4,1,0.246185,1.344824,[1 8] ; [12 28],[2.3877551 6.6122449] ; [10.6122449 29.3877551],0
d3,1,0.252826,1.307622,[5 4] ; [14 26],[3.48979592 5.51020408] ; [15.51020408 24.48979592],0
p6,1,0.277025,1.181628,[5 4] ; [14 25],[3.5625 5.4375] ; [15.4375 23.5625],0
d2,1,0.318991,0.993077,[4 5] ; [11 29],[2.75510204 6.24489796] ; [12.24489796 27.75510204],0
a6,1,0.319376,0.991499,[4 5] ; [25 15],[5.32653061 3.67346939] ; [23.67346939 16.32653061],0
n5,1,0.366922,0.814062,[8 1] ; [30 10],[6.97959184 2.02040816] ; [31.02040816  8.97959184],0
b1,1,0.394207,0.725926,[5 4] ; [16 24],[3.85714286 5.14285714] ; [17.14285714 22.85714286],0
d4,1,0.440108,0.596002,[6 3] ; [21 19],[4.95918367 4.04081633] ; [22.04081633 17.95918367],0
b5,1,0.440108,0.596002,[6 3] ; [21 19],[4.95918367 4.04081633] ; [22.04081633 17.95918367],0
p7,1,0.460172,0.545476,[7 2] ; [26 14],[6.06122449 2.93877551] ; [26.93877551 13.06122449],0
p9,1,0.471313,0.518896,[7 2] ; [34  5],[7.6875 1.3125] ; [33.3125  5.6875],0
s6,1,0.471313,0.518896,[7 2] ; [34  5],[7.6875 1.3125] ; [33.3125  5.6875],0
r1,1,0.494707,0.466273,[6 3] ; [31  9],[6.79591837 2.20408163] ; [30.20408163  9.79591837],0
p5,1,0.494707,0.466273,[3 6] ; [ 9 31],[2.20408163 6.79591837] ; [ 9.79591837 30.20408163],0
a7,1,0.496398,0.462628,[5 4] ; [27 13],[5.87755102 3.12244898] ; [26.12244898 13.87755102],0
v1,1,0.509268,0.435572,[4 4] ; [15 25],[3.16666667 4.83333333] ; [15.83333333 24.16666667],0
a4,1,0.533796,0.38716,[1 8] ; [ 8 32],[1.65306122 7.34693878] ; [ 7.34693878 32.65306122],0
n4,1,0.545542,0.365365,[7 2] ; [27 13],[6.24489796 2.75510204] ; [27.75510204 12.24489796],0
s7,1,0.588151,0.293241,[6 3] ; [21 16],[5.2826087 3.7173913] ; [21.7173913 15.2826087],0
v3,1,0.595407,0.281979,[4 5] ; [14 26],[3.30612245 5.69387755] ; [14.69387755 25.30612245],0
a5,1,0.595407,0.281979,[5 4] ; [26 14],[5.69387755 3.30612245] ; [25.30612245 14.69387755],0
r4,1,0.720731,0.127793,[8 1] ; [37  3],[8.26530612 0.73469388] ; [36.73469388  3.26530612],0
n2,1,0.782252,0.076389,[2 1] ; [6 2],[2.18181818 0.81818182] ; [5.81818182 2.18181818],0
u2,1,0.837829,0.04189,[4 3] ; [10  9],[3.76923077 3.23076923] ; [10.23076923  8.76923077],0
s8,1,0.851251,0.035165,[4 5] ; [16 23],[3.75 5.25] ; [16.25 22.75],0
p2,1,0.861011,0.030656,[7 2] ; [30 10],[6.79591837 2.20408163] ; [30.20408163  9.79591837],0
p1,1,0.881196,0.022336,[2 7] ; [ 8 32],[1.83673469 7.16326531] ; [ 8.16326531 31.83673469],0
s3,1,0.884728,0.021019,[6 3] ; [25 14],[5.8125 3.1875] ; [25.1875 13.8125],0
n6,1,0.908569,0.013189,[8 1] ; [35  5],[7.89795918 1.10204082] ; [35.10204082  4.89795918],0
s2,1,0.924389,0.009007,[6 3] ; [26 14],[5.87755102 3.12244898] ; [26.12244898 13.87755102],0
b4,1,0.924389,0.009007,[6 3] ; [26 14],[5.87755102 3.12244898] ; [26.12244898 13.87755102],0
v2,1,0.96284,0.002171,[4 5] ; [17 22],[3.9375 5.0625] ; [17.0625 21.9375],0
b2,1,0.97021,0.001395,[2 3] ; [ 9 13],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
b3,1,0.97021,0.001395,[2 3] ; [ 9 13],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
u3,1,0.972542,0.001185,[4 3] ; [11  8],[4.03846154 2.96153846] ; [10.96153846  8.03846154],0
p4,1,1.0,0.0,[4 4] ; [20 20],[4. 4.] ; [20. 20.],0
