Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,194.675187,[477  77] ; [ 54 115],[406.87966805 147.12033195] ; [124.12033195  44.87966805],1
n6,1,0.0,57.681888,[496  58] ; [109  59],[464.22437673  89.77562327] ; [140.77562327  27.22437673],1
a5,1,0.0,27.939963,[453 104] ; [105  65],[427.51856946 129.48143054] ; [130.48143054  39.51856946],1
s7,1,0.0,25.825867,[294 238] ; [ 53 110],[265.61726619 266.38273381] ; [81.38273381 81.61726619],1
p4,1,1e-06,24.565193,[355 197] ; [72 96],[327.36666667 224.63333333] ; [99.63333333 68.36666667],1
p11,1,3e-06,21.68897,[455 102] ; [110  60],[432.88170564 124.11829436] ; [132.11829436  37.88170564],1
s4,1,1.7e-05,18.522621,[ 74 474] ; [ 47 123],[ 92.35097493 455.64902507] ; [ 28.64902507 141.35097493],1
a3,1,2e-05,18.193547,[438 117] ; [106  63],[417.01657459 137.98342541] ; [126.98342541  42.01657459],1
a8,1,2.4e-05,17.819629,[ 82 424] ; [  5 152],[ 66.39819005 439.60180995] ; [ 20.60180995 136.39819005],1
a4,1,2.7e-05,17.625703,[298 257] ; [ 60 110],[274.05517241 280.94482759] ; [83.94482759 86.05517241],1
d2,1,4.2e-05,16.786699,[324 230] ; [ 69 101],[300.72099448 253.27900552] ; [92.27900552 77.72099448],1
p10,1,4.6e-05,16.61609,[465  88] ; [116  50],[446.86091794 106.13908206] ; [134.13908206  31.86091794],1
p3,1,5e-05,16.461093,[302 252] ; [ 62 107],[278.91562932 275.08437068] ; [85.08437068 83.91562932],1
p6,1,7.8e-05,15.600667,[225 321] ; [ 40 125],[203.5021097 342.4978903] ; [ 61.4978903 103.5021097],1
s8,1,0.000168,14.162865,[271 282] ; [ 55 114],[249.69252078 303.30747922] ; [76.30747922 92.69252078],1
u1,1,0.000427,12.410249,[132 425] ; [ 19 151],[115.69050894 441.30949106] ; [ 35.30949106 134.69050894],1
p2,1,0.000559,11.906926,[471  81] ; [124  44],[456.16666667  95.83333333] ; [138.83333333  29.16666667],1
a2,1,0.000582,11.833013,[166 391] ; [ 28 142],[148.63548831 408.36451169] ; [ 45.36451169 124.63548831],1
p5,1,0.001049,10.738887,[ 73 478] ; [  7 161],[ 61.30737135 489.69262865] ; [ 18.69262865 149.30737135],0
d1,1,0.001112,10.630529,[410 147] ; [103  67],[393.04126547 163.95873453] ; [119.95873453  50.04126547],0
r4,1,0.001205,10.48342,[526  31] ; [148  22],[516.39339752  40.60660248] ; [157.60660248  12.39339752],0
d5,1,0.001256,10.406467,[503  54] ; [138  32],[491.11004127  65.88995873] ; [149.88995873  20.11004127],0
v3,1,0.00185,9.69315,[234 303] ; [ 47 111],[217.11798561 319.88201439] ; [63.88201439 94.11798561],0
v1,1,0.002192,9.381709,[316 228] ; [73 91],[298.89265537 245.10734463] ; [90.10734463 73.89265537],0
p7,1,0.005581,7.680828,[356 188] ; [86 75],[341.06099291 202.93900709] ; [100.93900709  60.06099291],0
p9,1,0.007636,7.11687,[475  76] ; [128  37],[464.04050279  86.95949721] ; [138.95949721  26.04050279],0
r1,1,0.007804,7.077881,[475  80] ; [130  39],[463.77762431  91.22237569] ; [141.22237569  27.77762431],0
p12,1,0.01071,6.512814,[ 49 501] ; [  5 163],[ 41.36490251 508.63509749] ; [ 12.63509749 155.36490251],0
b1,1,0.017046,5.691671,[227 330] ; [ 52 118],[213.75928473 343.24071527] ; [ 65.24071527 104.75928473],0
p8,1,0.031764,4.61121,[297 249] ; [75 92],[284.86956522 261.13043478] ; [87.13043478 79.86956522],0
s2,1,0.047552,3.92575,[306 246] ; [79 90],[294.75728155 257.24271845] ; [90.24271845 78.75728155],0
n1,1,0.048565,3.890325,[46 56] ; [18 43],[40.04907975 61.95092025] ; [23.95092025 37.04907975],0
v4,1,0.060271,3.529909,[537  18] ; [159  11],[532.8  22.2] ; [163.2   6.8],0
n3,1,0.083017,3.004818,[76 28] ; [36 24],[71.02439024 32.97560976] ; [40.97560976 19.02439024],0
s6,1,0.109352,2.563557,[378 166] ; [105  62],[369.55274262 174.44725738] ; [113.44725738  53.55274262],0
v2,1,0.120613,2.409336,[322 217] ; [84 75],[313.51575931 225.48424069] ; [92.48424069 66.51575931],0
u4,1,0.179684,1.800236,[ 17 540] ; [  2 168],[ 14.55708391 542.44291609] ; [  4.44291609 165.55708391],0
s3,1,0.199431,1.646538,[323 226] ; [90 79],[315.78969359 233.21030641] ; [97.21030641 71.78969359],0
r3,1,0.211012,1.564468,[537  18] ; [160   9],[534.30248619  20.69751381] ; [162.69751381   6.30248619],0
a1,1,0.225054,1.471849,[ 33 524] ; [  6 164],[ 29.88033012 527.11966988] ; [  9.11966988 160.88033012],0
p1,1,0.232609,1.424836,[ 45 509] ; [  9 159],[ 41.43490305 512.56509695] ; [ 12.56509695 155.43490305],0
b4,1,0.261618,1.260173,[327 230] ; [108  62],[333.28060523 223.71939477] ; [101.71939477  68.28060523],0
b2,1,0.262717,1.254384,[147 206] ; [29 54],[142.49541284 210.50458716] ; [33.50458716 49.49541284],0
b3,1,0.262717,1.254384,[147 206] ; [29 54],[142.49541284 210.50458716] ; [33.50458716 49.49541284],0
n2,1,0.296905,1.088043,[78 27] ; [40 20],[75.09090909 29.90909091] ; [42.90909091 17.09090909],0
b5,1,0.31109,1.026045,[333 224] ; [109  61],[338.6437414 218.3562586] ; [103.3562586  66.6437414],0
a6,1,0.313902,1.014185,[389 167] ; [112  58],[383.68595041 172.31404959] ; [117.31404959  52.68595041],0
u3,1,0.458377,0.549856,[72 47] ; [41 21],[74.29281768 44.70718232] ; [38.70718232 23.29281768],0
s5,1,0.793999,0.068184,[192 340] ; [ 57 106],[190.60143885 341.39856115] ; [ 58.39856115 104.60143885],0
a7,1,0.826893,0.047824,[414 142] ; [128  42],[415.08539945 140.91460055] ; [126.91460055  43.08539945],0
d3,1,0.864573,0.029089,[429 128] ; [132  38],[429.8170564 127.1829436] ; [131.1829436  38.8170564],0
u2,1,0.895812,0.017149,[71 46] ; [37 25],[70.59217877 46.40782123] ; [37.40782123 24.59217877],0
s1,1,0.927495,0.00828,[ 17 532] ; [  5 164],[ 16.82172702 532.17827298] ; [  5.17827298 163.82172702],0
