Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,36.064816,[187  96] ; [19 52],[164.68361582 118.31638418] ; [41.31638418 29.68361582],1
d1,1,0.0,33.571721,[210  73] ; [27 44],[189.46610169  93.53389831] ; [47.53389831 23.46610169],1
a3,1,0.0,32.866142,[244  38] ; [40 31],[226.87818697  55.12181303] ; [57.12181303 13.87818697],1
a4,1,1e-06,23.599766,[159 124] ; [17 54],[140.70056497 142.29943503] ; [35.29943503 35.70056497],1
d5,1,4e-06,21.040006,[252  30] ; [48 23],[239.66005666  42.33994334] ; [60.33994334 10.66005666],1
u1,1,1.6e-05,18.666463,[ 81 202] ; [ 3 68],[ 67.15254237 215.84745763] ; [16.84745763 54.15254237],1
a6,1,0.00022,13.655625,[197  85] ; [33 38],[183.73937677  98.26062323] ; [46.26062323 24.73937677],1
d4,1,0.000351,12.777373,[250  32] ; [51 20],[240.45892351  41.54107649] ; [60.54107649 10.45892351],1
s5,1,0.002034,9.518984,[132 138] ; [18 47],[120.89552239 149.10447761] ; [29.10447761 35.89552239],0
p9,1,0.004041,8.265408,[263  18] ; [58 12],[256.98290598  24.01709402] ; [64.01709402  5.98290598],0
d3,1,0.010364,6.571264,[204  79] ; [40 31],[195.06214689  87.93785311] ; [48.93785311 22.06214689],0
r1,1,0.012208,6.280383,[247  35] ; [53 17],[240.34090909  41.65909091] ; [59.65909091 10.34090909],0
b2,1,0.014562,5.968677,[ 94 104] ; [12 32],[ 86.72727273 111.27272727] ; [19.27272727 24.72727273],0
b3,1,0.014562,5.968677,[ 94 104] ; [12 32],[ 86.72727273 111.27272727] ; [19.27272727 24.72727273],0
p3,1,0.016079,5.794198,[176 107] ; [33 38],[167.0819209 115.9180791] ; [41.9180791 29.0819209],0
n4,1,0.017861,5.609738,[252  30] ; [56 15],[246.0509915  35.9490085] ; [61.9490085  9.0509915],0
v1,1,0.026655,4.913044,[177  97] ; [34 34],[169.04678363 104.95321637] ; [41.95321637 26.04678363],0
r2,1,0.029096,4.761905,[272   8] ; [64  6],[268.8  11.2] ; [67.2  2.8],0
s1,1,0.032073,4.594608,[  8 271] ; [ 6 65],[ 11.16 267.84] ; [ 2.84 68.16],0
p6,1,0.036459,4.375504,[143 138] ; [25 43],[135.26647564 145.73352436] ; [32.73352436 35.26647564],0
